sample,weighting,avrami_t0,avrami_k,avrami_n,rmse_X,r2_X,fit_t10_ms,fit_t50_ms,fit_t90_ms,fit_rise_10_90_ms,fit_peak_time_dXdt_ms,fit_peak_height_dXdt,fit_FWHM_dXdt_ms
FAPI,area_weighted,1.6460187077230598e-23,0.09115038942098182,0.8792832642549369,0.01860914079901928,0.9939308761220012,1.1793253195645972,10.046947992982213,39.35512722568618,38.175801906121585,0.1202404809619238,0.10204549661380603,3.607214428857715
FAPI-TEMPO,area_weighted,7.473340062445839e-24,0.10329179723831136,0.8265116890732482,0.025146800264374523,0.9880374500357161,1.024742222937028,10.007003470588076,42.76938260858615,41.74464038564912,0.1202404809619238,0.12109492205485238,2.0440881763527052
