file_name,area_(µm²),area_error_(µm²),perimeter_(µm),perimeter_error_(µm),circularity_distortion,circularity_distortion_error,defects_count,defects_area_(µm²),defects_area_error_(µm²),entropy_hm_(bits),entropy_hm_error_(bits),nucleus_circularity,nucleus_circularity_error,rank_for_t0,t0_ms,dt_ms,R_um_final,v_eff_um_per_ms
FAPI_TEMPO_28_41,7522.1074,39.4228,347.0319,12.5595,0.215107,0.056961,4,447.9339,180.3568,5.590068,0.00746,0.102527,0.012816,73,0.6886792452830188,599.311320754717,48.93220974323814,0.08164739768575947
FAPI_TEMPO_40_28,7456.8182,39.2513,355.324,12.7087,0.257811,0.053235,1,18.595,0.0,5.453842,0.007495,0.266143,0.033268,74,0.6981132075471698,599.3018867924528,48.71938990315066,0.08129357003012894
FAPI_TEMPO_41_34,7386.5702,39.066,356.6286,12.732,0.270172,0.052254,0,0.0,0.0,5.390343,0.007524,0.162766,0.020346,75,0.7075471698113207,599.2924528301887,48.48936295364768,0.08091101886008112
FAPI_TEMPO_26_3,7376.4463,39.0392,357.7772,12.7525,0.275844,0.051765,2,37.6033,3.5063,5.527265,0.007526,0.179058,0.022382,76,0.7169811320754716,599.2830188679245,48.45612223645062,0.08085682509073366
FAPI_TEMPO_43_34,7179.7521,38.5152,351.3678,12.6377,0.269205,0.052715,0,0.0,0.0,5.502468,0.007632,0.158887,0.019861,77,0.7264150943396226,599.2735849056604,47.805711727562766,0.0797727664487139
FAPI_TEMPO_38_33,7148.5537,38.4314,341.6687,12.4621,0.230484,0.056287,0,0.0,0.0,5.708003,0.007658,0.29694,0.037117,78,0.7358490566037735,599.2641509433962,47.701732826237205,0.07960051131231925
FAPI_TEMPO_22_3,7141.1157,38.4114,352.4897,12.6579,0.277757,0.052017,0,0.0,0.0,5.395791,0.007636,0.27642,0.034553,79,0.7452830188679245,599.2547169811321,47.676909774987315,0.07956034124381944
FAPI_TEMPO_2_0,7076.0331,38.236,338.4657,12.4035,0.223806,0.057044,0,0.0,0.0,5.246417,0.007657,0.193998,0.02425,80,0.7547169811320755,599.2452830188679,47.45915391885674,0.07919821025501912
FAPI_TEMPO_2_2,7034.5041,38.1236,336.9973,12.3766,0.221622,0.057329,1,17.9752,0.0,5.282823,0.007682,0.140056,0.017507,81,0.7641509433962265,599.2358490566038,47.31968088893255,0.07896670561921394
FAPI_TEMPO_14_15,7015.4959,38.0721,343.917,12.503,0.254649,0.054345,0,0.0,0.0,5.029671,0.007665,0.190515,0.023814,82,0.7735849056603774,599.2264150943396,47.255705490997066,0.07886118552293349
FAPI_TEMPO_19_52,6979.5455,37.9744,359.2645,12.779,0.32047,0.048483,0,0.0,0.0,5.632894,0.00774,0.394387,0.049298,83,0.7830188679245284,599.2169811320755,47.13447075887867,0.0786601051756402
FAPI_TEMPO_20_18,6923.1405,37.8206,340.1357,12.4341,0.248016,0.055133,0,0.0,0.0,5.790149,0.007797,0.17236,0.021545,84,0.7924528301886793,599.2075471698113,46.94362645332582,0.0783428491097131
FAPI_TEMPO_32_28,6904.7521,37.7704,341.946,12.4672,0.257934,0.054263,2,40.2893,5.99,5.744026,0.007803,0.41863,0.052329,85,0.8018867924528302,599.1981132075472,46.881242038562604,0.07823996939443653
