file_name,area_(µm²),area_error_(µm²),perimeter_(µm),perimeter_error_(µm),circularity_distortion,circularity_distortion_error,defects_count,defects_area_(µm²),defects_area_error_(µm²),entropy_hm_(bits),entropy_hm_error_(bits),nucleus_circularity,nucleus_circularity_error,rank_for_t0,t0_ms,dt_ms,R_um_final,v_eff_um_per_ms
FAPI_37_8,22889.6694,68.7697,605.57,16.5909,0.21563,0.043044,5,120.4545,9.1688,5.708334,0.004279,0.19315,0.024144,0,0.0,600.0,85.3581165531351,0.1422635275885585
FAPI_30_18,21678.5124,66.9256,600.5755,16.5224,0.244727,0.041622,3,56.1983,3.6514,5.497501,0.004382,0.793592,0.099199,1,0.017133066818960593,599.9828669331811,83.0691568193508,0.13845254822685135
FAPI_29_13,20995.2479,65.8624,592.9908,16.4177,0.2497,0.041613,0,0.0,0.0,5.542536,0.004456,0.860861,0.107608,2,0.034266133637921185,599.965733866362,81.74958696806651,0.1362570932863903
FAPI_33_4,20793.3884,65.5451,604.2386,16.5727,0.284321,0.039323,2,45.0413,8.1814,5.691802,0.004486,0.313299,0.039162,3,0.05139920045688178,599.9486007995431,81.35564574741788,0.13560435950512487
FAPI_27_18,19548.7603,63.5531,574.2465,16.1561,0.255041,0.041988,1,50.2066,0.0,5.437762,0.00461,0.344984,0.043123,4,0.06853226727584237,599.9314677327242,78.88322804073884,0.13148706524572928
FAPI_38_13,19184.0909,62.9576,593.0019,16.4179,0.31445,0.038027,5,139.2562,8.6696,5.901393,0.004684,0.413142,0.051643,5,0.08566533409480297,599.9143346659052,78.14400674983652,0.130258608995158
FAPI_28_11,18970.6612,62.6064,542.7938,15.7075,0.190862,0.046906,2,47.9339,5.2595,5.600344,0.004692,0.1906,0.023825,6,0.10279840091376356,599.8972015990862,77.70810129840552,0.129535695601291
FAPI_34_28,18901.6529,62.4924,576.2017,16.1836,0.284581,0.040257,0,0.0,0.0,5.497549,0.004695,0.173072,0.021634,7,0.11993146773272416,599.8800685322673,77.56663576103142,0.12930357221371683
FAPI_9_14,18375.4132,61.6163,539.983,15.6667,0.20807,0.04603,11,327.0661,8.576,5.486163,0.00476,0.140133,0.017517,8,0.13706453455168474,599.8629354654483,76.4792500242525,0.1274945416737748
FAPI_42_25,18268.8017,61.4373,584.9682,16.3063,0.329104,0.037471,5,111.157,4.8731,5.647012,0.004785,0.248236,0.03103,9,0.15419760137064534,599.8458023986293,76.25706649118652,0.12712778215043616
FAPI_23_4,17585.5372,60.2775,529.1953,15.5095,0.210897,0.046332,1,15.7025,0.0,5.770345,0.004884,0.426355,0.053294,10,0.17133066818960593,599.8286693318104,74.81744679292936,0.12473136183416102
FAPI_23_21,17231.8182,59.6682,577.4606,16.2013,0.350624,0.036507,2,48.3471,3.7985,5.658673,0.004923,0.300219,0.037527,11,0.18846373500856653,599.8115362649914,74.06117802183391,0.12347408068042615
FAPI_44_25,16428.9256,58.2615,549.8648,15.8094,0.317179,0.039339,0,0.0,0.0,5.657147,0.005045,0.409408,0.051176,12,0.20559680182752713,599.7944031981725,72.31520889728498,0.120566661695561
FAPI_28_4,16420.8678,58.2472,553.079,15.8556,0.325423,0.038751,0,0.0,0.0,5.684017,0.00505,0.26699,0.033374,13,0.22272986864648772,599.7772701313535,72.29747271141,0.12054053448136935
FAPI_37_14,16363.843,58.146,555.4708,15.8898,0.333542,0.038203,1,22.5207,0.0,5.644114,0.005055,0.261221,0.032653,14,0.23986293546544832,599.7601370645345,72.1718297042511,0.12033448914675929
FAPI_42_23,16359.9174,58.139,506.9548,15.1801,0.200069,0.04799,1,27.2727,0.0,5.467101,0.005045,0.241369,0.030171,15,0.2569960022844089,599.7430039977156,72.16317236354162,0.12032349169981561
FAPI_32_8,16204.7521,57.8627,510.5534,15.2338,0.218786,0.046703,5,157.6446,12.1107,5.653445,0.005082,0.185156,0.023145,16,0.2741290691033695,599.7258709308966,71.82014199782358,0.11975495051821611
FAPI_27_8,16182.438,57.8228,540.4652,15.6737,0.303825,0.040455,6,213.2231,16.806,5.698826,0.005085,0.25233,0.031541,17,0.2912621359223301,599.7087378640776,71.77067644906414,0.11967588917360542
FAPI_23_24,16057.438,57.5991,595.707,16.4553,0.431382,0.03148,4,108.0579,10.0858,5.507534,0.005093,0.18519,0.023149,18,0.3083952027412907,599.6916047972587,71.49294554138385,0.11921618540175144
FAPI_43_17,15829.3388,57.1885,499.3591,15.0659,0.202287,0.048221,0,0.0,0.0,5.686951,0.005141,0.135786,0.016973,19,0.32552826956025127,599.6744717304398,70.98334334048138,0.11836979342417159
FAPI_21_19,15767.3554,57.0764,528.7084,15.5023,0.291179,0.041646,7,135.7438,2.0294,5.595333,0.005157,0.154123,0.019265,20,0.34266133637921187,599.6573386636207,70.84423125980956,0.11814118946278719
FAPI_32_35,15287.6033,56.2014,508.6895,15.206,0.25759,0.044469,1,16.7355,0.0,5.811497,0.005241,0.216663,0.027083,21,0.35979440319817246,599.6402055968018,69.75811971696157,0.11633329297446567
FAPI_29_2,14815.4959,55.3268,501.3378,15.0957,0.259261,0.044694,0,0.0,0.0,5.456685,0.005297,0.209468,0.026183,22,0.37692747001713306,599.6230725299829,68.6725477442436,0.11452619302071598
FAPI_25_10,14807.2314,55.3113,472.9152,14.6616,0.168012,0.051681,4,96.9008,7.9671,5.546847,0.005306,0.093775,0.011722,23,0.39406053683609366,599.6059394631638,68.65339133379393,0.11449751714477735
FAPI_28_12,14609.7107,54.9412,499.4348,15.067,0.263973,0.044495,3,63.0165,1.5507,5.597487,0.005347,0.150465,0.018808,24,0.41119360365505425,599.5888063963449,68.19395391158302,0.11373453470794936
FAPI_40_25,14601.4463,54.9257,499.3134,15.0652,0.264031,0.044497,10,273.1405,8.7986,5.544657,0.005346,0.21354,0.026692,25,0.42832667047401485,599.571673329526,68.17466325455324,0.11370561066697406
FAPI_33_9,14524.7934,54.7813,524.007,15.4332,0.335269,0.039236,0,0.0,0.0,5.681184,0.005368,0.34287,0.042859,26,0.44545973729297544,599.5545402627071,67.9954802468302,0.11340999972585745
FAPI_42_15,14461.9835,54.6627,499.6632,15.0705,0.272081,0.043996,5,101.8595,7.9654,5.693269,0.005382,0.320062,0.040008,27,0.46259280411193604,599.537407195888,67.84830375091819,0.11316775723512108
FAPI_38_2,14453.5124,54.6467,519.9641,15.3736,0.328205,0.039807,2,35.9504,1.461,5.501909,0.00537,0.377287,0.047161,28,0.47972587093089664,599.5202741290691,67.82842978427267,0.11313784155641428
FAPI_28_19,14255.9917,54.272,543.0901,15.7118,0.392616,0.03522,0,0.0,0.0,5.56435,0.00541,0.482002,0.06025,29,0.49685893774985723,599.5031410622502,67.36336612331709,0.11236532640005356
FAPI_17_6,14211.9835,54.1882,482.7292,14.8129,0.233597,0.047126,1,22.7273,0.0,5.815749,0.005436,0.182566,0.022821,30,0.5139920045688178,599.4860079954312,67.25931051037404,0.11219496304054961
FAPI_39_26,13942.9752,53.6729,484.1819,14.8352,0.252608,0.04589,6,146.0744,3.6668,5.608068,0.005473,0.161176,0.020147,31,0.5311250713877784,599.4688749286122,66.61971816943851,0.11113123792685972
FAPI_37_27,13850.0,53.4936,578.3886,16.2143,0.47974,0.029239,5,98.7603,2.9058,5.714909,0.005499,0.443931,0.055491,32,0.548258138206739,599.4517418617933,66.39722828285456,0.11076325856796457
FAPI_27_3,13537.3967,52.8865,503.4666,15.1277,0.328875,0.040416,0,0.0,0.0,5.56261,0.005554,0.255328,0.031916,33,0.5653912050256996,599.4346087949743,65.64363794612409,0.10950925586042747
FAPI_11_13,13530.7851,52.8736,484.0873,14.8337,0.27442,0.044558,2,45.4545,6.7204,5.613412,0.005559,0.191065,0.023883,34,0.5825242718446602,599.4174757281553,65.62760596851246,0.10948564001873637
FAPI_41_17,13457.8512,52.7309,497.6055,15.0394,0.317009,0.041372,2,37.1901,1.461,5.672097,0.005578,0.233944,0.029243,35,0.5996573386636208,599.4003426613364,65.4504933804963,0.10919328656019153
FAPI_23_8,13344.8347,52.509,459.2488,14.4482,0.20489,0.050127,2,38.843,0.2922,5.76108,0.005604,0.138784,0.017348,36,0.6167904054825813,599.3832095945174,65.17509351353858,0.10873693568698649
FAPI_23_13,13247.5207,52.3172,544.5884,15.7334,0.438684,0.032509,0,0.0,0.0,5.56004,0.00561,0.259183,0.032398,37,0.633923472301542,599.3660765276985,64.93702184605029,0.10834283819039156
FAPI_37_4,13122.9339,52.0706,461.5995,14.4851,0.226055,0.04867,6,250.4132,17.2661,5.964249,0.005665,0.4509,0.056362,38,0.6510565391205025,599.3489434608795,64.63094921248185,0.10783526010620294
FAPI_34_15,13098.5537,52.0222,466.2396,14.5577,0.242792,0.047381,0,0.0,0.0,5.907683,0.005671,0.273618,0.034202,39,0.6681896059394632,599.3318103940605,64.57088459529783,0.10773812348262056
FAPI_33_11,13036.3636,51.8986,520.618,15.3833,0.395595,0.035799,0,0.0,0.0,5.498058,0.005649,0.42972,0.053715,40,0.6853226727584237,599.3146773272416,64.4174154539478,0.10748512908315475
FAPI_42_13,12582.438,50.987,452.6189,14.3435,0.228192,0.049017,1,226.8595,0.0,5.452199,0.00575,0.217796,0.027224,41,0.7024557395773844,599.2975442604226,63.28597323020799,0.10560025455853912
FAPI_38_9,12451.4463,50.7209,474.8704,14.6918,0.306128,0.043028,1,21.4876,0.0,5.738068,0.005802,0.373444,0.04668,42,0.7195888063963449,599.2804111936036,62.95568643559199,0.10505213462626183
FAPI_46_2,12228.0992,50.264,431.7255,14.0085,0.175571,0.053609,4,72.1074,1.2999,5.849821,0.005867,0.246944,0.030868,43,0.7367218732153056,599.2632781267847,62.38849945780153,0.10410866431332064
FAPI_39_15,12148.7603,50.1006,445.7762,14.2347,0.23174,0.049167,0,0.0,0.0,5.682822,0.005865,0.492429,0.061554,44,0.7538549400342661,599.2461450599658,62.1857741639288,0.10377334034865747
FAPI_31_7,12147.5207,50.0981,446.7499,14.2502,0.235164,0.048895,12,438.2231,17.5032,5.458068,0.005856,0.204405,0.025551,45,0.7709880068532268,599.2290119931467,62.18260151708226,0.10377101287244321
FAPI_28_9,12099.5868,49.9991,460.5534,14.4687,0.283163,0.045137,0,0.0,0.0,5.460497,0.005864,0.178028,0.022253,46,0.7881210736721873,599.2118789263278,62.059794530588775,0.10356903244606559
FAPI_13_13,12036.9835,49.8696,439.7089,14.1375,0.217657,0.050412,3,93.3884,17.7016,5.677846,0.005898,0.159581,0.019948,47,0.805254140491148,599.1947458595089,61.899037535984085,0.10330370545421527
FAPI_50_26,12023.3471,49.8414,426.8602,13.9294,0.170791,0.054227,0,0.0,0.0,5.463535,0.005882,0.172847,0.021606,48,0.8223872073101085,599.1776127926898,61.86396565812129,0.10324812599352852
FAPI_13_8,11980.7851,49.7531,459.5607,14.4531,0.287132,0.044937,0,0.0,0.0,5.853592,0.005921,0.314431,0.039304,49,0.8395202741290692,599.1604797258709,61.754371032125775,0.10306816474340857
FAPI_29_5,11899.7934,49.5846,452.7292,14.3452,0.270421,0.046335,2,53.9256,1.8993,5.654174,0.00593,0.42521,0.053151,50,0.8566533409480297,599.143346659052,61.54528318859719,0.10272213407991009
FAPI_31_25,11875.6198,49.5342,475.5021,14.7016,0.339974,0.040906,9,225.4132,7.1735,5.450636,0.005924,0.211368,0.026421,51,0.8737864077669902,599.1262135922331,61.48273893459831,0.10262067914865704
FAPI_13_35,11851.6529,49.4842,444.593,14.2158,0.246534,0.048286,0,0.0,0.0,5.641474,0.005939,0.203518,0.02544,52,0.8909194745859509,599.109080525414,61.42066660081761,0.1025200061180047
FAPI_34_17,11784.7107,49.3443,432.2045,14.0163,0.207224,0.051526,0,0.0,0.0,5.772851,0.005969,0.345573,0.043197,53,0.9080525414049114,599.0919474585951,61.24695846836723,0.1022329856513389
FAPI_35_4,11669.6281,49.1028,467.4874,14.5772,0.328993,0.041942,1,19.6281,0.0,5.566226,0.005985,0.56381,0.070476,54,0.9251856082238721,599.0748143917762,60.947173784501,0.10173549666977563
FAPI_10_10,11654.7521,49.0714,458.187,14.4315,0.302366,0.044045,1,20.4545,0.0,5.591116,0.005982,0.195641,0.024455,55,0.9423186750428326,599.0576813249571,60.90831482196249,0.10167353949497719
FAPI_45_6,11586.9835,48.9286,434.9964,14.0615,0.230499,0.049855,8,173.3471,8.7897,5.668924,0.006015,0.232003,0.029,56,0.9594517418617933,599.0405482581382,60.73097561457794,0.10138040870717117
FAPI_49_6,11371.281,48.471,414.3424,13.7236,0.167661,0.055251,3,83.2645,6.0743,5.607431,0.006058,0.114973,0.014372,57,0.9765848086807538,599.0234151913193,60.163038161930466,0.10043520275866892
FAPI_49_31,11362.3967,48.4521,428.0734,13.9492,0.22081,0.05089,1,19.0083,0.0,5.614366,0.006064,0.358463,0.044808,58,0.9937178754997145,599.0062821245003,60.139531095212895,0.10039883201544321
FAPI_26_6,11354.1322,48.4344,444.4827,14.214,0.277806,0.046292,0,0.0,0.0,5.399622,0.006055,0.278263,0.034783,59,1.0108509423186751,598.9891490576813,60.11765571192637,0.1003651832533233
FAPI_28_28,11333.6777,48.3908,466.3845,14.56,0.345224,0.040978,5,149.5868,11.1507,5.818395,0.006089,0.601615,0.075202,60,1.0279840091376355,598.9720159908624,60.0634802415808,0.10027760669623187
FAPI_17_30,11331.1983,48.3855,464.3346,14.5279,0.339575,0.041422,0,0.0,0.0,5.78024,0.00608,0.258225,0.032278,61,1.0451170759565962,598.9548829240434,60.0569100204045,0.100269505654937
FAPI_44_27,11294.0083,48.306,464.1976,14.5258,0.341354,0.041317,0,0.0,0.0,5.584083,0.006082,0.433828,0.054228,62,1.0622501427755568,598.9377498572244,59.95827296155041,0.10010768727775692
FAPI_27_21,11272.5207,48.2601,460.0776,14.4612,0.33078,0.042167,0,0.0,0.0,5.861244,0.006104,0.467508,0.058439,63,1.0793832095945175,598.9206167904055,59.901208510525265,0.10001527219338972
FAPI_46_8,11253.719,48.2198,436.9059,14.0923,0.25915,0.047897,3,64.2562,4.9601,5.545826,0.006089,0.13407,0.016759,64,1.096516276413478,598.9034837235865,59.851232351843535,0.09993468727169205
FAPI_43_20,11189.6694,48.0824,475.2972,14.6984,0.377561,0.03859,1,18.3884,0.0,5.442293,0.006093,0.342353,0.042794,65,1.1136493432324386,598.8863506567676,59.68067018011984,0.09965274732788808
FAPI_22_22,11162.6033,48.0242,483.7942,14.8292,0.400687,0.036831,5,156.405,11.9474,5.843636,0.006134,0.412376,0.051547,66,1.1307824100513992,598.8692175899486,59.6084472699785,0.09953499949431859
FAPI_33_21,11147.314,47.9913,452.1699,14.3364,0.314864,0.043546,0,0.0,0.0,5.56622,0.006119,0.295365,0.036921,67,1.1479154768703599,598.8520845231296,59.56761075110346,0.09946965584754972
FAPI_39_10,11092.1488,47.8724,461.0102,14.4758,0.34415,0.041285,2,64.4628,8.4736,5.731277,0.006145,0.26729,0.033411,68,1.1650485436893203,598.8349514563107,59.42003552726699,0.09922606451537776
FAPI_42_9,11039.6694,47.759,413.2239,13.7051,0.187553,0.054006,1,21.0744,0.0,5.596837,0.006151,0.327865,0.040983,69,1.182181610508281,598.8178183894917,59.27930423192125,0.09899388831039085
FAPI_10_9,11009.9174,47.6946,419.6632,13.8114,0.214417,0.05182,1,19.4215,0.0,5.723851,0.00617,0.139404,0.017425,70,1.1993146773272416,598.8006853226727,59.19937123388167,0.09886323226564311
FAPI_41_16,10977.4793,47.6243,434.5395,14.0541,0.269443,0.047362,0,0.0,0.0,5.436091,0.00616,0.308689,0.038586,71,1.2164477441462023,598.7835522558538,59.11209847880482,0.0987203109639639
FAPI_20_8,10947.1074,47.5584,406.0236,13.5851,0.165538,0.055958,1,34.5041,0.0,5.209944,0.006151,0.117954,0.014744,72,1.2335808109651627,598.7664191890349,59.03026774914487,0.098586470211698
FAPI_43_8,10895.2479,47.4456,429.0706,13.9654,0.256314,0.048519,0,0.0,0.0,5.617871,0.006193,0.257029,0.032129,73,1.2507138777841234,598.7492861222158,58.890280343985324,0.09835549153701158
FAPI_24_9,10853.3058,47.3542,501.7476,15.1019,0.458247,0.032698,0,0.0,0.0,5.520339,0.006197,0.392987,0.049123,74,1.267846944603084,598.7321530553969,58.77681969889044,0.09816880452961442
FAPI_19_10,10820.4545,47.2825,403.5169,13.5431,0.164913,0.056174,1,33.0579,0.0,5.55012,0.006208,0.116831,0.014604,75,1.2849800114220447,598.715019988578,58.687798053359316,0.09802292592305256
FAPI_44_4,10813.2231,47.2667,419.4537,13.808,0.227681,0.05096,1,24.7934,0.0,5.678165,0.006223,0.146842,0.018355,76,1.302113078241005,598.697886921759,58.6681840032648,0.09799296988487928
FAPI_46_4,10797.7273,47.2328,411.3522,13.674,0.19811,0.053427,5,104.3388,4.1708,5.581375,0.006221,0.191509,0.023939,77,1.3192461450599657,598.68075385494,58.62613195416025,0.0979255330602549
FAPI_49_24,10745.4545,47.1183,430.276,13.985,0.270643,0.047519,4,117.1488,6.4842,5.52318,0.00623,0.288879,0.03611,78,1.3363792118789264,598.6636207881211,58.48405251765733,0.09769100791637379
FAPI_44_18,10739.6694,47.1056,451.2608,14.322,0.337256,0.042168,0,0.0,0.0,5.785886,0.006249,0.673155,0.084144,79,1.3535122786978868,598.6464877213022,58.46830717889428,0.09766750223733711
FAPI_21_12,10688.843,46.994,428.2451,13.9519,0.267587,0.047832,5,121.281,9.9749,5.467221,0.006257,0.194238,0.02428,80,1.3706453455168475,598.6293546544831,58.329789977046964,0.09743890693551731
FAPI_41_37,10652.2727,46.9136,476.9816,14.7245,0.411632,0.036418,5,117.1488,4.8994,5.505306,0.006258,0.314672,0.039334,81,1.3877784123358081,598.6122215876642,58.22992109504958,0.09727486174707521
FAPI_12_0,10599.1736,46.7965,432.3383,14.0185,0.287419,0.046318,0,0.0,0.0,5.558942,0.006285,0.245069,0.030634,82,1.4049114791547688,598.5950885208453,58.08460847985668,0.097034889850811
FAPI_13_36,10537.1901,46.6595,447.2368,14.258,0.337997,0.042311,1,19.8347,0.0,5.795089,0.006312,0.324753,0.040594,83,1.4220445459737292,598.5779554540263,57.9145213347047,0.09675351523892332
FAPI_45_20,10525.0,46.6325,435.8898,14.0759,0.303889,0.045064,2,41.9421,3.6524,5.67318,0.006305,0.388548,0.048568,84,1.4391776127926899,598.5608223872073,57.8810120167607,0.09670030154315319
FAPI_42_39,10510.124,46.5995,434.749,14.0575,0.30122,0.045296,5,154.7521,12.0557,5.735554,0.006314,0.579321,0.072415,85,1.4563106796116505,598.5436893203884,57.84009313804333,0.09663470548610645
FAPI_29_26,10446.281,46.4577,511.6484,15.2502,0.498549,0.029975,1,2.0661,0.0,5.614713,0.006327,0.732437,0.091555,86,1.4734437464306112,598.5265562535694,57.66415278276353,0.09634351588960033
FAPI_31_9,10383.2645,46.3174,411.2151,13.6717,0.228376,0.051424,7,204.3388,13.0519,5.439099,0.006334,0.216765,0.027096,87,1.4905768132495716,598.5094231867504,57.48996209088325,0.09605523298994893
FAPI_32_23,10358.2645,46.2616,469.1731,14.6034,0.408669,0.036906,0,0.0,0.0,5.607443,0.006352,0.384536,0.048067,88,1.5077098800685322,598.4922901199315,57.42071049766451,0.09594227268350944
FAPI_22_12,10316.9421,46.1692,411.8658,13.6825,0.235725,0.050895,0,0.0,0.0,5.752483,0.006378,0.303212,0.037902,89,1.524842946887493,598.4751570531125,57.30606133399641,0.09575345051275153
FAPI_36_7,10315.0826,46.1651,406.9405,13.6005,0.217254,0.052438,17,878.0992,41.8525,5.530062,0.006374,0.199306,0.024913,90,1.5419760137064535,598.4580239862936,57.30089675024641,0.09574756199034398
FAPI_43_7,10232.6446,45.9802,406.0157,13.585,0.219969,0.052316,0,0.0,0.0,5.699085,0.006394,0.286962,0.03587,91,1.559109080525414,598.4408909194746,57.071463429503716,0.09536691809581438
FAPI_22_43,10206.8182,45.9222,403.156,13.5371,0.21086,0.053114,1,20.2479,0.0,5.804777,0.006417,0.516616,0.064577,92,1.5762421473443746,598.4237578526556,56.999395957682246,0.09524921965367004
FAPI_1_4,10185.124,45.8734,401.0716,13.502,0.204331,0.053692,1,54.3388,0.0,5.28035,0.00638,0.232682,0.029085,93,1.5933752141633353,598.4066247858367,56.93878872269584,0.09515066572512232
FAPI_36_8,10149.5868,45.7933,404.27,13.5558,0.219604,0.052454,15,1307.2314,137.1428,5.506825,0.006415,0.154515,0.019314,94,1.610508280982296,598.3894917190177,56.839368567221996,0.09498724385005032
FAPI_44_23,10078.5124,45.6326,405.3886,13.5745,0.229339,0.051729,0,0.0,0.0,5.624175,0.006438,0.171916,0.021489,95,1.6276413478012564,598.3723586521987,56.64000472233317,0.09465678670370353
FAPI_50_15,10025.0,45.5113,416.5672,13.7604,0.274021,0.048075,2,41.1157,3.6524,5.507538,0.006449,0.150873,0.018859,96,1.644774414620217,598.3552255853798,56.48943803041858,0.0944078627794286
FAPI_43_27,10009.9174,45.4771,454.3111,14.3703,0.390556,0.038654,0,0.0,0.0,5.75051,0.00647,0.628966,0.078621,97,1.6619074814391777,598.3380925185609,56.4469278907466,0.09433951907214662
FAPI_44_37,9983.2645,45.4165,442.3259,14.1795,0.358794,0.041213,5,236.7769,58.8142,5.979489,0.006499,0.336143,0.042018,98,1.6790405482581383,598.3209594517418,56.37172861229002,0.09421653666277212
FAPI_5_9,9970.4545,45.3873,400.8999,13.4992,0.220434,0.052619,1,45.8678,0.0,5.346834,0.006466,0.108974,0.013622,99,1.6961736150770987,598.3038263849229,56.335550384243724,0.09415876666648604
FAPI_33_2,9962.3967,45.369,407.6055,13.6116,0.246482,0.050443,2,34.5041,3.068,5.806346,0.006493,0.47567,0.059459,100,1.7133066818960594,598.286693318104,56.31278149492149,0.09412340625964827
FAPI_0_7,9924.1736,45.2819,392.3069,13.3537,0.189688,0.055288,2,41.1157,5.6978,5.547065,0.00649,0.404977,0.050622,101,1.73043974871502,598.2695602512849,56.20464899885222,0.09394535963896469
FAPI_43_13,9916.1157,45.2635,409.4961,13.6431,0.256892,0.049632,0,0.0,0.0,5.703203,0.006495,0.18864,0.02358,102,1.7475728155339805,598.252427184466,56.1818267756781,0.09390990194571315
FAPI_48_22,9907.2314,45.2432,433.7218,14.0409,0.33818,0.042957,0,0.0,0.0,5.442052,0.006484,0.264029,0.033004,103,1.7647058823529411,598.2352941176471,56.15665320628071,0.0938705117509117
FAPI_23_2,9859.0909,45.1332,407.4574,13.6091,0.253753,0.049966,3,68.595,7.7647,5.63957,0.006511,0.308287,0.038536,104,1.7818389491719018,598.2181610508281,56.02005089478808,0.09364485156449184
FAPI_0_2,9850.4132,45.1133,383.4634,13.2023,0.158185,0.058094,1,23.3471,0.0,5.471442,0.006518,0.410089,0.051261,105,1.7989720159908624,598.2010279840091,55.99539181535664,0.09360631158402738
FAPI_21_13,9761.3636,44.9089,437.9331,14.1089,0.360405,0.041317,0,0.0,0.0,5.123637,0.006497,0.16529,0.020661,106,1.8161050828098229,598.1838949171902,55.741712716013645,0.09318491050938486
FAPI_0_12,9756.6116,44.898,388.0813,13.2816,0.185927,0.055847,0,0.0,0.0,5.539915,0.006556,0.475171,0.059396,107,1.8332381496287835,598.1667618503712,55.72814305120396,0.09316489414893986
FAPI_21_0,9727.0661,44.8299,411.497,13.6764,0.278131,0.048099,1,15.9091,0.0,5.325083,0.006537,0.275889,0.034486,108,1.8503712164477442,598.1496287835522,55.64369958219177,0.09302638822221376
FAPI_0_23,9707.0248,44.7837,410.2382,13.6555,0.27519,0.048369,0,0.0,0.0,5.264738,0.006537,0.388584,0.048573,109,1.8675042832667048,598.1324957167333,55.58634687826889,0.092933166608279
FAPI_13_9,9692.3554,44.7499,414.9585,13.7338,0.292657,0.046935,1,31.405,0.0,5.76773,0.00658,0.273165,0.034146,110,1.8846373500856652,598.1153626499143,55.54432954160892,0.0928655791343046
FAPI_30_5,9667.1488,44.6917,396.2898,13.4213,0.226461,0.052517,0,0.0,0.0,5.673401,0.006585,0.190764,0.023845,111,1.901770416904626,598.0982295830954,55.47205633695013,0.09274740100069674
FAPI_33_13,9594.4215,44.5232,413.9313,13.7168,0.296325,0.046751,1,22.7273,0.0,5.707022,0.006602,0.81539,0.101924,112,1.9189034837235865,598.0810965162764,55.26300042220215,0.09240051348236886
FAPI_34_25,9576.8595,44.4825,408.8533,13.6324,0.280057,0.048126,0,0.0,0.0,5.500276,0.006599,0.177882,0.022235,113,1.9360365505425472,598.0639634494574,55.21239948999821,0.09231855263699437
FAPI_23_5,9550.4132,44.421,393.9691,13.382,0.226772,0.052651,0,0.0,0.0,5.669843,0.006619,0.205779,0.025722,114,1.9531696173615076,598.0468303826385,55.13611283632691,0.0921936377474822
FAPI_50_18,9537.8099,44.3917,409.6978,13.6465,0.285946,0.047684,3,56.1983,0.8602,5.591201,0.006615,0.184372,0.023046,115,1.9703026841804683,598.0296973158195,55.09972035965003,0.09213542505825069
FAPI_22_16,9528.3058,44.3696,387.4874,13.2714,0.202537,0.054752,4,102.0661,7.2569,5.832175,0.006645,0.56336,0.07042,116,1.987435750999429,598.0125642490005,55.072261027874575,0.09209214708897584
FAPI_41_12,9500.0,44.3036,404.9317,13.5669,0.271936,0.048904,1,17.1488,0.0,5.465675,0.006625,0.31106,0.038883,117,2.0045688178183894,597.9954311821816,54.990398423233955,0.09195789057204505
FAPI_50_10,9497.314,44.2973,435.1634,14.0642,0.36976,0.040844,0,0.0,0.0,5.578718,0.006631,0.310826,0.038853,118,2.0217018846373502,597.9782981153627,54.98262396786572,0.09194752408432455
FAPI_31_5,9484.0909,44.2665,395.1223,13.4015,0.236617,0.051906,8,239.6694,13.8955,5.401334,0.006629,0.360486,0.045061,119,2.0388349514563107,597.9611650485436,54.94433451171945,0.09188612525908595
FAPI_34_19,9467.9752,44.2289,412.6802,13.6961,0.301382,0.046486,0,0.0,0.0,5.822719,0.006661,0.359358,0.04492,120,2.055968018275271,597.9440319817247,54.8976329936269,0.0918106546053875
FAPI_33_24,9458.2645,44.2062,469.7356,14.6122,0.461341,0.033607,0,0.0,0.0,5.644198,0.006651,0.339465,0.042433,121,2.073101085094232,597.9268989149058,54.86947326602642,0.09176618975597414
FAPI_11_22,9454.7521,44.198,384.3157,13.217,0.195578,0.055457,1,33.6777,0.0,5.485917,0.006647,0.10778,0.013472,122,2.0902341519131924,597.9097658480869,54.85928421741352,0.09175177819616316
FAPI_28_10,9452.0661,44.1917,385.3886,13.2354,0.200278,0.055057,0,0.0,0.0,5.807088,0.006662,0.367063,0.045883,123,2.1073672187321533,597.8926327812678,54.85149117838699,0.09174137323490618
FAPI_29_9,9435.7438,44.1535,420.4855,13.825,0.329368,0.04421,1,28.3058,0.0,5.531999,0.006651,0.303754,0.037969,124,2.1245002855511137,597.8754997144489,54.80411056697672,0.0916647539381555
FAPI_20_10,9393.8017,44.0553,377.7772,13.1041,0.172858,0.057514,2,45.2479,7.1587,5.188728,0.006643,0.127896,0.015987,125,2.141633352370074,597.85836664763,54.682172140105216,0.09146342209229998
FAPI_45_2,9363.6364,43.9845,378.0734,13.1092,0.176806,0.057217,3,50.2066,0.5466,5.717348,0.006693,0.207601,0.02595,126,2.158766419189035,597.8412335808109,54.594304068743284,0.09131906767578905
FAPI_24_8,9327.4793,43.8995,388.8155,13.2941,0.224669,0.053145,6,169.8347,8.9088,5.54163,0.006686,0.289863,0.036233,127,2.1758994860079954,597.824100513992,54.48879586084339,0.09114519774963152
FAPI_32_12,9282.438,43.7934,378.6216,13.1187,0.186306,0.056517,1,36.7769,0.0,5.590556,0.006708,0.141139,0.017642,128,2.193032552826956,597.8069674471731,54.35707666245577,0.09092747261641641
FAPI_32_39,9234.0909,43.6792,449.378,14.2921,0.42538,0.036651,6,186.9835,12.052,5.636839,0.006726,0.551002,0.068875,129,2.2101656196459167,597.7898343803541,54.21533384006574,0.09069296719684647
