label,file_name,json_file,grain_index,area_px,circularity_C,defect_frac_phi,rank,t0_ms,dt_ms_for_v,R_um_final,v_unpen_um_per_ms,penalty_factor,v_eff_um_per_ms,v_unpen_um_per_s,v_eff_um_per_s
FAPI,FAPI_45_82,FAPI_45.json,82,565.0,0.5463218988237097,0.0,1641,28.115362649914335,571.8846373500857,6.095354526059072,0.010658363816700557,0.40358982462565196,0.004301607183578572,10.658363816700557,4.3016071835785725
FAPI,FAPI_42_99,FAPI_42.json,99,565.0,0.3622448671996394,0.0,1642,28.132495716733295,571.8675042832667,6.095354526059072,0.010658683139722208,0.27928842058221903,0.002976846779579343,10.658683139722209,2.976846779579343
FAPI,FAPI_1_91,FAPI_1.json,91,564.0,0.630779016242308,0.0,1643,28.149628783552256,571.8503712164478,6.08995801811659,0.010649565558840068,0.47785785388986074,0.00508897854280669,10.649565558840068,5.08897854280669
FAPI,FAPI_34_71,FAPI_34.json,71,564.0,0.5267117290798583,0.0,1644,28.166761850371216,571.8332381496288,6.08995801811659,0.010649884637386295,0.38806728407048596,0.004132871806894492,10.649884637386295,4.132871806894492
FAPI,FAPI_19_136,FAPI_19.json,136,563.0,0.6179462534618058,0.0,1645,28.183894917190177,571.8161050828098,6.084556723911469,0.010640757876223702,0.46574943011985026,0.004955926916894497,10.640757876223702,4.955926916894497
FAPI,FAPI_47_64,FAPI_47.json,64,563.0,0.5168285963828048,0.0,1646,28.201027984009137,571.7989720159909,6.084556723911469,0.010641076709982801,0.38047195607021467,0.0040486312705403605,10.641076709982801,4.04863127054036
FAPI,FAPI_9_102,FAPI_9.json,102,562.0,0.5944196856552356,0.0,1647,28.218161050828098,571.7818389491719,6.079150630686,0.01063194074484482,0.4443420506976512,0.004724218353460261,10.63194074484482,4.724218353460261
FAPI,FAPI_37_60,FAPI_37.json,60,562.0,0.46680549178860825,0.0,1648,28.235294117647058,571.7647058823529,6.079150630686,0.010632259333504321,0.3442493545148455,0.003660148412593304,10.63225933350432,3.660148412593304
FAPI,FAPI_26_135,FAPI_26.json,135,561.0,0.514992615578603,0.0,1649,28.25242718446602,571.747572815534,6.073739725625695,0.010623114140591724,0.37907743952694556,0.004026982908217999,10.623114140591724,4.026982908217999
FAPI,FAPI_24_160,FAPI_24.json,160,560.0,0.5711523045240757,0.0,1650,28.26956025128498,571.7304397487151,6.068323995858941,0.010613959960792133,0.42413843009932534,0.004501788314907472,10.613959960792133,4.501788314907472
FAPI,FAPI_14_75,FAPI_14.json,75,560.0,0.5711523045240757,0.0,1651,28.28669331810394,571.713306681896,6.068323995858941,0.010614278039247011,0.42413843009932534,0.004501923224203973,10.614278039247012,4.501923224203972
FAPI,FAPI_3_170,FAPI_3.json,170,560.0,0.6506256974890103,0.023214285714285715,1652,28.3038263849229,571.6961736150771,6.068323995858941,0.010614596136766767,0.4637584416696915,0.004922608563340083,10.614596136766767,4.922608563340083
FAPI,FAPI_15_86,FAPI_15.json,86,560.0,0.614653467031281,0.0,1653,28.32095945174186,571.6790405482582,6.068323995858941,0.010614914253353118,0.462692280901247,0.004911438887455111,10.614914253353117,4.911438887455111
FAPI,FAPI_17_96,FAPI_17.json,96,559.0,0.6022463283116236,0.0,1654,28.338092518560824,571.6619074814391,6.062903428456629,0.010605750267964953,0.4513521862820568,0.004786928570607491,10.605750267964954,4.7869285706074916
FAPI,FAPI_33_42,FAPI_33.json,42,559.0,0.6751827348545538,0.0,1655,28.355225585379785,571.6447744146202,6.062903428456629,0.010606068138495985,0.5222366035477709,0.005538877001644372,10.606068138495985,5.538877001644372
FAPI,FAPI_1_92,FAPI_1.json,92,559.0,0.6251870036869684,0.0,1656,28.372358652198745,571.6276413478013,6.062903428456629,0.010606386028081722,0.47254325435673483,0.005011976170673539,10.606386028081722,5.011976170673539
FAPI,FAPI_45_81,FAPI_45.json,81,559.0,0.5405202503406261,0.0,1657,28.389491719017705,571.6105082809823,6.062903428456629,0.010606703936723872,0.39893391621975494,0.004231373939660746,10.606703936723873,4.231373939660746
FAPI,FAPI_3_128,FAPI_3.json,128,559.0,0.6494638658863515,0.0,1658,28.406624785836666,571.5933752141633,6.062903428456629,0.010607021864424153,0.4960531165227516,0.005261646252872568,10.607021864424153,5.261646252872568
FAPI,FAPI_22_89,FAPI_22.json,89,559.0,0.6494638658863515,0.2110912343470483,1659,28.423757852655626,571.5762421473444,6.062903428456629,0.010607339811184275,0.26333034475941974,0.0027932344494594735,10.607339811184275,2.7932344494594736
FAPI,FAPI_35_117,FAPI_35.json,117,559.0,0.6022463283116236,0.0,1660,28.440890919474587,571.5591090805254,6.062903428456629,0.010607657777005952,0.4513521862820568,0.004787789528983499,10.607657777005953,4.787789528983499
FAPI,FAPI_3_119,FAPI_3.json,119,559.0,0.6251870036869684,0.0,1661,28.458023986293547,571.5419760137064,6.062903428456629,0.010607975761890901,0.47254325435673483,0.0050127273886612905,10.607975761890902,5.012727388661291
FAPI,FAPI_50_86,FAPI_50.json,86,558.0,0.4213709995079874,0.0,1662,28.475157053112508,571.5248429468875,6.057478010431805,0.010598800883612218,0.31434693924208934,0.003331700617399853,10.598800883612219,3.331700617399853
FAPI,FAPI_39_130,FAPI_39.json,130,558.0,0.673974894541755,0.0,1663,28.492290119931468,571.5077098800685,6.057478010431805,0.01059911862204444,0.5209765692355858,0.005521892456633722,10.59911862204444,5.521892456633722
FAPI,FAPI_0_89,FAPI_0.json,89,558.0,0.6240686011759005,0.0,1664,28.50942318675043,571.4905768132496,6.057478010431805,0.010599436379528012,0.4714874484883568,0.004997501213998328,10.599436379528012,4.997501213998328
FAPI,FAPI_27_89,FAPI_27.json,89,558.0,0.5901889405616041,0.0,1665,28.52655625356939,571.4734437464306,6.057478010431805,0.01059975415606465,0.44059811676379207,0.004670231719321263,10.59975415606465,4.670231719321262
