frame_id,time_ms,annotation_id,class,area_px,cx,cy,bbox_x,bbox_y,bbox_w,bbox_h,R_px
frame_00133_t266.00ms,0.0,109,,58856,4586.0,1057.0,4468.0,896.0,236.0,322.0,136.87383483059568
frame_00133_t266.00ms,0.0,110,,58112,977.0,2662.0,840.0,2530.0,274.0,264.0,136.0059708465494
frame_00133_t266.00ms,0.0,111,,57512,4393.0,1310.0,4256.0,1170.0,274.0,280.0,135.30202575793967
frame_00133_t266.00ms,0.0,112,,56056,4083.0,196.0,3938.0,62.0,290.0,268.0,133.57836269365848
frame_00133_t266.00ms,0.0,113,,55084,1494.0,1791.0,1316.0,1658.0,356.0,266.0,132.415187084216
frame_00133_t266.00ms,0.0,115,,53272,845.0,543.0,716.0,406.0,258.0,274.0,130.2190625706655
frame_00133_t266.00ms,0.0,116,,53220,2178.0,3321.0,2010.0,3218.0,336.0,206.0,130.15549217263688
frame_00133_t266.00ms,0.0,117,,52076,1495.0,420.0,1354.0,292.0,282.0,256.0,128.74900245402713
frame_00133_t266.00ms,0.0,118,,51408,1089.0,3338.0,888.0,3252.0,402.0,172.0,127.92057938008377
frame_00133_t266.00ms,0.0,119,,51084,4388.0,3073.0,4256.0,2936.0,264.0,274.0,127.51683114715784
frame_00133_t266.00ms,0.0,120,,49836,4169.0,3292.0,4028.0,3172.0,282.0,240.0,125.94955929996497
frame_00133_t266.00ms,0.0,121,,48320,2432.0,1745.0,2300.0,1614.0,264.0,262.0,124.01908603275855
frame_00133_t266.00ms,0.0,122,,47308,90.0,3081.0,0.0,2920.0,180.0,322.0,122.71350412885604
frame_00133_t266.00ms,0.0,124,,46260,202.0,1657.0,90.0,1520.0,224.0,274.0,121.34667418129825
frame_00133_t266.00ms,0.0,125,,44288,346.0,99.0,184.0,0.0,324.0,198.0,118.73208597219086
frame_00133_t266.00ms,0.0,129,,39696,2968.0,1206.0,2832.0,1112.0,272.0,188.0,112.4083148256914
frame_00133_t266.00ms,0.0,130,,39180,1981.0,2781.0,1848.0,2664.0,266.0,234.0,111.6753389996239
frame_00133_t266.00ms,0.0,131,,38368,4538.0,3341.0,4384.0,3258.0,308.0,166.0,110.51205234317061
frame_00133_t266.00ms,0.0,132,,38236,4032.0,999.0,3912.0,890.0,240.0,218.0,110.32178754952903
frame_00133_t266.00ms,0.0,133,,37916,1561.0,3219.0,1474.0,3016.0,174.0,406.0,109.8591718726507
frame_00133_t266.00ms,0.0,135,,36652,3144.0,1079.0,3026.0,944.0,236.0,270.0,108.0124712633143
frame_00133_t266.00ms,0.0,137,,34820,3769.0,99.0,3656.0,0.0,226.0,198.0,105.27844146319602
frame_00133_t266.00ms,0.0,138,,34600,3118.0,2948.0,3024.0,2810.0,188.0,276.0,104.94532891920039
frame_00133_t266.00ms,0.0,139,,33532,77.0,1326.0,0.0,1190.0,154.0,272.0,103.31295709403962
frame_00133_t266.00ms,0.0,141,,32840,939.0,1207.0,816.0,1108.0,246.0,198.0,102.24136473206765
frame_00133_t266.00ms,0.0,142,,32280,3670.0,837.0,3556.0,730.0,228.0,214.0,101.36588738827655
frame_00133_t266.00ms,0.0,143,,32168,3945.0,796.0,3834.0,690.0,222.0,212.0,101.1898829861967
frame_00133_t266.00ms,0.0,144,,31268,4627.0,1428.0,4550.0,1274.0,154.0,308.0,99.76428980950432
frame_00133_t266.00ms,0.0,145,,30948,154.0,3357.0,0.0,3290.0,308.0,134.0,99.25247784119021
frame_00133_t266.00ms,0.0,146,,30004,3623.0,485.0,3524.0,368.0,198.0,234.0,97.7270168636005
frame_00133_t266.00ms,0.0,147,,29948,689.0,3362.0,494.0,3300.0,390.0,124.0,97.63577454720253
frame_00133_t266.00ms,0.0,148,,29192,1901.0,1075.0,1794.0,974.0,214.0,202.0,96.39555071411344
frame_00133_t266.00ms,0.0,149,,25964,3016.0,1407.0,2910.0,1328.0,212.0,158.0,90.9098338183276
frame_00133_t266.00ms,0.0,150,,24464,2592.0,1598.0,2494.0,1498.0,196.0,200.0,88.24473386894118
frame_00133_t266.00ms,0.0,151,,21332,4580.0,3000.0,4500.0,2904.0,160.0,192.0,82.40258789669547
frame_00133_t266.00ms,0.0,152,,16760,3493.0,1867.0,3388.0,1812.0,210.0,110.0,73.0402196905262
frame_00133_t266.00ms,0.0,153,,14180,1021.0,47.0,916.0,0.0,210.0,94.0,67.18358568940893
frame_00134_t268.00ms,0.0,1,,213892,2646.0,555.0,2324.0,234.0,644.0,642.0,260.9289906768187
frame_00134_t268.00ms,0.0,2,,175260,643.0,477.0,316.0,258.0,654.0,438.0,236.19269813559256
frame_00134_t268.00ms,0.0,3,,167800,1382.0,2075.0,1086.0,1866.0,592.0,418.0,231.1112262561905
frame_00134_t268.00ms,0.0,4,,154860,3838.0,448.0,3542.0,240.0,592.0,416.0,222.02132549469619
frame_00134_t268.00ms,0.0,5,,128312,1175.0,248.0,954.0,32.0,442.0,432.0,202.09645745538083
frame_00134_t268.00ms,0.0,6,,119000,3678.0,986.0,3498.0,732.0,360.0,508.0,194.6249635988947
frame_00134_t268.00ms,0.0,7,,116720,3249.0,992.0,3028.0,774.0,442.0,436.0,192.75147188898987
frame_00134_t268.00ms,0.0,9,,115012,806.0,877.0,566.0,708.0,480.0,338.0,191.33597839865385
frame_00134_t268.00ms,0.0,10,,112180,4061.0,1138.0,3892.0,890.0,338.0,496.0,188.96561335887975
frame_00134_t268.00ms,0.0,11,,107492,295.0,2447.0,86.0,2272.0,418.0,350.0,184.9750423318455
frame_00134_t268.00ms,0.0,12,,104628,2766.0,144.0,2528.0,8.0,476.0,272.0,182.4941828432831
frame_00134_t268.00ms,0.0,13,,103208,199.0,2051.0,10.0,1868.0,378.0,366.0,181.25155649885235
frame_00134_t268.00ms,0.0,14,,101844,215.0,699.0,18.0,528.0,394.0,342.0,180.04985989581326
frame_00134_t268.00ms,0.0,15,,101388,4362.0,2696.0,4180.0,2514.0,364.0,364.0,179.64632682134686
frame_00134_t268.00ms,0.0,16,,101012,1706.0,1555.0,1518.0,1384.0,376.0,342.0,179.31290590249512
frame_00134_t268.00ms,0.0,17,,96020,2696.0,1506.0,2496.0,1318.0,400.0,376.0,174.82595708694856
frame_00134_t268.00ms,0.0,18,,92188,1286.0,1060.0,1112.0,882.0,348.0,356.0,171.3019316514303
frame_00134_t268.00ms,0.0,19,,91668,1793.0,3256.0,1614.0,3094.0,358.0,324.0,170.81812154070693
frame_00134_t268.00ms,0.0,20,,91004,919.0,2298.0,748.0,2128.0,342.0,340.0,170.1983339585605
frame_00134_t268.00ms,0.0,21,,90964,304.0,2824.0,112.0,2672.0,384.0,304.0,170.16092526435773
frame_00134_t268.00ms,0.0,22,,90384,835.0,1902.0,660.0,1738.0,350.0,328.0,169.61757206385116
frame_00134_t268.00ms,0.0,23,,90196,4453.0,284.0,4284.0,106.0,338.0,356.0,169.44107676190325
frame_00134_t268.00ms,0.0,24,,89948,1302.0,2435.0,1116.0,2276.0,372.0,318.0,169.2079715688939
frame_00134_t268.00ms,0.0,25,,89916,2154.0,259.0,1944.0,102.0,420.0,314.0,169.17787008383135
frame_00134_t268.00ms,0.0,26,,89856,2754.0,2844.0,2552.0,2684.0,404.0,320.0,169.12141535870225
frame_00134_t268.00ms,0.0,27,,89672,1680.0,2521.0,1492.0,2366.0,376.0,310.0,168.94816990388762
frame_00134_t268.00ms,0.0,29,,89264,3165.0,591.0,2968.0,428.0,394.0,326.0,168.56338178949156
frame_00134_t268.00ms,0.0,30,,88964,3341.0,2704.0,3174.0,2532.0,334.0,344.0,168.27988802722314
frame_00134_t268.00ms,0.0,31,,88308,4560.0,677.0,4416.0,484.0,288.0,386.0,167.65831154201152
frame_00134_t268.00ms,0.0,32,,87072,2561.0,2108.0,2392.0,1932.0,338.0,352.0,166.48086499593586
frame_00134_t268.00ms,0.0,33,,86892,2801.0,1862.0,2628.0,1692.0,346.0,340.0,166.30869679689616
frame_00134_t268.00ms,0.0,34,,86284,983.0,1290.0,818.0,1108.0,330.0,364.0,165.72582846219896
frame_00134_t268.00ms,0.0,35,,85740,3502.0,306.0,3338.0,114.0,328.0,384.0,165.2025715338542
frame_00134_t268.00ms,0.0,36,,85668,391.0,3197.0,212.0,3028.0,358.0,338.0,165.13319269484552
frame_00134_t268.00ms,0.0,37,,85272,4165.0,1935.0,3996.0,1768.0,338.0,334.0,164.75108683909858
frame_00134_t268.00ms,0.0,38,,85176,3366.0,1349.0,3190.0,1190.0,352.0,318.0,164.65832158014533
frame_00134_t268.00ms,0.0,39,,84920,4056.0,2939.0,3896.0,2766.0,320.0,346.0,164.41069166793108
frame_00134_t268.00ms,0.0,40,,84864,2209.0,639.0,2040.0,474.0,338.0,330.0,164.35647289079068
frame_00134_t268.00ms,0.0,41,,84324,1685.0,2902.0,1512.0,2742.0,346.0,320.0,163.83272824000085
frame_00134_t268.00ms,0.0,42,,84004,3486.0,1729.0,3322.0,1538.0,328.0,382.0,163.5215694609832
frame_00134_t268.00ms,0.0,43,,83676,2905.0,871.0,2730.0,700.0,350.0,342.0,163.2020160301792
frame_00134_t268.00ms,0.0,44,,83584,1957.0,886.0,1766.0,698.0,382.0,376.0,163.11227276568113
frame_00134_t268.00ms,0.0,45,,83376,1997.0,2690.0,1848.0,2482.0,298.0,416.0,162.90919271317912
frame_00134_t268.00ms,0.0,46,,83176,4547.0,2035.0,4390.0,1870.0,314.0,330.0,162.71368440676085
frame_00134_t268.00ms,0.0,47,,82900,2486.0,438.0,2320.0,234.0,332.0,408.0,162.4434965292124
frame_00134_t268.00ms,0.0,48,,82792,3012.0,2981.0,2812.0,2810.0,400.0,342.0,162.33764842737006
frame_00134_t268.00ms,0.0,49,,82780,700.0,2954.0,540.0,2774.0,320.0,360.0,162.32588326663802
frame_00134_t268.00ms,0.0,50,,82616,1332.0,3192.0,1164.0,2982.0,336.0,420.0,162.16500719008417
frame_00134_t268.00ms,0.0,51,,81092,1897.0,2253.0,1730.0,2088.0,334.0,330.0,160.66233314133078
frame_00134_t268.00ms,0.0,52,,80828,3702.0,2814.0,3536.0,2650.0,332.0,328.0,160.40059688312706
frame_00134_t268.00ms,0.0,53,,80792,129.0,322.0,0.0,138.0,258.0,368.0,160.3648724769886
frame_00134_t268.00ms,0.0,55,,78980,3869.0,2182.0,3712.0,2016.0,314.0,332.0,158.55634585470173
frame_00134_t268.00ms,0.0,56,,78820,1660.0,1140.0,1506.0,966.0,308.0,348.0,158.39566038565067
frame_00134_t268.00ms,0.0,57,,78740,3798.0,3197.0,3634.0,3036.0,328.0,322.0,158.31525649194924
frame_00134_t268.00ms,0.0,58,,78700,3455.0,3082.0,3276.0,2940.0,358.0,284.0,158.27503922812443
frame_00134_t268.00ms,0.0,59,,78504,4439.0,1661.0,4278.0,1500.0,322.0,322.0,158.07782673408786
frame_00134_t268.00ms,0.0,60,,78296,2387.0,1382.0,2224.0,1222.0,326.0,320.0,157.86827055696173
frame_00134_t268.00ms,0.0,61,,78196,2413.0,3113.0,2256.0,2952.0,314.0,322.0,157.7674233168169
frame_00134_t268.00ms,0.0,62,,77984,2217.0,2015.0,2044.0,1860.0,346.0,310.0,157.55341368614242
frame_00134_t268.00ms,0.0,63,,77744,1134.0,1670.0,964.0,1516.0,340.0,308.0,157.3107872698901
frame_00134_t268.00ms,0.0,64,,77556,2094.0,1634.0,1944.0,1468.0,300.0,332.0,157.12046821744795
frame_00134_t268.00ms,0.0,65,,77420,3646.0,2425.0,3482.0,2264.0,328.0,322.0,156.98264677456893
frame_00134_t268.00ms,0.0,66,,77364,385.0,1433.0,226.0,1272.0,318.0,322.0,156.92586158668297
frame_00134_t268.00ms,0.0,67,,76316,1187.0,679.0,1028.0,518.0,318.0,322.0,155.85935093539356
frame_00134_t268.00ms,0.0,68,,76176,3188.0,1987.0,3028.0,1836.0,320.0,302.0,155.71632505918075
frame_00134_t268.00ms,0.0,69,,76168,1566.0,763.0,1408.0,606.0,316.0,314.0,155.7081481838602
frame_00134_t268.00ms,0.0,70,,76120,266.0,1078.0,112.0,922.0,308.0,312.0,155.65907791166615
frame_00134_t268.00ms,0.0,71,,75348,4226.0,2298.0,4068.0,2144.0,316.0,308.0,154.86772841420597
frame_00134_t268.00ms,0.0,72,,75312,636.0,2547.0,484.0,2380.0,304.0,334.0,154.83072740342482
frame_00134_t268.00ms,0.0,73,,74732,4232.0,569.0,4078.0,394.0,308.0,350.0,154.23337646011336
frame_00134_t268.00ms,0.0,74,,74636,2766.0,3238.0,2598.0,3080.0,336.0,316.0,154.1342812784145
frame_00134_t268.00ms,0.0,75,,74172,2357.0,2739.0,2200.0,2588.0,314.0,302.0,153.65442030096017
frame_00134_t268.00ms,0.0,76,,73744,3281.0,2340.0,3122.0,2186.0,318.0,308.0,153.21045736743122
frame_00134_t268.00ms,0.0,77,,73732,2926.0,2234.0,2776.0,2080.0,300.0,308.0,153.19799126654127
frame_00134_t268.00ms,0.0,78,,73632,1375.0,1437.0,1220.0,1260.0,310.0,354.0,153.09406761688996
frame_00134_t268.00ms,0.0,79,,73100,470.0,1809.0,318.0,1648.0,304.0,322.0,152.54000354017006
frame_00134_t268.00ms,0.0,80,,73084,3767.0,1428.0,3608.0,1274.0,318.0,308.0,152.52330878215355
frame_00134_t268.00ms,0.0,81,,72700,744.0,183.0,584.0,32.0,320.0,302.0,152.12208493693998
frame_00134_t268.00ms,0.0,82,,71008,1336.0,2790.0,1184.0,2634.0,304.0,312.0,150.34143939093642
frame_00134_t268.00ms,0.0,84,,70444,3145.0,222.0,3000.0,60.0,290.0,324.0,149.7431855622517
frame_00134_t268.00ms,0.0,86,,69180,1024.0,3037.0,888.0,2872.0,272.0,330.0,148.39365864549146
frame_00134_t268.00ms,0.0,87,,68488,3118.0,1626.0,2958.0,1480.0,320.0,292.0,147.64961051406624
frame_00134_t268.00ms,0.0,88,,68436,2242.0,2375.0,2100.0,2218.0,284.0,314.0,147.59354786329212
frame_00134_t268.00ms,0.0,89,,68000,3817.0,1790.0,3674.0,1634.0,286.0,312.0,147.12264360219254
frame_00134_t268.00ms,0.0,90,,67976,2978.0,1298.0,2834.0,1112.0,288.0,372.0,147.09667849149196
frame_00134_t268.00ms,0.0,91,,67884,4274.0,949.0,4120.0,790.0,308.0,318.0,146.99710307927992
frame_00134_t268.00ms,0.0,93,,67816,2295.0,1022.0,2154.0,866.0,282.0,312.0,146.92346048688054
frame_00134_t268.00ms,0.0,94,,67680,1835.0,1905.0,1680.0,1768.0,310.0,274.0,146.7760644550703
frame_00134_t268.00ms,0.0,95,,67676,729.0,1552.0,582.0,1404.0,294.0,296.0,146.77172703683163
frame_00134_t268.00ms,0.0,97,,67280,1846.0,505.0,1690.0,360.0,312.0,290.0,146.3416862771693
frame_00134_t268.00ms,0.0,98,,67080,2637.0,1104.0,2492.0,946.0,290.0,316.0,146.1240129657295
frame_00134_t268.00ms,0.0,100,,65688,3984.0,2560.0,3836.0,2416.0,296.0,288.0,144.59993016471634
frame_00134_t268.00ms,0.0,103,,63472,2973.0,2581.0,2826.0,2438.0,294.0,286.0,142.1399489793688
frame_00134_t268.00ms,0.0,104,,63364,1475.0,116.0,1284.0,0.0,382.0,232.0,142.01896925463765
frame_00134_t268.00ms,0.0,105,,63000,4084.0,1583.0,3928.0,1452.0,312.0,262.0,141.61046158239446
frame_00134_t268.00ms,0.0,106,,62940,3131.0,3292.0,2976.0,3160.0,310.0,264.0,141.543011966002
frame_00134_t268.00ms,0.0,107,,62816,563.0,2184.0,426.0,2030.0,274.0,308.0,141.40351413780704
frame_00134_t268.00ms,0.0,108,,62720,4571.0,2422.0,4438.0,2270.0,266.0,304.0,141.29542123312896
frame_00134_t268.00ms,0.0,110,,60984,623.0,1183.0,486.0,1034.0,274.0,298.0,139.32627210627683
frame_00134_t268.00ms,0.0,111,,60972,2600.0,2480.0,2454.0,2344.0,292.0,272.0,139.3125636128992
frame_00134_t268.00ms,0.0,112,,58948,4585.0,1057.0,4466.0,896.0,238.0,322.0,136.98076934651118
frame_00134_t268.00ms,0.0,113,,58464,975.0,2661.0,838.0,2528.0,274.0,266.0,136.41726131926686
frame_00134_t268.00ms,0.0,114,,57212,4391.0,1310.0,4254.0,1170.0,274.0,280.0,134.94867620079506
frame_00134_t268.00ms,0.0,115,,56100,4082.0,195.0,3936.0,62.0,292.0,266.0,133.63077719938119
frame_00134_t268.00ms,0.0,116,,55936,1495.0,1791.0,1314.0,1658.0,362.0,266.0,133.4353093958886
frame_00134_t268.00ms,0.0,118,,53324,2178.0,3321.0,2010.0,3218.0,336.0,206.0,130.28260195000888
frame_00134_t268.00ms,0.0,119,,53124,843.0,543.0,714.0,406.0,258.0,274.0,130.03804979169632
frame_00134_t268.00ms,0.0,120,,52332,1087.0,3338.0,886.0,3252.0,402.0,172.0,129.06507259429304
frame_00134_t268.00ms,0.0,121,,52024,1495.0,420.0,1354.0,292.0,282.0,256.0,128.6847058465983
frame_00134_t268.00ms,0.0,122,,51024,4388.0,3074.0,4256.0,2938.0,264.0,272.0,127.44192258688558
frame_00134_t268.00ms,0.0,123,,49652,4168.0,3293.0,4028.0,3174.0,280.0,238.0,125.71683446856899
frame_00134_t268.00ms,0.0,124,,48308,2432.0,1745.0,2300.0,1614.0,264.0,262.0,124.00368535558353
frame_00134_t268.00ms,0.0,126,,46936,90.0,3080.0,0.0,2918.0,180.0,324.0,122.23008147719774
frame_00134_t268.00ms,0.0,127,,46224,202.0,1656.0,90.0,1520.0,224.0,272.0,121.29944838687248
frame_00134_t268.00ms,0.0,129,,44056,345.0,99.0,184.0,0.0,322.0,198.0,118.42069221936292
frame_00134_t268.00ms,0.0,133,,38412,4031.0,1000.0,3912.0,890.0,238.0,220.0,110.57540118892523
frame_00134_t268.00ms,0.0,134,,38292,4538.0,3341.0,4384.0,3258.0,308.0,166.0,110.40254599305993
frame_00134_t268.00ms,0.0,136,,36828,3144.0,1079.0,3026.0,944.0,236.0,270.0,108.27149434812767
frame_00134_t268.00ms,0.0,138,,35092,1557.0,3217.0,1468.0,3014.0,178.0,406.0,105.68883822789226
frame_00134_t268.00ms,0.0,139,,34792,3768.0,99.0,3654.0,0.0,228.0,198.0,105.23610388125572
frame_00134_t268.00ms,0.0,140,,34272,3116.0,2948.0,3022.0,2810.0,188.0,276.0,104.44671569413217
frame_00134_t268.00ms,0.0,141,,33476,77.0,1326.0,0.0,1190.0,154.0,272.0,103.22665232336355
frame_00134_t268.00ms,0.0,143,,32860,938.0,1207.0,816.0,1108.0,244.0,198.0,102.27249317387037
frame_00134_t268.00ms,0.0,144,,32320,3670.0,837.0,3556.0,730.0,228.0,214.0,101.4286720876307
frame_00134_t268.00ms,0.0,145,,32100,3945.0,796.0,3834.0,690.0,222.0,212.0,101.08287365572706
frame_00134_t268.00ms,0.0,146,,31144,4627.0,1429.0,4550.0,1276.0,154.0,306.0,99.56627488918112
frame_00134_t268.00ms,0.0,147,,31016,154.0,3356.0,0.0,3288.0,308.0,136.0,99.36145847297357
frame_00134_t268.00ms,0.0,148,,30532,689.0,3362.0,492.0,3300.0,394.0,124.0,98.58314990384258
frame_00134_t268.00ms,0.0,149,,30296,3622.0,486.0,3522.0,368.0,200.0,236.0,98.20140687293701
frame_00134_t268.00ms,0.0,150,,29328,1899.0,1074.0,1792.0,972.0,214.0,204.0,96.61983410251858
frame_00134_t268.00ms,0.0,151,,25976,3015.0,1407.0,2908.0,1328.0,214.0,158.0,90.9308396723034
frame_00134_t268.00ms,0.0,152,,24364,2590.0,1598.0,2494.0,1498.0,192.0,200.0,88.06419287645733
frame_00134_t268.00ms,0.0,153,,21292,4579.0,3001.0,4498.0,2906.0,162.0,190.0,82.32529439136718
frame_00134_t268.00ms,0.0,154,,16712,3492.0,1867.0,3388.0,1812.0,208.0,110.0,72.93555249604618
frame_00135_t270.00ms,0.0,1,,177048,648.0,478.0,322.0,260.0,652.0,436.0,237.3944580841511
frame_00135_t270.00ms,0.0,2,,168756,1385.0,2076.0,1088.0,1868.0,594.0,416.0,231.7686414354448
frame_00135_t270.00ms,0.0,3,,156284,3841.0,448.0,3544.0,240.0,594.0,416.0,223.03977728725326
frame_00135_t270.00ms,0.0,4,,126816,1173.0,254.0,958.0,40.0,430.0,428.0,200.91487383039515
frame_00135_t270.00ms,0.0,5,,118712,3681.0,987.0,3500.0,732.0,362.0,510.0,194.38930837021402
frame_00135_t270.00ms,0.0,6,,117988,3252.0,993.0,3028.0,774.0,448.0,438.0,193.79563166143114
frame_00135_t270.00ms,0.0,8,,114124,815.0,879.0,582.0,710.0,466.0,338.0,190.59590092874225
frame_00135_t270.00ms,0.0,9,,112372,4064.0,1140.0,3896.0,892.0,336.0,496.0,189.12725485832266
frame_00135_t270.00ms,0.0,10,,108176,202.0,2052.0,10.0,1864.0,384.0,376.0,185.5626316040429
frame_00135_t270.00ms,0.0,11,,108024,299.0,2447.0,90.0,2272.0,418.0,350.0,185.4322171175166
frame_00135_t270.00ms,0.0,12,,106000,2769.0,145.0,2530.0,8.0,478.0,274.0,183.68682025524262
frame_00135_t270.00ms,0.0,13,,102496,221.0,700.0,24.0,528.0,394.0,344.0,180.62527534731626
frame_00135_t270.00ms,0.0,14,,102160,4365.0,2696.0,4182.0,2514.0,366.0,364.0,180.32897152852632
frame_00135_t270.00ms,0.0,15,,100156,1711.0,1555.0,1524.0,1384.0,374.0,342.0,178.55151906557316
frame_00135_t270.00ms,0.0,16,,96964,2700.0,1507.0,2500.0,1318.0,400.0,378.0,175.6832371170485
frame_00135_t270.00ms,0.0,17,,92520,1290.0,1061.0,1116.0,882.0,348.0,358.0,171.6101123760611
frame_00135_t270.00ms,0.0,18,,92060,308.0,2825.0,116.0,2672.0,384.0,306.0,171.1829667989189
frame_00135_t270.00ms,0.0,19,,91596,922.0,2298.0,750.0,2128.0,344.0,340.0,170.75102440363423
frame_00135_t270.00ms,0.0,20,,91584,1684.0,2522.0,1494.0,2364.0,380.0,316.0,170.739838983924
frame_00135_t270.00ms,0.0,21,,91360,1798.0,3256.0,1620.0,3094.0,356.0,324.0,170.53090981329782
frame_00135_t270.00ms,0.0,22,,91300,840.0,1903.0,664.0,1738.0,352.0,330.0,170.4749031634278
frame_00135_t270.00ms,0.0,23,,91244,1307.0,2436.0,1120.0,2276.0,374.0,320.0,170.4226136841992
frame_00135_t270.00ms,0.0,25,,90464,2156.0,260.0,1946.0,102.0,420.0,316.0,169.69262076982147
frame_00135_t270.00ms,0.0,26,,90436,2758.0,2846.0,2556.0,2686.0,404.0,320.0,169.6663574988197
frame_00135_t270.00ms,0.0,27,,90312,4457.0,286.0,4288.0,108.0,338.0,356.0,169.5499998261
frame_00135_t270.00ms,0.0,28,,90220,3168.0,591.0,2970.0,428.0,396.0,326.0,169.46361831231386
frame_00135_t270.00ms,0.0,29,,89700,3344.0,2704.0,3176.0,2532.0,336.0,344.0,168.9745448009434
frame_00135_t270.00ms,0.0,30,,87964,4561.0,678.0,4418.0,484.0,286.0,388.0,167.3314400472038
frame_00135_t270.00ms,0.0,31,,87900,2805.0,1864.0,2632.0,1694.0,346.0,340.0,167.27055627203254
frame_00135_t270.00ms,0.0,32,,87880,2564.0,2109.0,2394.0,1932.0,340.0,354.0,167.25152554709786
frame_00135_t270.00ms,0.0,33,,87048,397.0,3196.0,216.0,3026.0,362.0,340.0,166.45791952480545
frame_00135_t270.00ms,0.0,34,,86876,986.0,1289.0,820.0,1106.0,332.0,366.0,166.29338433053493
frame_00135_t270.00ms,0.0,35,,86132,3506.0,307.0,3342.0,116.0,328.0,382.0,165.5797907861411
frame_00135_t270.00ms,0.0,36,,85864,3369.0,1350.0,3192.0,1190.0,354.0,320.0,165.32198906160366
frame_00135_t270.00ms,0.0,37,,85804,4059.0,2940.0,3898.0,2766.0,322.0,348.0,165.26421716183444
frame_00135_t270.00ms,0.0,38,,85732,4169.0,1937.0,4000.0,1770.0,338.0,334.0,165.19486421287056
frame_00135_t270.00ms,0.0,39,,85708,2212.0,639.0,2042.0,474.0,340.0,330.0,165.17174009206397
frame_00135_t270.00ms,0.0,40,,84824,1689.0,2900.0,1514.0,2740.0,350.0,320.0,164.31773423965492
frame_00135_t270.00ms,0.0,41,,84668,3490.0,1730.0,3326.0,1538.0,328.0,384.0,164.16656615586862
frame_00135_t270.00ms,0.0,42,,84576,2910.0,874.0,2734.0,702.0,352.0,344.0,164.07735045971543
frame_00135_t270.00ms,0.0,43,,84472,1962.0,887.0,1770.0,698.0,384.0,378.0,163.97643948359521
frame_00135_t270.00ms,0.0,44,,84124,1999.0,2691.0,1850.0,2482.0,298.0,418.0,163.6383233393853
frame_00135_t270.00ms,0.0,45,,83732,2490.0,438.0,2324.0,234.0,332.0,408.0,163.25661821176243
frame_00135_t270.00ms,0.0,46,,83568,3015.0,2982.0,2814.0,2810.0,402.0,344.0,163.09666020065222
frame_00135_t270.00ms,0.0,47,,83328,4548.0,2036.0,4392.0,1870.0,312.0,332.0,162.86229212412218
frame_00135_t270.00ms,0.0,48,,83116,1334.0,3189.0,1166.0,2980.0,336.0,418.0,162.65498609034998
frame_00135_t270.00ms,0.0,49,,82676,704.0,2949.0,544.0,2772.0,320.0,354.0,162.2238827982214
frame_00135_t270.00ms,0.0,50,,82012,130.0,323.0,0.0,140.0,260.0,366.0,161.57113104049574
frame_00135_t270.00ms,0.0,51,,81832,1900.0,2254.0,1732.0,2088.0,336.0,332.0,161.3937254238589
frame_00135_t270.00ms,0.0,52,,80940,3709.0,2815.0,3546.0,2650.0,326.0,330.0,160.511688632685
frame_00135_t270.00ms,0.0,54,,79672,1669.0,1141.0,1510.0,968.0,318.0,346.0,159.2494434905032
frame_00135_t270.00ms,0.0,55,,79220,2390.0,1383.0,2226.0,1222.0,328.0,322.0,158.7970691904605
frame_00135_t270.00ms,0.0,56,,79160,2220.0,2016.0,2046.0,1860.0,348.0,312.0,158.73692258044085
frame_00135_t270.00ms,0.0,57,,79128,2417.0,3114.0,2258.0,2952.0,318.0,324.0,158.7048350679682
frame_00135_t270.00ms,0.0,58,,79044,3872.0,2184.0,3714.0,2018.0,316.0,332.0,158.62057446470035
frame_00135_t270.00ms,0.0,59,,78968,3802.0,3198.0,3638.0,3038.0,328.0,320.0,158.54430009357506
frame_00135_t270.00ms,0.0,60,,78772,3459.0,3082.0,3280.0,2940.0,358.0,284.0,158.3474229486213
frame_00135_t270.00ms,0.0,61,,78316,4443.0,1662.0,4284.0,1502.0,318.0,320.0,157.88843227535622
frame_00135_t270.00ms,0.0,62,,78260,388.0,1434.0,228.0,1272.0,320.0,324.0,157.8319729736135
frame_00135_t270.00ms,0.0,63,,78224,3649.0,2426.0,3484.0,2264.0,330.0,324.0,157.79566704076777
frame_00135_t270.00ms,0.0,64,,77608,272.0,1078.0,116.0,922.0,312.0,312.0,157.1731327134241
frame_00135_t270.00ms,0.0,65,,77588,2097.0,1636.0,1948.0,1470.0,298.0,332.0,157.1528792266561
frame_00135_t270.00ms,0.0,66,,76876,3191.0,1988.0,3030.0,1836.0,322.0,304.0,156.4301467437306
frame_00135_t270.00ms,0.0,67,,76628,1189.0,679.0,1030.0,518.0,318.0,322.0,156.17762310424473
frame_00135_t270.00ms,0.0,68,,76132,638.0,2548.0,486.0,2380.0,304.0,336.0,155.67134692981992
frame_00135_t270.00ms,0.0,69,,75932,4230.0,2299.0,4072.0,2144.0,316.0,310.0,155.4667368851215
frame_00135_t270.00ms,0.0,70,,75628,1571.0,763.0,1414.0,606.0,314.0,314.0,155.1552128428424
frame_00135_t270.00ms,0.0,71,,75596,4235.0,570.0,4080.0,394.0,310.0,352.0,155.122384445153
frame_00135_t270.00ms,0.0,72,,75284,2770.0,3239.0,2602.0,3080.0,336.0,318.0,154.801942725085
