dataset,track_id_input,frame_idx,t_ms,det_id,cx,cy,bbox_x,bbox_y,bbox_w,bbox_h,area_px,R_px,score,R_mono,track_id,r_px,time_ms,x_um,y_um,r_um
FAPI,42,41,82.0,33,4048.0,2274.0,4012.0,2248.0,72.0,52.0,2792.0,29.811427376513585,1.0,29.811427376513585,14,29.811427376513585,82.0,263.12,147.81,1.937742779473383
FAPI,1,41,82.0,18,4514.0,3328.0,4324.0,3236.0,380.0,184.0,52676.0,129.48857696575925,1.0,129.48857696575925,15,129.48857696575925,82.0,293.41,216.32,8.416757502774352
FAPI,4,41,82.0,14,4478.0,3059.0,4370.0,2950.0,216.0,218.0,36052.0,107.12473111610606,1.0,107.12473111610606,16,107.12473111610606,82.0,291.07,198.835,6.963107522546895
FAPI,39,41,82.0,10,2210.0,586.0,2182.0,562.0,56.0,48.0,2184.0,26.366433043273013,1.0,26.366433043273013,17,26.366433043273013,82.0,143.65,38.09,1.7138181478127459
FAPI,28,41,82.0,8,4001.0,1835.0,3970.0,1804.0,62.0,62.0,3024.0,31.025297674958463,1.0,31.025297674958463,18,31.025297674958463,82.0,260.065,119.275,2.0166443488723003
FAPI,32,41,82.0,3,53.0,1272.0,0.0,1204.0,106.0,136.0,7940.0,50.273059348912696,1.0,50.273059348912696,19,50.273059348912696,82.0,3.4450000000000003,82.68,3.2677488576793254
FAPI,36,41,82.0,21,3224.0,3329.0,3196.0,3302.0,56.0,54.0,2404.0,27.66255531193445,1.0,27.66255531193445,20,27.66255531193445,82.0,209.56,216.38500000000002,1.7980660952757395
FAPI,27,41,82.0,2,87.0,2865.0,26.0,2790.0,122.0,150.0,10912.0,58.935536631454575,1.0,58.935536631454575,21,58.935536631454575,82.0,5.655,186.225,3.8308098810445474
FAPI,2,41,82.0,31,3905.0,480.0,3886.0,456.0,38.0,48.0,1388.0,21.019374919894773,1.0,21.019374919894773,22,21.019374919894773,82.0,253.82500000000002,31.200000000000003,1.3662593697931602
FAPI,23,41,82.0,20,4593.0,3331.0,4482.0,3242.0,222.0,178.0,29940.0,97.6227329690308,1.0,97.6227329690308,12,97.6227329690308,82.0,298.545,216.51500000000001,6.345477642987003
FAPI,5,41,82.0,4,4415.0,178.0,4194.0,6.0,442.0,344.0,117456.0,193.3582322829916,1.0,193.3582322829916,11,193.3582322829916,82.0,286.975,11.57,12.568285098394455
FAPI,32,42,84.0,3,54.0,1273.0,0.0,1202.0,108.0,142.0,8744.0,52.75700564655907,1.0,52.75700564655907,19,52.75700564655907,84.0,3.5100000000000002,82.745,3.42920536702634
FAPI,23,42,84.0,19,4594.0,3330.0,4484.0,3240.0,220.0,180.0,29764.0,97.33537616085091,1.0,97.33537616085091,12,97.33537616085091,84.0,298.61,216.45000000000002,6.32679945045531
FAPI,34,42,84.0,5,4615.0,2157.0,4526.0,1976.0,178.0,362.0,44452.0,118.95171735053624,1.0,118.95171735053624,23,118.95171735053624,84.0,299.975,140.205,7.731861627784856
FAPI,30,42,84.0,40,4404.0,3307.0,4104.0,3190.0,600.0,234.0,84276.0,163.78609210804544,1.0,163.78609210804544,13,163.78609210804544,84.0,286.26,214.955,10.646095987022953
FAPI,28,42,84.0,6,4002.0,1835.0,3968.0,1800.0,68.0,70.0,3632.0,34.00149271163735,1.0,34.00149271163735,18,34.00149271163735,84.0,260.13,119.275,2.2100970262564275
FAPI,27,42,84.0,2,89.0,2865.0,26.0,2788.0,126.0,154.0,11784.0,61.24511163178486,1.0,61.24511163178486,21,61.24511163178486,84.0,5.785,186.225,3.980932256066016
FAPI,20,42,84.0,18,3734.0,2491.0,3654.0,2416.0,160.0,150.0,18128.0,75.96263302927142,1.0,75.96263302927142,24,75.96263302927142,84.0,242.71,161.915,4.937571146902642
FAPI,9,42,84.0,14,4416.0,2864.0,4318.0,2794.0,196.0,140.0,17332.0,74.27615328850479,1.0,74.27615328850479,25,74.27615328850479,84.0,287.04,186.16,4.827949963752811
FAPI,36,42,84.0,22,3225.0,3329.0,3194.0,3298.0,62.0,62.0,3064.0,31.229817342839755,1.0,31.229817342839755,20,31.229817342839755,84.0,209.625,216.38500000000002,2.0299381272845842
FAPI,37,42,84.0,26,4271.0,835.0,4200.0,760.0,142.0,150.0,15176.0,69.50302750762162,1.0,69.50302750762162,26,69.50302750762162,84.0,277.615,54.275,4.517696787995406
FAPI,5,42,84.0,39,4417.0,178.0,4192.0,0.0,450.0,356.0,123512.0,198.280333523858,1.0,198.280333523858,11,198.280333523858,84.0,287.105,11.57,12.888221679050769
FAPI,44,42,84.0,1,921.0,1382.0,902.0,1364.0,38.0,36.0,1108.0,18.77997214831907,1.0,18.77997214831907,27,18.77997214831907,84.0,59.865,89.83,1.2206981896407396
FAPI,40,42,84.0,30,836.0,3072.0,810.0,3046.0,52.0,52.0,2224.0,26.60678836073137,1.0,26.60678836073137,28,26.60678836073137,84.0,54.34,199.68,1.7294412434475392
FAPI,42,42,84.0,33,4051.0,2276.0,4012.0,2246.0,78.0,60.0,3460.0,33.186626918021,1.0,33.186626918021,14,33.186626918021,84.0,263.315,147.94,2.157130749671365
FAPI,39,42,84.0,11,2210.0,586.0,2178.0,562.0,64.0,48.0,2584.0,28.679483013103894,1.0,28.679483013103894,17,28.679483013103894,84.0,143.65,38.09,1.8641663958517531
FAPI,1,42,84.0,20,4514.0,3327.0,4324.0,3234.0,380.0,186.0,53384.0,130.35587813380525,1.0,130.35587813380525,15,130.35587813380525,84.0,293.41,216.255,8.473132078697342
FAPI,8,42,84.0,13,4188.0,3296.0,4092.0,3178.0,192.0,236.0,31112.0,99.51511030466727,1.0,99.51511030466727,29,99.51511030466727,84.0,272.22,214.24,6.468482169803373
FAPI,4,42,84.0,15,4478.0,3061.0,4368.0,2952.0,220.0,218.0,37340.0,109.02151691341828,1.0,109.02151691341828,16,109.02151691341828,84.0,291.07,198.965,7.086398599372188
FAPI,46,42,84.0,35,2570.0,684.0,2552.0,666.0,36.0,36.0,1040.0,18.19456736586892,1.0,18.19456736586892,30,18.19456736586892,84.0,167.05,44.46,1.18264687878148
FAPI,48,42,84.0,38,1556.0,283.0,1534.0,266.0,44.0,34.0,1192.0,19.47884453275087,1.0,19.47884453275087,31,19.47884453275087,84.0,101.14,18.395,1.2661248946288066
FAPI,2,42,84.0,32,3905.0,479.0,3886.0,456.0,38.0,46.0,1384.0,20.98906578384008,1.0,20.98906578384008,22,20.98906578384008,84.0,253.82500000000002,31.135,1.3642892759496053
FAPI,48,43,86.0,39,1557.0,286.0,1532.0,266.0,50.0,40.0,1516.0,21.96719798824208,1.0,21.96719798824208,31,21.96719798824208,86.0,101.205,18.59,1.4278678692357354
FAPI,5,43,86.0,41,4420.0,179.0,4192.0,0.0,456.0,358.0,124932.0,199.4168766697376,1.0,199.4168766697376,11,199.4168766697376,86.0,287.3,11.635,12.962096983532945
FAPI,27,43,86.0,2,90.0,2865.0,26.0,2786.0,128.0,158.0,12124.0,62.1223716554051,1.0,62.1223716554051,21,62.1223716554051,86.0,5.8500000000000005,186.225,4.037954157601331
FAPI,1,43,86.0,21,4514.0,3327.0,4324.0,3234.0,380.0,186.0,53316.0,130.2728286780286,1.0,130.2728286780286,15,130.2728286780286,86.0,293.41,216.255,8.467733864071858
FAPI,44,43,86.0,1,922.0,1383.0,902.0,1364.0,40.0,38.0,1256.0,19.99492978349364,1.0,19.99492978349364,27,19.99492978349364,86.0,59.93,89.895,1.2996704359270865
FAPI,2,43,86.0,33,3906.0,479.0,3888.0,456.0,36.0,46.0,1252.0,19.963065333312567,1.0,19.963065333312567,22,19.963065333312567,86.0,253.89000000000001,31.135,1.297599246665317
FAPI,28,43,86.0,6,4003.0,1833.0,3968.0,1796.0,70.0,74.0,4024.0,35.78936967876878,1.0,35.78936967876878,18,35.78936967876878,86.0,260.195,119.14500000000001,2.3263090291199706
FAPI,42,43,86.0,32,4052.0,2276.0,4010.0,2244.0,84.0,64.0,3932.0,35.37788111906457,1.0,35.37788111906457,14,35.37788111906457,86.0,263.38,147.94,2.299562272739197
FAPI,4,43,86.0,15,4477.0,3060.0,4366.0,2950.0,222.0,220.0,37884.0,109.8128031159697,1.0,109.8128031159697,16,109.8128031159697,86.0,291.005,198.9,7.137832202538031
FAPI,30,43,86.0,43,4404.0,3304.0,4104.0,3184.0,600.0,240.0,88536.0,167.87460821448877,1.0,167.87460821448877,13,167.87460821448877,86.0,286.26,214.76000000000002,10.911849533941771
FAPI,36,43,86.0,22,3226.0,3329.0,3192.0,3296.0,68.0,66.0,3504.0,33.396973533360814,1.0,33.396973533360814,20,33.396973533360814,86.0,209.69,216.38500000000002,2.170803279668453
FAPI,23,43,86.0,20,4593.0,3330.0,4482.0,3240.0,222.0,180.0,29992.0,97.70747211152404,1.0,97.70747211152404,12,97.70747211152404,86.0,298.545,216.45000000000002,6.350985687249063
FAPI,37,43,86.0,26,4272.0,834.0,4200.0,760.0,144.0,148.0,14980.0,69.05274864212998,1.0,69.05274864212998,26,69.05274864212998,86.0,277.68,54.21,4.488428661738449
FAPI,8,43,86.0,14,4188.0,3295.0,4090.0,3174.0,196.0,242.0,32316.0,101.42239536668112,1.0,101.42239536668112,29,101.42239536668112,86.0,272.22,214.175,6.592455698834272
FAPI,20,43,86.0,19,3738.0,2490.0,3656.0,2412.0,164.0,156.0,19404.0,78.59061668870065,1.0,78.59061668870065,24,78.59061668870065,86.0,242.97,161.85,5.108390084765542
FAPI,46,43,86.0,34,2571.0,683.0,2550.0,664.0,42.0,38.0,1248.0,19.93114994066752,1.0,19.93114994066752,30,19.93114994066752,86.0,167.115,44.395,1.295524746143389
FAPI,9,43,86.0,16,4416.0,2865.0,4318.0,2794.0,196.0,142.0,17604.0,74.85671136497683,1.0,74.85671136497683,25,74.85671136497683,86.0,287.04,186.225,4.8656862387234945
FAPI,39,43,86.0,10,2212.0,586.0,2176.0,558.0,72.0,56.0,3184.0,31.83549399034338,1.0,31.83549399034338,17,31.83549399034338,86.0,143.78,38.09,2.06930710937232
FAPI,32,43,86.0,3,56.0,1274.0,0.0,1200.0,112.0,148.0,9704.0,55.57768558987955,1.0,55.57768558987955,19,55.57768558987955,86.0,3.64,82.81,3.6125495633421707
FAPI,40,43,86.0,30,837.0,3073.0,810.0,3046.0,54.0,54.0,2316.0,27.151532118863187,1.0,27.151532118863187,28,27.151532118863187,86.0,54.405,199.745,1.7648495877261072
FAPI,34,43,86.0,5,4615.0,2157.0,4526.0,1974.0,178.0,366.0,45436.0,120.26108260217316,1.0,120.26108260217316,23,120.26108260217316,86.0,299.975,140.205,7.816970369141256
FAPI,27,44,88.0,3,88.0,2864.0,22.0,2784.0,132.0,160.0,12940.0,64.17889004352017,1.0,64.17889004352017,21,64.17889004352017,88.0,5.720000000000001,186.16,4.171627852828811
FAPI,44,44,88.0,1,922.0,1383.0,902.0,1364.0,40.0,38.0,1236.0,19.83509564693766,1.0,19.83509564693766,27,19.83509564693766,88.0,59.93,89.895,1.289281217050948
FAPI,2,44,88.0,39,3906.0,479.0,3888.0,456.0,36.0,46.0,1280.0,20.185060176161283,1.0,20.185060176161283,22,20.185060176161283,88.0,253.89000000000001,31.135,1.3120289114504835
FAPI,23,44,88.0,23,4597.0,3330.0,4490.0,3240.0,214.0,180.0,29484.0,96.87646093991503,1.0,96.87646093991503,12,96.87646093991503,88.0,298.805,216.45000000000002,6.296969961094478
FAPI,46,44,88.0,38,2571.0,684.0,2550.0,664.0,42.0,40.0,1348.0,20.71428798138497,1.0,20.71428798138497,30,20.71428798138497,88.0,167.115,44.46,1.346428718790023
FAPI,9,44,88.0,19,4416.0,2865.0,4316.0,2794.0,200.0,142.0,18220.0,76.1551451070029,1.0,76.1551451070029,25,76.1551451070029,88.0,287.04,186.225,4.950084431955188
FAPI,36,44,88.0,27,3225.0,3328.0,3186.0,3292.0,78.0,72.0,4396.0,37.40708836121763,1.0,37.40708836121763,20,37.40708836121763,88.0,209.625,216.32,2.431460743479146
FAPI,30,44,88.0,47,4402.0,3301.0,4100.0,3178.0,604.0,246.0,90256.0,169.4974250170315,1.0,169.4974250170315,13,169.4974250170315,88.0,286.13,214.565,11.017332626107049
FAPI,1,44,88.0,25,4514.0,3327.0,4324.0,3234.0,380.0,186.0,54796.0,132.06857507873323,1.0,132.06857507873323,15,132.06857507873323,88.0,293.41,216.255,8.58445738011766
FAPI,5,44,88.0,5,4410.0,182.0,4168.0,4.0,484.0,356.0,128912.0,202.56841818932395,1.0,202.56841818932395,11,202.56841818932395,88.0,286.65000000000003,11.83,13.166947182306057
FAPI,32,44,88.0,4,56.0,1275.0,0.0,1200.0,112.0,150.0,10380.0,57.480923953845306,1.0,57.480923953845306,19,57.480923953845306,88.0,3.64,82.875,3.736260056999945
FAPI,40,44,88.0,34,836.0,3073.0,808.0,3046.0,56.0,54.0,2388.0,27.5703465376642,1.0,27.5703465376642,28,27.5703465376642,88.0,54.34,199.745,1.792072524948173
FAPI,42,44,88.0,35,4051.0,2275.0,4006.0,2240.0,90.0,70.0,4716.0,38.7446696107059,1.0,38.7446696107059,14,38.7446696107059,88.0,263.315,147.875,2.5184035246958834
FAPI,39,44,88.0,12,2210.0,587.0,2172.0,556.0,76.0,62.0,3796.0,34.76067214473376,1.0,34.76067214473376,17,34.76067214473376,88.0,143.65,38.155,2.2594436894076946
FAPI,20,44,88.0,22,3737.0,2489.0,3650.0,2408.0,174.0,162.0,21368.0,82.47209011523377,1.0,82.47209011523377,24,82.47209011523377,88.0,242.905,161.785,5.360685857490195
FAPI,8,44,88.0,18,4186.0,3293.0,4086.0,3170.0,200.0,246.0,33456.0,103.195811698755,1.0,103.195811698755,29,103.195811698755,88.0,272.09000000000003,214.04500000000002,6.707727760419075
FAPI,37,44,88.0,31,4271.0,835.0,4198.0,760.0,146.0,150.0,15336.0,69.86845078083965,1.0,69.86845078083965,26,69.86845078083965,88.0,277.615,54.275,4.541449300754578
FAPI,34,44,88.0,6,4614.0,2156.0,4524.0,1974.0,180.0,364.0,46212.0,121.2837023689718,1.0,121.2837023689718,23,121.2837023689718,88.0,299.91,140.14000000000001,7.883440653983167
FAPI,28,44,88.0,9,4003.0,1832.0,3966.0,1792.0,74.0,80.0,4680.0,38.59650589548412,1.0,38.59650589548412,18,38.59650589548412,88.0,260.195,119.08,2.508772883206468
FAPI,48,44,88.0,41,1555.0,285.0,1526.0,262.0,58.0,46.0,2040.0,25.48238936628457,1.0,25.48238936628457,31,25.48238936628457,88.0,101.075,18.525000000000002,1.656355308808497
FAPI,4,44,88.0,20,4474.0,3060.0,4362.0,2950.0,224.0,220.0,38452.0,110.63295957145463,1.0,110.63295957145463,16,110.63295957145463,88.0,290.81,198.9,7.191142372144552
FAPI,8,45,90.0,19,4184.0,3291.0,4084.0,3164.0,200.0,254.0,34368.0,104.59289731317573,1.0,104.59289731317573,29,104.59289731317573,90.0,271.96000000000004,213.91500000000002,6.798538325356422
FAPI,9,45,90.0,20,4413.0,2864.0,4314.0,2792.0,198.0,144.0,18140.0,75.9877709593719,1.0,75.9877709593719,25,75.9877709593719,90.0,286.845,186.16,4.939205112359174
FAPI,34,45,90.0,6,4612.0,2157.0,4520.0,1974.0,184.0,366.0,48356.0,124.06527659382937,1.0,124.06527659382937,23,124.06527659382937,90.0,299.78000000000003,140.205,8.064242978598909
FAPI,20,45,90.0,22,3735.0,2488.0,3648.0,2406.0,174.0,164.0,22252.0,84.16074849573113,1.0,84.16074849573113,24,84.16074849573113,90.0,242.775,161.72,5.470448652222523
FAPI,48,45,90.0,49,1555.0,283.0,1522.0,248.0,66.0,70.0,3148.0,31.655007845624887,1.0,31.655007845624887,31,31.655007845624887,90.0,101.075,18.395,2.0575755099656177
FAPI,4,45,90.0,21,4472.0,3059.0,4360.0,2948.0,224.0,222.0,38288.0,110.39677949199869,1.0,110.39677949199869,16,110.39677949199869,90.0,290.68,198.835,7.175790666979915
FAPI,32,46,92.0,3,57.0,1269.0,0.0,1186.0,114.0,166.0,13028.0,64.39674834339405,1.0,64.39674834339405,19,64.39674834339405,92.0,3.705,82.485,4.185788642320613
FAPI,40,46,92.0,44,835.0,3073.0,804.0,3044.0,62.0,58.0,2768.0,29.683021493047715,1.0,29.683021493047715,28,29.683021493047715,92.0,54.275,199.745,1.9293963970481016
FAPI,4,46,92.0,28,4471.0,3059.0,4354.0,2948.0,234.0,222.0,39444.0,112.05094890554672,1.0,112.05094890554672,16,112.05094890554672,92.0,290.615,198.835,7.283311678860537
FAPI,30,46,92.0,56,4401.0,3296.0,4098.0,3168.0,606.0,256.0,92832.0,171.89922441422956,1.0,171.89922441422956,13,171.89922441422956,92.0,286.065,214.24,11.173449586924923
FAPI,8,46,92.0,23,4185.0,3287.0,4084.0,3156.0,202.0,262.0,35784.0,106.72582146416472,1.0,106.72582146416472,29,106.72582146416472,92.0,272.02500000000003,213.655,6.937178395170707
FAPI,48,46,92.0,52,1555.0,289.0,1520.0,232.0,70.0,114.0,4860.0,39.33174350131485,1.0,39.33174350131485,31,39.33174350131485,92.0,101.075,18.785,2.556563327585465
FAPI,34,46,92.0,7,4612.0,2157.0,4520.0,1974.0,184.0,366.0,47560.0,123.0399048557056,1.0,123.0399048557056,23,123.0399048557056,92.0,299.78000000000003,140.205,7.997593815620864
FAPI,42,46,92.0,45,4050.0,2275.0,4000.0,2236.0,100.0,78.0,5812.0,43.01182463579279,1.0,43.01182463579279,14,43.01182463579279,92.0,263.25,147.875,2.7957686013265315
FAPI,23,46,92.0,30,4592.0,3329.0,4486.0,3238.0,212.0,182.0,29516.0,96.92901836189596,1.0,96.92901836189596,12,96.92901836189596,92.0,298.48,216.38500000000002,6.300386193523237
FAPI,44,46,92.0,2,919.0,1381.0,898.0,1362.0,42.0,38.0,1236.0,19.83509564693766,1.0,19.83509564693766,27,19.83509564693766,92.0,59.735,89.765,1.289281217050948
FAPI,36,46,92.0,31,3225.0,3328.0,3180.0,3284.0,90.0,88.0,5936.0,43.46823534935576,1.0,43.46823534935576,20,43.46823534935576,92.0,209.625,216.32,2.8254352977081245
FAPI,2,46,92.0,51,3906.0,479.0,3888.0,456.0,36.0,46.0,1312.0,20.435815879801165,1.0,20.435815879801165,22,20.435815879801165,92.0,253.89000000000001,31.135,1.3283280321870758
FAPI,37,46,92.0,20,4268.0,833.0,4190.0,756.0,156.0,154.0,16712.0,72.93555249604618,1.0,72.93555249604618,26,72.93555249604618,92.0,277.42,54.145,4.740810912243002
FAPI,5,46,92.0,6,4404.0,186.0,4152.0,6.0,504.0,360.0,134752.0,207.10599649222652,1.0,207.10599649222652,11,207.10599649222652,92.0,286.26,12.09,13.461889771994725
FAPI,1,46,92.0,27,4513.0,3327.0,4322.0,3234.0,382.0,186.0,56144.0,133.68317115442298,1.0,133.68317115442298,15,133.68317115442298,92.0,293.345,216.255,8.689406125037493
FAPI,9,46,92.0,25,4414.0,2865.0,4312.0,2792.0,204.0,146.0,18884.0,77.53040623326247,1.0,77.53040623326247,25,77.53040623326247,92.0,286.91,186.225,5.039476405162061
FAPI,39,46,92.0,12,2209.0,583.0,2168.0,546.0,82.0,74.0,4812.0,39.13703070387943,1.0,39.13703070387943,17,39.13703070387943,92.0,143.585,37.895,2.543906995752163
FAPI,28,46,92.0,10,4003.0,1831.0,3962.0,1786.0,82.0,90.0,5700.0,42.59537945889914,1.0,42.59537945889914,18,42.59537945889914,92.0,260.195,119.015,2.768699664828444
FAPI,27,46,92.0,4,89.0,2863.0,20.0,2782.0,138.0,162.0,13260.0,64.96760031582716,1.0,64.96760031582716,21,64.96760031582716,92.0,5.785,186.095,4.2228940205287655
FAPI,46,46,92.0,47,2569.0,683.0,2546.0,662.0,46.0,42.0,1488.0,21.76338922689847,1.0,21.76338922689847,30,21.76338922689847,92.0,166.985,44.395,1.4146202997484008
FAPI,5,47,94.0,9,4398.0,189.0,4138.0,6.0,520.0,366.0,140344.0,211.35960509656977,1.0,211.35960509656977,11,211.35960509656977,94.0,285.87,12.285,13.738374331277035
FAPI,2,47,94.0,56,3905.0,479.0,3886.0,456.0,38.0,46.0,1320.0,20.49802550887777,1.0,20.49802550887777,22,20.49802550887777,94.0,253.82500000000002,31.135,1.332371658077055
FAPI,42,47,94.0,47,4053.0,2275.0,4002.0,2236.0,102.0,78.0,6180.0,44.35262220676277,1.0,44.35262220676277,14,44.35262220676277,94.0,263.445,147.875,2.88292044343958
FAPI,1,47,94.0,29,4511.0,3328.0,4324.0,3234.0,374.0,188.0,56116.0,133.64983192316254,1.0,133.64983192316254,15,133.64983192316254,94.0,293.21500000000003,216.32,8.687239075005564
FAPI,48,47,94.0,53,1556.0,287.0,1518.0,220.0,76.0,134.0,6272.0,44.68153540496046,1.0,44.68153540496046,31,44.68153540496046,94.0,101.14,18.655,2.9042998013224297
FAPI,4,47,94.0,32,4473.0,3059.0,4358.0,2948.0,230.0,222.0,39720.0,112.44229043923004,1.0,112.44229043923004,16,112.44229043923004,94.0,290.745,198.835,7.308748878549952
FAPI,23,47,94.0,30,4594.0,3329.0,4490.0,3238.0,208.0,182.0,29336.0,96.63301103188124,1.0,96.63301103188124,12,96.63301103188124,94.0,298.61,216.38500000000002,6.281145717072281
FAPI,46,47,94.0,50,2572.0,684.0,2548.0,662.0,48.0,44.0,1672.0,23.06976657227589,1.0,23.06976657227589,30,23.06976657227589,94.0,167.18,44.46,1.4995348271979327
FAPI,40,47,94.0,46,837.0,3074.0,806.0,3044.0,62.0,60.0,2960.0,30.695231927842155,1.0,30.695231927842155,28,30.695231927842155,94.0,54.405,199.81,1.9951900753097402
FAPI,44,47,94.0,3,921.0,1382.0,900.0,1362.0,42.0,40.0,1356.0,20.775663783985824,1.0,20.775663783985824,27,20.775663783985824,94.0,59.865,89.83,1.3504181459590785
FAPI,28,47,94.0,14,4008.0,1830.0,3964.0,1782.0,88.0,96.0,6372.0,45.03632528041241,1.0,45.03632528041241,18,45.03632528041241,94.0,260.52,118.95,2.9273611432268067
FAPI,32,47,94.0,1,59.0,1269.0,0.0,1184.0,118.0,170.0,13580.0,65.74684976769517,1.0,65.74684976769517,19,65.74684976769517,94.0,3.835,82.485,4.273545234900186
FAPI,37,47,94.0,21,4271.0,832.0,4190.0,754.0,162.0,156.0,17416.0,74.45592641138043,1.0,74.45592641138043,26,74.45592641138043,94.0,277.615,54.08,4.839635216739728
FAPI,34,47,94.0,11,4612.0,2158.0,4520.0,1974.0,184.0,368.0,47680.0,123.19502982362212,1.0,123.19502982362212,23,123.19502982362212,94.0,299.78000000000003,140.27,8.007676938535438
FAPI,27,47,94.0,5,90.0,2864.0,20.0,2782.0,140.0,164.0,13796.0,66.2676632286938,1.0,66.2676632286938,21,66.2676632286938,94.0,5.8500000000000005,186.16,4.3073981098650975
FAPI,36,47,94.0,35,3226.0,3327.0,3178.0,3282.0,96.0,90.0,6412.0,45.177461086369895,1.0,45.177461086369895,20,45.177461086369895,94.0,209.69,216.255,2.9365349706140433
FAPI,8,47,94.0,25,4187.0,3288.0,4084.0,3156.0,206.0,264.0,36588.0,107.91812690967414,1.0,107.91812690967414,29,107.91812690967414,94.0,272.15500000000003,213.72,7.01467824912882
FAPI,9,47,94.0,27,4416.0,2865.0,4314.0,2792.0,204.0,146.0,19440.0,78.6634870026297,1.0,78.6634870026297,25,78.6634870026297,94.0,287.04,186.225,5.11312665517093
FAPI,30,47,94.0,63,4401.0,3294.0,4098.0,3164.0,606.0,260.0,94016.0,172.99197166185274,1.0,172.99197166185274,13,172.99197166185274,94.0,286.065,214.11,11.24447815802043
FAPI,39,47,94.0,13,2210.0,584.0,2168.0,544.0,84.0,80.0,5424.0,41.55132756797165,1.0,41.55132756797165,17,41.55132756797165,94.0,143.65,37.96,2.700836291918157
FAPI,20,47,94.0,26,3743.0,2489.0,3648.0,2404.0,190.0,170.0,25124.0,89.42716354934645,1.0,89.42716354934645,24,89.42716354934645,94.0,243.29500000000002,161.785,5.812765630707519
FAPI,44,48,96.0,3,921.0,1382.0,900.0,1362.0,42.0,40.0,1300.0,20.34214472564109,1.0,20.34214472564109,27,20.34214472564109,96.0,59.865,89.83,1.322239407166671
FAPI,20,48,96.0,28,3743.0,2489.0,3646.0,2402.0,194.0,174.0,26316.0,91.52400212410204,1.0,91.52400212410204,24,91.52400212410204,96.0,243.29500000000002,161.785,5.949060138066633
FAPI,32,48,96.0,2,60.0,1268.0,0.0,1180.0,120.0,176.0,15200.0,69.55796338302048,1.0,69.55796338302048,19,69.55796338302048,96.0,3.9000000000000004,82.42,4.5212676198963315
FAPI,30,48,96.0,71,4400.0,3294.0,4096.0,3164.0,608.0,260.0,95504.0,174.35557739887977,1.0,174.35557739887977,13,174.35557739887977,96.0,286.0,214.11,11.333112530927187
FAPI,34,48,96.0,11,4610.0,2159.0,4516.0,1974.0,188.0,370.0,49648.0,125.71177044832692,1.0,125.71177044832692,23,125.71177044832692,96.0,299.65000000000003,140.335,8.17126507914125
FAPI,28,48,96.0,14,4009.0,1830.0,3964.0,1780.0,90.0,100.0,6844.0,46.67454189429033,1.0,46.67454189429033,18,46.67454189429033,96.0,260.58500000000004,118.95,3.0338452231288713
FAPI,23,48,96.0,30,4595.0,3329.0,4486.0,3238.0,218.0,182.0,29608.0,97.0799624543071,1.0,97.0799624543071,12,97.0799624543071,96.0,298.675,216.38500000000002,6.3101975595299615
FAPI,40,48,96.0,49,836.0,3073.0,804.0,3042.0,64.0,62.0,3132.0,31.574460621325464,1.0,31.574460621325464,28,31.574460621325464,96.0,54.34,199.745,2.052339940386155
FAPI,5,48,96.0,9,4395.0,190.0,4128.0,6.0,534.0,368.0,143744.0,213.9045027099776,1.0,213.9045027099776,11,213.9045027099776,96.0,285.675,12.35,13.903792676148544
FAPI,27,49,98.0,9,94.0,2854.0,0.0,2760.0,188.0,188.0,20408.0,80.59818954070123,1.0,80.59818954070123,21,80.59818954070123,98.0,6.11,185.51000000000002,5.23888232014558
FAPI,46,49,98.0,57,2570.0,683.0,2544.0,660.0,52.0,46.0,1852.0,24.279825147895533,1.0,24.279825147895533,30,24.279825147895533,98.0,167.05,44.395,1.5781886346132097
FAPI,37,49,98.0,24,4270.0,831.0,4186.0,752.0,168.0,158.0,18100.0,75.90394548326596,1.0,75.90394548326596,26,75.90394548326596,98.0,277.55,54.015,4.933756456412287
FAPI,48,49,98.0,53,1556.0,282.0,1516.0,208.0,80.0,148.0,7868.0,50.04460195159979,1.0,50.04460195159979,31,50.04460195159979,98.0,101.14,18.330000000000002,3.252899126853986
FAPI,27,51,102.0,14,98.0,2855.0,0.0,2754.0,196.0,202.0,23408.0,86.31916250630663,1.0,86.31916250630663,21,86.31916250630663,102.0,6.37,185.57500000000002,5.610745562909931
FAPI,46,51,102.0,68,2572.0,685.0,2546.0,660.0,52.0,50.0,2108.0,25.903614421069328,1.0,25.903614421069328,30,25.903614421069328,102.0,167.18,44.525,1.6837349373695063
FAPI,46,52,104.0,76,2571.0,684.0,2544.0,658.0,54.0,52.0,2192.0,26.414679072721466,1.0,26.414679072721466,30,26.414679072721466,104.0,167.115,44.46,1.7169541397268953
FAPI,27,52,104.0,10,98.0,2851.0,0.0,2748.0,196.0,206.0,23608.0,86.68713741396085,1.0,86.68713741396085,21,86.68713741396085,104.0,6.37,185.315,5.634663931907456
FAPI,151,67,134.0,41,2975.0,3304.0,2916.0,3240.0,118.0,128.0,8540.0,52.137955732935794,1.0,52.137955732935794,32,52.137955732935794,134.0,193.375,214.76000000000002,3.388967122640827
FAPI,151,68,136.0,41,2974.0,3305.0,2914.0,3240.0,120.0,130.0,8768.0,52.82935814544293,1.0,52.82935814544293,32,52.82935814544293,136.0,193.31,214.82500000000002,3.4339082794537905
