warnings_rows_total,warnings_unique_tracks,tracks_rows_total,tracks_unique_tracks,fit_ok_count,qc_pass_count,qc_fail_count,tau_nonnull_count,r2_nonnull_count
958,958,29683,977,360,0,958,360,360
