dataset,track_id,tau_ms,fit_r2,fit_nrmse_range,fit_window_over_tau,n_points,tau_source_status,fit_status
FAPI-TEMPO,32,557.3509984429019,0.2853424351700238,0.1335859888978459,0.3444866888843827,100.0,qc_fail,
FAPI-TEMPO,39,619.5125755509824,0.3058511666665874,0.1248108202720616,0.3099210695266983,99.0,qc_fail,
FAPI-TEMPO,110,623.614156928902,0.1819739320838982,0.1632027871639708,0.3271253510417948,161.0,qc_fail,
FAPI-TEMPO,96,635.5942884860283,0.082687782288104,0.2245566319078648,0.2894928468257384,162.0,qc_fail,
FAPI-TEMPO,162,637.0701500268121,0.1371699181179797,0.1672179728909549,0.2794040813127229,155.0,qc_fail,
FAPI-TEMPO,232,642.313949866763,0.1566826918010861,0.1459189803747539,0.2335306590042376,76.0,qc_fail,
FAPI-TEMPO,8,646.7686522794231,0.2438219656851283,0.1499253499952973,0.3710754984091482,178.0,qc_fail,
FAPI-TEMPO,50,703.1840327350925,0.1037743702232855,0.1743192152770042,0.2872647708087231,168.0,qc_fail,
FAPI-TEMPO,215,737.9239375844073,0.1727369069054489,0.112993047122311,0.2303760473694547,149.0,qc_fail,
FAPI-TEMPO,246,739.3907453239175,0.1655873020660289,0.1198688394676198,0.2001647991078967,74.0,qc_fail,
FAPI-TEMPO,127,778.4079105352521,0.1917849381667631,0.1365508819045435,0.2132557978320831,86.0,qc_fail,
FAPI-TEMPO,134,792.6492864081916,0.1614158477453967,0.1235890752922752,0.2573647683761944,158.0,qc_fail,
FAPI-TEMPO,139,852.6667567118074,0.2492675459614305,0.0378390179225496,0.1970289080435937,86.0,qc_fail,
FAPI-TEMPO,29,921.0396036047648,0.219039264697443,0.1125014749959281,0.2106315507397541,100.0,qc_fail,
FAPI-TEMPO,44,944.2348814031131,0.1428936984217784,0.1399732412267541,0.2287566412278992,168.0,qc_fail,
FAPI-TEMPO,143,1058.7423699379042,0.2060470096475263,0.0960516594632062,0.1605678631808894,87.0,qc_fail,
FAPI-TEMPO,367,1135.221290166679,0.0132331089889758,0.1197690537435827,0.0264265656923992,24.0,qc_fail,
FAPI-TEMPO,147,1430.1100669916486,0.1426716431754571,0.0840529676570087,0.1160749818013618,91.0,qc_fail,
FAPI-TEMPO,321,2282.0819596305555,-0.0104519775616691,0.1447848099288358,0.047325206504627,54.0,qc_fail,
FAPI-TEMPO,105,2529.222866402621,0.0357507993458902,0.0867939257825902,0.0727496190407719,112.0,qc_fail,
FAPI-TEMPO,413,5102.268875356453,0.0038486033700338,0.0798957592004621,0.012543439313658,106.0,qc_fail,
FAPI-TEMPO,338,7228.299246054421,0.0603084009520544,0.0043475641029479,0.0024902123428032,20.0,qc_fail,
FAPI-TEMPO,201,10266.008223577235,-0.0037763830399233,0.0857367904680784,0.0151957797619648,81.0,qc_fail,
FAPI-TEMPO,336,933571.455733871,-5.248508826216636e-05,0.0013630756615679,2.142310572711138e-05,26.0,qc_fail,
