dataset,track_id,tau_ms,fit_r2,fit_nrmse_range,fit_window_over_tau,n_points,tau_source_status,fit_status
FAPI-TEMPO,104,411.0095004806207,0.2415504512399313,0.1277535305713696,0.4330800134591847,92.0,qc_fail,
FAPI-TEMPO,25,411.48200385891454,0.3796652318551521,0.1221706555599071,0.4763270280641551,101.0,qc_fail,
FAPI-TEMPO,151,415.927904042822,0.639821835801949,0.0916776331516077,0.3991076299197021,153.0,qc_fail,
FAPI-TEMPO,75,419.3100067163348,0.1906824953582113,0.104413855710762,0.4435858840016424,96.0,qc_fail,
FAPI-TEMPO,62,433.6111463366979,0.5799366989147938,0.1062018780960313,0.521204313840474,166.0,qc_fail,
FAPI-TEMPO,256,442.52738910641057,0.5825257053455455,0.1025833022941773,0.3977154958824003,93.0,qc_fail,
FAPI-TEMPO,107,446.9870980136106,0.446505892972315,0.1736328264038215,0.657737105403091,161.0,qc_fail,
FAPI-TEMPO,99,453.192177199598,0.1391366921816379,0.2138878942644672,0.4280744676547168,163.0,qc_fail,
FAPI-TEMPO,51,454.7252978505434,0.4554561515643905,0.134217579406141,0.4970033580016048,168.0,qc_fail,
FAPI-TEMPO,54,461.1689811039788,0.7056996891675686,0.085257440136299,0.6244999377680721,167.0,qc_fail,
FAPI-TEMPO,133,474.34047195783967,0.6194235928942344,0.0895063868398388,0.5649950106383087,158.0,qc_fail,
FAPI-TEMPO,59,475.7979852755344,0.3123405701473076,0.1445419179542328,0.3867187455479571,95.0,qc_fail,
FAPI-TEMPO,47,477.04982275173234,0.6158063969869223,0.0929030022197782,0.5827483561285748,168.0,qc_fail,
FAPI-TEMPO,31,490.4203780274082,0.2701162426760213,0.177198829895444,0.4608291378694902,169.0,qc_fail,
FAPI-TEMPO,209,494.2408007104583,0.1346638834270641,0.1865867396897332,0.3277754482574673,149.0,qc_fail,
FAPI-TEMPO,38,496.52832683536366,0.2995675477319771,0.1573754180865391,0.3826569195175026,98.0,qc_fail,
FAPI-TEMPO,93,499.5394133870743,0.2550517836262006,0.1508995888187891,0.3523245519440609,91.0,qc_fail,
FAPI-TEMPO,282,499.8419963609716,0.1747109063296099,0.1585899773206079,0.2640834522929389,68.0,qc_fail,
FAPI-TEMPO,79,511.5054844900289,0.3197313488798913,0.1435501958174144,0.3519023851317255,93.0,qc_fail,
FAPI-TEMPO,49,512.6677485340969,0.2420960807328339,0.1700889781820703,0.3940173739767935,168.0,qc_fail,
FAPI-TEMPO,164,515.8458002770299,0.1006700147683038,0.1900394134453245,0.3373101029543228,150.0,qc_fail,
FAPI-TEMPO,101,520.184546735351,0.5239854861881665,0.0962743761685502,0.4805986674709696,163.0,qc_fail,
FAPI-TEMPO,188,536.5734395431979,0.5097541758889178,0.1284418572731203,0.4174638241331855,150.0,qc_fail,
