track_id_norm,time_ms_norm,frame_i_norm,R_px_norm
755,352.0,176,149.33875540388405
755,354.0,177,149.53472133467508
755,356.0,178,150.4853432818612
755,358.0,179,149.2193457911156
755,360.0,180,149.56877615664578
755,362.0,181,150.11684349954754
755,364.0,182,149.7601902392952
755,366.0,183,151.93783658323306
756,248.0,124,109.359677412186
756,250.0,125,112.74196368296558
756,252.0,126,110.25251894440598
756,254.0,127,111.99411928840767
756,256.0,128,111.73802833267196
756,258.0,129,114.18951868552912
756,260.0,130,115.5914174255632
756,262.0,131,116.4091425731516
756,264.0,132,116.96563131184872
756,266.0,133,117.52490196246517
756,268.0,134,118.38305482162528
756,270.0,135,119.53365288075987
756,272.0,136,120.04384685319182
756,274.0,137,120.03323993054217
756,276.0,138,120.20813447183748
756,278.0,139,120.43564627477603
756,280.0,140,121.51443947240872
756,282.0,141,122.40703804293034
756,284.0,142,122.6668045547782
756,286.0,143,122.62008719527782
756,288.0,144,122.65642445706088
756,290.0,145,122.8431320188522
756,292.0,146,122.77055726262245
756,294.0,147,123.37060232390914
756,296.0,148,123.30866410446312
756,298.0,149,122.72906670474184
756,300.0,150,123.48923041015782
756,302.0,151,123.59744357280404
756,304.0,152,124.04474957903072
756,306.0,153,124.28572788830982
756,308.0,154,123.60259421742415
756,310.0,155,124.36253756617393
756,312.0,156,124.3471794262492
756,314.0,157,123.94719983434264
756,316.0,158,123.76730167014526
756,318.0,159,123.85471341442457
756,320.0,160,124.13196594908555
756,322.0,161,124.31645745433468
756,324.0,162,123.32931363388938
756,326.0,163,123.90096525399574
756,328.0,164,123.0657725958959
756,330.0,165,123.02955623674994
756,332.0,166,123.3757624386122
756,334.0,167,122.37582900710002
756,336.0,168,123.6643852198928
756,338.0,169,122.08415994988792
756,340.0,170,122.39663591518324
756,342.0,171,122.58893239811304
756,344.0,172,122.85867817470346
756,346.0,173,122.79648174234688
756,348.0,174,121.6401115971509
756,350.0,175,121.79701940404529
756,352.0,176,123.02955623674994
756,354.0,177,122.71350412885604
756,356.0,178,123.4118772003814
756,358.0,179,122.7601859378088
756,360.0,180,123.42219376275682
756,362.0,181,123.88041101277037
756,364.0,182,123.70556207451595
756,366.0,183,125.27041705391132
757,248.0,124,106.74967880691588
757,252.0,126,107.51623982752812
757,256.0,128,108.47122490733494
758,248.0,124,131.58081672230472
758,250.0,125,132.78966245546854
758,252.0,126,131.03781324601843
758,254.0,127,129.6998105821322
758,256.0,128,131.01351954120892
758,258.0,129,129.41480970679643
758,260.0,130,130.9551962620724
758,262.0,131,130.28260195000888
758,264.0,132,130.02336203541844
758,266.0,133,129.49840942539345
758,268.0,134,129.43940346420794
758,270.0,135,129.02560616952067
758,272.0,136,129.4246477705688
758,274.0,137,129.26714890142924
758,276.0,138,129.55738851275
758,278.0,139,129.4246477705688
758,280.0,140,128.9811920068567
758,282.0,141,129.37052916156645
758,284.0,142,127.78115636385408
758,286.0,143,128.55601615895856
758,288.0,144,130.07720903365654
758,290.0,145,129.31638790405347
758,292.0,146,128.20393630066985
758,294.0,147,128.03996398785011
758,296.0,148,127.9255559631501
758,298.0,149,127.80606448603056
758,300.0,150,127.01660628177422
758,302.0,151,126.24742619552592
758,304.0,152,125.64085273360152
758,306.0,153,125.34662333717613
758,308.0,154,127.80606448603056
758,310.0,155,125.01606061472312
758,312.0,156,125.1992493397408
758,314.0,157,127.4868730048092
758,316.0,158,125.56482502060648
758,318.0,159,125.59017270542786
758,320.0,160,124.6590896946254
758,322.0,161,126.36839149909449
758,324.0,162,123.83929229584216
758,326.0,163,125.82313181302162
758,328.0,164,125.98998930158407
758,330.0,165,124.5109019190502
758,332.0,166,126.6351138742307
758,334.0,167,125.88888995188802
758,336.0,168,125.5546845138247
758,338.0,169,124.74077311051276
758,340.0,170,123.84443288206285
758,342.0,171,126.76073151634048
758,344.0,172,126.32808260125906
758,346.0,173,125.59524162851048
758,348.0,174,123.88041101277037
758,350.0,175,124.86829647603432
758,352.0,176,122.61489527880698
758,354.0,177,122.55776968124344
759,248.0,124,133.57836269365848
759,252.0,126,131.51790454241274
759,254.0,127,135.53238325910968
76,38.0,19,28.43425945768288
76,40.0,20,29.3161507141752
76,42.0,21,34.65061169280073
76,44.0,22,37.0823233942262
76,46.0,23,37.57688990737918
76,48.0,24,39.25073055536097
76,50.0,25,39.68623586128314
76,52.0,26,40.8092798823208
76,54.0,27,41.719521301819455
76,56.0,28,41.780514786583325
76,58.0,29,42.92292652221864
76,60.0,30,42.47564519686223
76,62.0,31,42.92292652221864
76,64.0,32,43.803789720934994
76,66.0,33,44.97974695998382
76,68.0,34,46.29105911284898
76,70.0,35,45.57031596843553
76,72.0,36,45.402365829615405
76,74.0,37,46.08430926701898
76,76.0,38,45.83497844237541
76,78.0,39,46.27730452656619
76,80.0,40,45.86274880447626
76,82.0,41,45.4864184146723
76,84.0,42,45.9459591821838
76,86.0,43,45.87662768172073
76,88.0,44,46.07049295453128
76,90.0,45,46.07049295453128
76,92.0,46,45.247863904654565
76,94.0,47,46.13953314455178
76,96.0,48,45.89050236151223
76,98.0,49,45.95981293168669
76,100.0,50,45.97366250648702
76,102.0,51,45.34624421875849
76,104.0,52,45.86274880447626
76,106.0,53,45.68193968978257
76,108.0,54,45.7098030285671
76,110.0,55,45.86274880447626
76,112.0,56,45.050458758017655
76,114.0,57,45.68193968978257
76,116.0,58,45.58428388170407
76,118.0,59,45.45841815445374
76,120.0,60,45.57031596843553
76,122.0,61,44.76694141230944
76,124.0,62,45.177461086369895
