track_id,n_points,t_nuc_ms,t_end_ms,R0_px,R_end_px,R_max_px
387,11,144.0,164.0,124.69993809080476,109.5225536177365,124.89888270955515
388,8,144.0,160.0,113.0915170420165,129.3459223084363,129.3459223084363
389,10,144.0,166.0,143.49505189189296,141.29542123312896,146.2894742211777
390,7,144.0,158.0,105.42346980626864,106.12764490332974,107.79417463505666
391,8,144.0,160.0,145.35520976330807,148.10164630129083,151.71560397573572
392,27,146.0,212.0,41.68899109553381,39.46101827387509,41.68899109553381
393,4,146.0,152.0,13.303394180365686,12.865501965161373,13.303394180365686
394,1,146.0,146.0,55.198389745999336,55.198389745999336,55.198389745999336
395,2,146.0,150.0,146.8237675988157,142.7968182731451,146.8237675988157
396,2,146.0,150.0,21.43920417481474,21.049640414216977,21.43920417481474
397,3,146.0,150.0,208.06589763952252,207.19819248579418,208.06589763952252
398,5,146.0,154.0,126.348238657646,123.20536454364563,126.63008657658985
399,5,146.0,156.0,150.4938039314213,148.35075170267015,150.4938039314213
400,2,146.0,148.0,27.034043328329254,26.366433043273013,27.034043328329254
401,1,148.0,148.0,37.37303547444967,37.37303547444967,37.37303547444967
402,1,148.0,148.0,16.39065416446578,16.39065416446578,16.39065416446578
403,34,150.0,218.0,20.62188177498708,19.47884453275087,20.62188177498708
404,1,150.0,150.0,32.41022407214287,32.41022407214287,32.41022407214287
405,35,150.0,218.0,43.33622420659609,44.1944505749731,44.1944505749731
406,1,150.0,150.0,141.79914982276054,141.79914982276054,141.79914982276054
407,18,150.0,202.0,194.93872743035354,193.364817044603,196.56157809955766
408,4,152.0,158.0,29.054394128245264,29.03247455203703,29.054394128245264
409,1,152.0,152.0,22.98683125324351,22.98683125324351,22.98683125324351
410,2,154.0,158.0,37.338951531678056,37.13379090462191,37.338951531678056
411,1,154.0,154.0,41.97813156768016,41.97813156768016,41.97813156768016
412,29,154.0,218.0,37.99807421080277,37.3048364477789,38.014824519842385
413,106,154.0,366.0,113.92718691791809,153.5632430239735,164.6196539607079
414,1,154.0,154.0,40.65298179797198,40.65298179797198,40.65298179797198
415,1,154.0,154.0,167.836681591721,167.836681591721,167.836681591721
416,33,154.0,218.0,31.331576548121713,30.653723819701746,31.614759885488656
417,101,156.0,366.0,128.48171347507545,131.2222984214129,140.44581527064855
418,2,156.0,160.0,21.079862454783044,21.049640414216977,21.079862454783044
419,2,156.0,160.0,16.545286401814263,16.698486766680407,16.698486766680407
420,1,158.0,158.0,44.82378834494121,44.82378834494121,44.82378834494121
421,1,158.0,158.0,125.76746345635236,125.76746345635236,125.76746345635236
422,1,160.0,160.0,169.21549610348657,169.21549610348657,169.21549610348657
423,8,160.0,178.0,167.35046168443827,166.54968244220777,168.58981688442228
424,7,162.0,176.0,157.65035969901996,164.56163549555583,166.8590097199543
425,1,162.0,162.0,54.97882027836971,54.97882027836971,54.97882027836971
426,2,164.0,168.0,37.116642997494345,36.823906842470535,37.116642997494345
427,1,164.0,164.0,153.9648461301451,153.9648461301451,153.9648461301451
428,11,164.0,192.0,40.06937815727916,38.09846559899868,40.06937815727916
429,26,164.0,216.0,44.30954048488453,42.61032258493641,44.424332232904774
430,1,164.0,164.0,172.46861234468975,172.46861234468975,172.46861234468975
431,4,164.0,174.0,85.43700784769261,84.06235467365968,128.31809612254668
432,1,164.0,164.0,158.66471655192794,158.66471655192794,158.66471655192794
433,1,166.0,166.0,19.60913925979463,19.60913925979463,19.60913925979463
434,1,166.0,166.0,28.988585676524604,28.988585676524604,28.988585676524604
435,2,166.0,170.0,12.716187407449045,12.514330345744634,12.716187407449045
436,2,166.0,170.0,20.867389014906145,20.83685880248485,20.867389014906145
437,1,166.0,166.0,129.90089948254828,129.90089948254828,129.90089948254828
438,2,166.0,170.0,16.698486766680407,16.545286401814263,16.698486766680407
439,4,166.0,172.0,146.8237675988157,147.50294010776346,147.5590371834813
440,19,168.0,206.0,178.30533203479087,183.04104834752525,183.38852018224748
441,18,168.0,206.0,102.68250420569166,94.07596970243844,102.88070924805781
442,1,168.0,168.0,36.371635747926355,36.371635747926355,36.371635747926355
443,1,170.0,170.0,113.512925223165,113.512925223165,113.512925223165
444,22,170.0,220.0,54.93248329560876,61.27628756235151,61.27628756235151
445,2,172.0,176.0,99.85996251934904,99.54709125169741,99.85996251934904
446,2,174.0,178.0,36.772005609005646,36.511392788247825,36.772005609005646
447,16,174.0,212.0,19.347672370394786,18.229523339239496,19.347672370394786
448,2,174.0,176.0,27.431452220735256,28.679483013103898,28.679483013103898
449,1,174.0,174.0,30.570538527078803,30.570538527078803,30.570538527078803
450,23,174.0,224.0,44.79537389622523,97.96774820426188,97.96774820426188
451,1,174.0,174.0,35.77157729900708,35.77157729900708,35.77157729900708
452,1,174.0,174.0,131.5663011970563,131.5663011970563,131.5663011970563
453,1,176.0,176.0,12.309163489997376,12.309163489997376,12.309163489997376
454,2,176.0,180.0,20.867389014906145,20.775663783985824,20.867389014906145
455,1,176.0,176.0,134.58493884310542,134.58493884310542,134.58493884310542
456,4,176.0,186.0,177.38895712130676,177.58981818530583,177.58981818530583
457,2,176.0,180.0,16.23454913941803,16.351767622932517,16.351767622932517
458,1,176.0,176.0,19.60913925979463,19.60913925979463,19.60913925979463
459,1,176.0,176.0,139.85985530439498,139.85985530439498,139.85985530439498
460,3,178.0,186.0,15.180789096653193,15.09668435477122,15.471555655790098
461,1,178.0,178.0,99.09199447481907,99.09199447481907,99.09199447481907
462,1,178.0,178.0,37.94777892176918,37.94777892176918,37.94777892176918
463,2,178.0,180.0,17.805522925178455,17.91246396432554,17.91246396432554
464,1,178.0,178.0,165.55672042992953,165.55672042992953,165.55672042992953
465,1,178.0,178.0,26.414679072721462,26.414679072721462,26.414679072721462
466,1,178.0,178.0,158.60853358151115,158.60853358151115,158.60853358151115
467,1,178.0,178.0,141.39901191654863,141.39901191654863,141.39901191654863
468,22,180.0,222.0,23.803184606416586,117.12336596502273,125.30090512893071
469,16,182.0,220.0,28.11906394744562,29.010538413996088,29.010538413996088
470,1,182.0,182.0,139.03353109293184,139.03353109293184,139.03353109293184
471,20,182.0,222.0,34.29975713230766,55.42857585619486,55.42857585619486
472,2,184.0,188.0,36.511392788247825,36.16098743733379,36.511392788247825
473,1,184.0,184.0,30.508000708034015,30.508000708034015,30.508000708034015
474,1,184.0,184.0,29.2726871606753,29.2726871606753,29.2726871606753
475,1,184.0,184.0,18.36868202552426,18.36868202552426,18.36868202552426
476,1,184.0,184.0,73.88945234486704,73.88945234486704,73.88945234486704
477,1,186.0,186.0,153.10654217935652,153.10654217935652,153.10654217935652
478,1,186.0,186.0,14.581872443920643,14.581872443920643,14.581872443920643
479,5,186.0,196.0,32.13405157741889,32.07456238432586,32.33155836373447
480,1,186.0,186.0,20.683531783305643,20.683531783305643,20.683531783305643
481,1,186.0,186.0,136.4265944196314,136.4265944196314,136.4265944196314
482,2,186.0,188.0,166.01368372919546,167.0039287784085,167.0039287784085
483,8,186.0,204.0,157.96502333655928,130.9162996409539,157.96502333655928
484,1,186.0,186.0,164.7626788241148,164.7626788241148,164.7626788241148
485,4,186.0,196.0,16.11647812414279,15.99753570059363,16.15593100600236
486,1,186.0,186.0,100.21633364312908,100.21633364312908,100.21633364312908
487,2,190.0,192.0,87.06818161276345,87.04624363359372,87.06818161276345
488,1,190.0,190.0,213.87771535085227,213.87771535085227,213.87771535085227
489,1,192.0,192.0,151.75336452818726,151.75336452818726,151.75336452818726
490,1,192.0,192.0,38.36489168124743,38.36489168124743,38.36489168124743
491,2,192.0,194.0,177.6077411624101,177.0944281052245,177.6077411624101
492,2,192.0,196.0,100.24809088753082,99.34223528410385,100.24809088753082
493,1,194.0,194.0,36.23133961947795,36.23133961947795,36.23133961947795
494,1,194.0,194.0,30.695231927842155,30.695231927842155,30.695231927842155
495,1,194.0,194.0,28.944630252185586,28.944630252185586,28.944630252185586
496,1,194.0,194.0,132.58335172491928,132.58335172491928,132.58335172491928
497,1,194.0,194.0,134.74567120291255,134.74567120291255,134.74567120291255
498,1,196.0,196.0,44.90892382211466,44.90892382211466,44.90892382211466
499,1,196.0,196.0,20.65272978291924,20.65272978291924,20.65272978291924
500,1,198.0,198.0,36.73736405104852,36.73736405104852,36.73736405104852
501,1,198.0,198.0,216.87788098744966,216.87788098744966,216.87788098744966
502,3,198.0,204.0,27.010484244701136,25.631847476983474,27.010484244701136
503,2,200.0,204.0,36.03754064347158,35.91366952591617,36.03754064347158
504,2,202.0,206.0,152.21830781837804,152.7401983047763,152.7401983047763
505,2,202.0,206.0,31.85548488335917,31.915382432114615,31.915382432114615
506,80,202.0,366.0,101.71072362820549,164.18207698036997,165.23725002946773
507,2,202.0,206.0,20.466944330257718,20.49802550887777,20.49802550887777
508,1,202.0,202.0,87.97740160089438,87.97740160089438,87.97740160089438
509,2,202.0,206.0,15.716503163191918,15.347615963921077,15.716503163191918
510,1,204.0,204.0,25.25654394235911,25.25654394235911,25.25654394235911
511,1,204.0,204.0,34.61384710770804,34.61384710770804,34.61384710770804
512,1,204.0,204.0,28.2320377409108,28.2320377409108,28.2320377409108
513,1,204.0,204.0,30.591356056578213,30.591356056578213,30.591356056578213
514,1,206.0,206.0,43.8328469644097,43.8328469644097,43.8328469644097
515,3,206.0,212.0,178.786685104278,178.62637820619656,178.786685104278
516,3,208.0,214.0,13.493452297211721,11.562445770562215,13.493452297211721
517,2,208.0,212.0,152.3102902140058,152.28939000255727,152.3102902140058
518,4,208.0,218.0,75.85360573274154,74.65232405830248,75.85360573274154
519,2,210.0,214.0,35.75377606511099,35.539465786323824,35.75377606511099
520,79,210.0,366.0,37.06515167605875,131.5663011970563,131.5663011970563
521,1,210.0,210.0,114.74012764748687,114.74012764748687,114.74012764748687
522,1,210.0,210.0,100.0319428086531,100.0319428086531,100.0319428086531
523,1,210.0,210.0,132.53052297347043,132.53052297347043,132.53052297347043
524,77,212.0,366.0,31.915382432114615,143.67240340178924,145.09657429517733
525,1,212.0,212.0,44.03571081101852,44.03571081101852,44.03571081101852
526,1,212.0,212.0,20.404639941160397,20.404639941160397,20.404639941160397
527,1,212.0,212.0,96.04488795144827,96.04488795144827,96.04488795144827
528,1,212.0,212.0,15.67594437773643,15.67594437773643,15.67594437773643
529,1,212.0,212.0,184.27851718969177,184.27851718969177,184.27851718969177
530,1,212.0,212.0,101.36588738827655,101.36588738827655,101.36588738827655
531,1,214.0,214.0,25.482389366284572,25.482389366284572,25.482389366284572
532,75,214.0,366.0,142.6763955292738,113.1140317778641,144.8067058607556
533,2,214.0,216.0,35.593164329846914,25.582125126616702,35.593164329846914
534,4,214.0,220.0,137.35670196202892,145.80999251761776,156.65788274060856
535,1,214.0,214.0,159.0774526814261,159.0774526814261,159.0774526814261
536,2,216.0,218.0,153.18967996902984,153.22292245408866,153.22292245408866
537,75,218.0,366.0,132.16976414356816,156.2917165615123,156.2917165615123
538,75,218.0,366.0,103.92733547045448,128.4024098869473,128.4024098869473
539,17,218.0,252.0,40.4016471984804,57.06966580796269,57.06966580796269
540,4,218.0,224.0,26.678472698169138,29.40288507740653,29.40288507740653
541,7,218.0,232.0,33.96402549065787,55.897494065298574,55.897494065298574
542,75,218.0,366.0,152.84436256140023,148.6979419288338,155.98184016206574
543,75,218.0,366.0,146.46344202461592,172.5129013107127,173.84364766603875
544,4,218.0,224.0,78.78478774854901,57.77918384933796,78.78478774854901
545,75,218.0,366.0,102.29116569202625,165.80263873164654,165.80263873164654
546,14,218.0,244.0,20.98906578384008,31.513915099419602,31.513915099419602
547,75,218.0,366.0,133.7260236670685,164.1277826815492,166.10569205903505
548,3,218.0,222.0,19.149229459268767,23.66908109081279,23.66908109081279
549,75,218.0,366.0,125.11277697730992,147.6409868764971,147.6409868764971
550,3,218.0,222.0,126.14653316718642,127.70141772497267,127.70141772497267
551,1,218.0,218.0,180.71688997561054,180.71688997561054,180.71688997561054
552,75,218.0,366.0,151.9462163552706,167.66590562248385,167.66590562248385
553,2,218.0,220.0,36.63324282875953,38.48087304787918,38.48087304787918
554,75,218.0,366.0,136.92033836023242,132.1408608890453,147.13129762082315
555,4,218.0,224.0,16.23454913941803,19.44613444328572,19.44613444328572
556,75,218.0,366.0,115.55836769867592,161.6499154859035,161.6499154859035
557,1,218.0,218.0,131.50822307421583,131.50822307421583,131.50822307421583
558,1,218.0,218.0,167.3770883448741,167.3770883448741,167.3770883448741
559,75,218.0,366.0,139.08846696511563,177.2094244992293,177.2094244992293
560,2,218.0,220.0,193.90728969168254,197.5469363116845,197.5469363116845
561,75,218.0,366.0,147.55472278097804,173.27143003061738,173.27143003061738
562,74,220.0,366.0,27.408234736913393,99.54069588429165,99.54069588429165
563,9,220.0,236.0,61.088993326283926,85.39228813363813,85.39228813363813
564,74,220.0,366.0,88.20143773392724,153.0691154420658,153.0691154420658
565,3,220.0,224.0,144.10157436713095,149.95985075716916,149.95985075716916
566,1,220.0,220.0,20.806283791440396,20.806283791440396,20.806283791440396
567,3,220.0,224.0,41.719521301819455,47.16300970731543,47.16300970731543
568,1,220.0,220.0,17.22396045987371,17.22396045987371,17.22396045987371
569,73,220.0,366.0,32.9363035587535,169.06117620617377,169.06117620617377
570,2,220.0,222.0,23.90992587997897,30.361578193306386,30.361578193306386
571,72,220.0,366.0,137.31961861849078,173.52109022795221,173.52109022795221
572,40,220.0,302.0,204.88395386260385,227.32009793037787,233.86049560486734
573,74,220.0,366.0,126.31296344823964,139.90991659192136,139.90991659192136
574,74,220.0,366.0,122.19361743196431,161.98039170948283,161.98039170948283
575,74,220.0,366.0,144.64394974933515,163.034194989552,164.5074664668625
576,16,220.0,250.0,59.172702727031975,111.9088207516059,111.9088207516059
577,74,220.0,366.0,145.9060149136146,159.78422747890195,159.78422747890195
578,1,220.0,220.0,69.26446855756632,69.26446855756632,69.26446855756632
579,74,220.0,366.0,119.41109521936849,162.41998069008577,162.41998069008577
580,74,220.0,366.0,142.52014053164575,164.53842238122914,165.2025715338542
581,73,222.0,366.0,106.46901740307906,153.78280561854407,161.622345298497
582,7,222.0,234.0,35.82492792865108,38.065031221695,38.065031221695
583,6,222.0,232.0,31.735350634355903,41.151046092387084,41.151046092387084
584,73,222.0,366.0,94.52827685381435,132.00107260814474,132.00107260814474
585,73,222.0,366.0,155.72041333582817,178.7403889905544,178.7403889905544
586,5,222.0,230.0,36.772005609005646,42.490630431125176,42.490630431125176
587,8,222.0,238.0,46.42838085951986,63.0984948821036,63.0984948821036
588,1,222.0,222.0,226.0732371715285,226.0732371715285,226.0732371715285
589,1,222.0,222.0,14.798554040663838,14.798554040663838,14.798554040663838
590,4,222.0,228.0,29.98177977677484,38.77751800118501,38.77751800118501
591,1,222.0,222.0,101.00096649249512,101.00096649249512,101.00096649249512
592,73,222.0,366.0,137.4076752182269,159.59685802805433,159.59685802805433
593,7,222.0,234.0,136.64107978202026,136.30521426847727,141.5385141820524
594,3,222.0,226.0,127.54678225294896,104.11094200097529,131.69688332827923
595,73,222.0,366.0,131.45496225379105,153.7165556184341,154.49731954034056
596,3,222.0,228.0,28.65727667372076,33.813741454801715,33.813741454801715
597,72,222.0,366.0,145.82309020392466,161.3542754647196,162.72542152920417
598,73,222.0,366.0,182.43486974637594,186.64360140105003,210.96164354373255
599,73,222.0,366.0,150.3456738243018,163.70833569837072,163.70833569837072
600,73,222.0,366.0,138.60244677120292,175.36769361411217,175.36769361411217
601,73,222.0,366.0,184.44426636731978,200.08297720086782,214.6502257285823
602,73,222.0,366.0,93.91341930938556,161.55931006002356,162.57277284223366
603,7,222.0,234.0,120.21872596350717,147.67547840526493,148.54373534505038
604,22,222.0,266.0,106.9522513549888,142.37265731938766,142.3994838103432
605,73,222.0,366.0,177.54320997720083,171.89181735941995,177.54320997720083
606,1,222.0,222.0,19.706294962377495,19.706294962377495,19.706294962377495
607,1,222.0,222.0,125.22467102355775,125.22467102355775,125.22467102355775
608,43,224.0,308.0,155.21264583124022,174.82959849782964,175.08430906007476
609,2,224.0,228.0,34.18821291127805,34.65061169280073,34.65061169280073
610,72,224.0,366.0,154.1673200829906,175.29144284046978,176.08862153170324
611,72,224.0,366.0,139.07473503146377,166.4770409703701,170.5495746094806
612,3,224.0,228.0,37.96455142155909,40.933888660515436,40.933888660515436
613,5,224.0,232.0,101.76078428024756,113.41193006432178,113.41193006432178
614,3,224.0,228.0,197.5018144030744,200.35960073316912,200.35960073316912
615,1,224.0,224.0,35.575273821388244,35.575273821388244,35.575273821388244
616,72,224.0,366.0,129.81265490918008,158.5483154489707,158.68477707778814
617,72,224.0,366.0,119.40576377187305,156.25505274979585,156.25505274979585
618,6,224.0,236.0,22.140398025397776,48.925354818356766,48.925354818356766
619,72,224.0,366.0,42.848703871973825,68.0684853900192,68.59023339948936
620,72,224.0,366.0,172.09909438933533,193.83504772251564,193.83504772251564
621,1,224.0,224.0,135.5464740615867,135.5464740615867,135.5464740615867
622,72,224.0,366.0,136.06680792902435,178.18389738558312,178.18389738558312
623,2,224.0,226.0,162.00397135757478,167.03823329802776,167.03823329802776
624,72,224.0,366.0,31.815490536285218,169.54624502325544,169.54624502325544
625,1,224.0,224.0,134.49503415387667,134.49503415387667,134.49503415387667
626,15,224.0,256.0,239.18444603284792,236.26815561946503,241.81036547761474
627,50,224.0,322.0,247.42913536910083,246.58376763044987,247.4497180153146
628,1,224.0,224.0,98.07815638802634,98.07815638802634,98.07815638802634
629,44,226.0,314.0,81.5092874734412,100.63472233192421,110.20631568666434
630,1,226.0,226.0,18.575465448360347,18.575465448360347,18.575465448360347
631,8,226.0,240.0,108.2126799082681,129.97439086045426,129.97439086045426
632,5,226.0,234.0,121.488241416896,127.3669699705175,127.51183861221682
633,71,226.0,366.0,132.29975064781596,142.7968182731451,151.5812680521269
634,3,226.0,230.0,30.943111311580196,33.30152614317138,33.30152614317138
635,3,226.0,230.0,18.159544104586082,20.62188177498708,21.200319792199185
636,1,226.0,226.0,151.45521990987532,151.45521990987532,151.45521990987532
637,2,226.0,228.0,216.03673009887027,217.66314217063808,217.66314217063808
638,20,226.0,266.0,164.0501882262472,191.48564543924232,194.02872689045117
639,1,226.0,226.0,84.02448021592564,84.02448021592564,84.02448021592564
640,3,226.0,232.0,141.67787908756202,143.77870930120392,144.6263435232643
641,71,226.0,366.0,150.1889202788546,175.29507458179884,175.29507458179884
642,1,226.0,226.0,171.95846936667417,171.95846936667417,171.95846936667417
643,1,226.0,226.0,139.62295896248608,139.62295896248608,139.62295896248608
644,71,226.0,366.0,76.97001755003511,109.02735615269903,109.02735615269903
645,2,226.0,228.0,147.200511453945,150.87826158966698,150.87826158966698
646,1,226.0,226.0,155.093653897046,155.093653897046,155.093653897046
647,71,226.0,366.0,50.525689378711114,69.3287767191607,69.3287767191607
648,70,226.0,366.0,134.0113569011577,155.33974331065698,155.33974331065698
649,1,226.0,226.0,123.7518696589047,123.7518696589047,123.7518696589047
650,71,226.0,366.0,161.45288228880582,194.76883476531722,194.76883476531722
651,7,226.0,238.0,157.38361446884443,170.22451515302618,172.09169593719471
652,71,226.0,366.0,47.4724551101082,72.00438477038452,72.00438477038452
653,19,228.0,264.0,37.64459607022283,42.89325287434272,43.15958125315331
654,11,228.0,250.0,26.29389801439097,30.77808020788433,30.798757455905527
655,70,228.0,366.0,60.334002506031624,67.01280380853288,70.11403484483306
656,1,228.0,228.0,51.96673045693062,51.96673045693062,51.96673045693062
657,2,228.0,230.0,15.471555655790098,15.99753570059363,15.99753570059363
658,70,228.0,366.0,144.7759281974398,152.26848692236786,152.26848692236786
659,70,228.0,366.0,151.48464052425197,173.39263355123077,174.68388285449493
660,2,228.0,230.0,31.895429080722444,31.270560761786875,31.895429080722444
661,1,228.0,228.0,171.93255221195395,171.93255221195395,171.93255221195395
662,70,228.0,366.0,148.86481879918944,171.43938185453916,173.81801160127415
663,13,228.0,256.0,45.16336735304101,61.628512572874826,61.628512572874826
664,70,228.0,366.0,54.47863231375825,85.71969092726958,85.71969092726958
665,70,228.0,366.0,172.8189225775138,175.91861861193902,176.29818639603204
666,68,228.0,366.0,167.03823329802776,183.38504872287123,183.38504872287123
667,4,228.0,234.0,59.80409585606217,57.7020052466329,59.80409585606217
668,70,228.0,366.0,121.3833926518587,118.14081381718536,121.3833926518587
669,70,228.0,366.0,153.085750677179,175.48744931905924,175.48744931905924
670,2,228.0,230.0,147.65392214397892,149.43251030336498,149.43251030336498
671,3,230.0,234.0,128.76877956665592,127.53679933255226,129.709627029494
672,68,230.0,366.0,147.24375357803927,172.70468892003458,172.71943299219362
673,2,230.0,232.0,228.8607767874836,232.62679796260338,232.62679796260338
674,69,230.0,366.0,185.98413564554414,167.50635763256506,185.98413564554414
675,4,230.0,238.0,207.01683466868303,155.30695391856386,208.38691876587998
676,2,230.0,232.0,107.51623982752811,113.04084249050028,113.04084249050028
677,4,232.0,238.0,18.47236308621676,24.016192740836935,24.016192740836935
678,23,232.0,276.0,143.5127969054885,152.89017235189726,159.53701294450732
679,68,232.0,366.0,187.71156373809498,181.9981504199569,206.40704543785145
680,68,232.0,366.0,125.72189828483465,137.2129481790944,137.2129481790944
681,58,232.0,350.0,113.31646309629556,135.71075865455225,145.7575900028912
682,32,232.0,298.0,181.9631675939884,195.28458936615453,198.2899654066402
683,68,232.0,366.0,68.97895460700533,101.21504521037927,101.21504521037927
684,1,232.0,232.0,160.11457845318927,160.11457845318927,160.11457845318927
685,66,234.0,366.0,176.7309799438069,177.5288665283184,184.61676352112656
686,41,234.0,314.0,51.95447848683061,62.48001635849665,62.48001635849665
687,66,234.0,366.0,166.70250838961502,185.20892682241325,185.20892682241325
688,1,234.0,234.0,224.62115536881268,224.62115536881268,224.62115536881268
689,1,234.0,234.0,115.82250145515626,115.82250145515626,115.82250145515626
690,67,234.0,366.0,79.62871927125985,118.45294332764169,118.45294332764169
691,1,234.0,234.0,129.5770422429166,129.5770422429166,129.5770422429166
692,66,236.0,366.0,30.361578193306386,37.67840352748118,37.69529588588531
693,66,236.0,366.0,83.11797500981959,101.29677927269294,105.70690727003505
694,4,236.0,242.0,161.81130367787625,163.43200166874982,165.0522138571717
695,1,236.0,236.0,181.01255880246177,181.01255880246177,181.01255880246177
696,2,236.0,238.0,170.8404813970159,174.20946526611962,174.20946526611962
697,66,236.0,366.0,34.262616074167774,46.38722701997205,46.38722701997205
698,1,236.0,236.0,150.30332412237593,150.30332412237593,150.30332412237593
699,1,236.0,236.0,224.07632950990416,224.07632950990416,224.07632950990416
700,2,236.0,238.0,126.68537587814438,123.67982814690617,126.68537587814438
701,5,236.0,244.0,196.93368562191958,203.1646612017565,203.19599394838437
702,66,236.0,366.0,141.749755750991,142.20711546553704,149.41546833372487
703,14,236.0,264.0,84.17587579853969,92.05803826802547,93.30815616493042
704,3,236.0,240.0,164.24798164315027,164.69311467542647,164.69311467542647
705,1,238.0,238.0,41.18197510546619,41.18197510546619,41.18197510546619
706,3,238.0,242.0,141.24585100616324,149.73468249955147,149.73468249955147
707,1,238.0,238.0,211.2119644548715,211.2119644548715,211.2119644548715
708,1,238.0,238.0,209.74198318444644,209.74198318444644,209.74198318444644
709,3,238.0,242.0,193.496465219606,195.38888020903113,195.52242155485203
710,1,238.0,238.0,133.18698636597455,133.18698636597455,133.18698636597455
711,1,238.0,238.0,98.09762728582358,98.09762728582358,98.09762728582358
712,1,238.0,238.0,144.39285835884783,144.39285835884783,144.39285835884783
713,1,240.0,240.0,97.0799624543071,97.0799624543071,97.0799624543071
714,29,240.0,302.0,53.60691795344386,74.93321287841638,84.80127916879674
715,64,240.0,366.0,183.83232576552115,169.08753347609067,188.21959805692703
716,4,240.0,246.0,48.37576131931392,54.1151637980601,54.1151637980601
717,64,240.0,366.0,101.81082031733641,116.26139086949067,116.95474521835295
718,51,240.0,340.0,143.77870930120392,162.4748456869374,163.5215694609832
719,3,240.0,248.0,154.40663999700894,166.4770409703701,166.4770409703701
720,7,240.0,256.0,193.91385580887086,199.4424142881128,199.4424142881128
721,1,240.0,240.0,103.35608245443524,103.35608245443524,103.35608245443524
722,1,240.0,240.0,211.96415691118554,211.96415691118554,211.96415691118554
723,62,242.0,366.0,80.58239062071397,106.74967880691588,111.16682518269329
724,1,242.0,242.0,203.21165851002627,203.21165851002627,203.21165851002627
725,2,242.0,244.0,145.59152427511358,146.64588610178228,146.64588610178228
726,1,242.0,242.0,111.40137271386574,111.40137271386574,111.40137271386574
727,1,242.0,242.0,47.068426868115985,47.068426868115985,47.068426868115985
728,63,242.0,366.0,108.34202953108026,119.19231032308647,120.7945577526776
729,1,242.0,242.0,100.69796291023387,100.69796291023387,100.69796291023387
730,2,242.0,246.0,183.39893416611994,183.80461931083997,183.80461931083997
731,2,242.0,244.0,95.30630048501857,96.94215326518302,96.94215326518302
732,19,242.0,280.0,133.40668032864062,119.2403706638719,133.40668032864062
733,2,244.0,248.0,53.52372348458314,50.03187928660416,53.52372348458314
734,20,244.0,282.0,45.95981293168669,54.97882027836971,55.198389745999336
735,2,244.0,246.0,98.77669072866104,98.87975760498867,98.87975760498867
736,62,244.0,366.0,111.92019764593222,114.58466819478511,126.49930671047777
737,62,244.0,366.0,65.15351596151226,82.63403462505433,83.5076822005885
738,1,244.0,244.0,163.0185749468824,163.0185749468824,163.0185749468824
739,12,244.0,266.0,41.367063566611286,73.3793570064838,73.3793570064838
740,1,244.0,244.0,82.74182154171474,82.74182154171474,82.74182154171474
741,25,244.0,294.0,101.42239536668112,113.06899782294778,116.21757651298105
742,2,244.0,246.0,107.1960208740737,109.24318858767663,109.24318858767663
743,1,244.0,244.0,159.54100331513726,159.54100331513726,159.54100331513726
744,62,244.0,366.0,115.6740004306146,103.85380196916992,115.6740004306146
745,2,244.0,246.0,121.42534302209397,120.58884210581132,121.42534302209397
746,1,246.0,246.0,171.6323690537211,171.6323690537211,171.6323690537211
747,1,246.0,246.0,78.63920440072296,78.63920440072296,78.63920440072296
748,27,246.0,298.0,65.02636794459211,55.10604607657279,65.02636794459211
749,12,246.0,268.0,51.794939142323436,49.41733953585565,52.12574400874137
750,60,246.0,366.0,83.40851798487328,89.29893206906969,90.15742483894091
751,54,246.0,356.0,39.830346128799995,44.809583372838354,44.809583372838354
752,27,246.0,302.0,204.94608886550697,188.20606827233874,204.94608886550697
753,61,246.0,366.0,85.22064516987282,107.47478378595324,111.23552443233372
754,1,246.0,246.0,67.98425955608137,67.98425955608137,67.98425955608137
755,59,246.0,366.0,139.79156102066847,151.93783658323306,154.78960479575588
756,60,248.0,366.0,109.35967741218599,125.27041705391133,125.27041705391133
757,3,248.0,256.0,106.74967880691588,108.47122490733494,108.47122490733494
758,54,248.0,354.0,131.58081672230472,122.55776968124344,132.78966245546854
759,3,248.0,254.0,133.57836269365848,135.53238325910968,135.53238325910968
760,1,248.0,248.0,131.76937304075412,131.76937304075412,131.76937304075412
761,8,250.0,266.0,75.43280138919303,78.87362306611764,78.87362306611764
762,4,250.0,258.0,79.34038258775064,92.89103506081842,93.27403609352051
763,40,250.0,328.0,102.09181609317194,121.76042566817938,121.76042566817938
764,6,250.0,264.0,128.21386727681093,130.75085990982635,130.75085990982635
765,58,250.0,366.0,54.513678076349514,67.80610589053667,67.93742230659745
766,16,250.0,280.0,98.46037727742835,102.19153950263106,103.786350492054
767,44,250.0,336.0,110.53509248776436,123.51500404815894,123.51500404815894
768,1,250.0,250.0,131.28535225637282,131.28535225637282,131.28535225637282
769,7,250.0,268.0,69.31040904716815,67.01280380853288,69.31040904716815
770,4,252.0,258.0,57.25898905580716,56.07942292406237,57.25898905580716
771,5,252.0,262.0,101.8170730930412,102.7816545044282,103.14644751908337
772,1,252.0,252.0,145.89728821634228,145.89728821634228,145.89728821634228
773,4,252.0,258.0,81.77440974381335,84.11535026434413,84.11535026434413
774,29,252.0,310.0,82.37167919797243,97.720502380584,99.25247784119021
