pair_id,metric,delta
1139,"Full entropy (raw_reconstructed, mask)",0.05689148500252905
1140,"Full entropy (raw_reconstructed, mask)",-0.13841486737377018
1141,"Full entropy (raw_reconstructed, mask)",-0.06954536482217133
1142,"Full entropy (raw_reconstructed, mask)",-0.03744438316179721
1143,"Full entropy (raw_reconstructed, mask)",-0.037491272261833686
1144,"Full entropy (raw_reconstructed, mask)",0.10773379675186501
1145,"Full entropy (raw_reconstructed, mask)",-0.10167109594317125
1146,"Full entropy (raw_reconstructed, mask)",-0.08402793036688738
1147,"Full entropy (raw_reconstructed, mask)",-0.030244632600442856
1148,"Full entropy (raw_reconstructed, mask)",-0.027688902663341786
1149,"Full entropy (raw_reconstructed, mask)",0.03233511886044571
1150,"Full entropy (raw_reconstructed, mask)",0.004037119327986893
1151,"Full entropy (raw_reconstructed, mask)",-0.008008089762918225
1152,"Full entropy (raw_reconstructed, mask)",-0.08129071812280486
1153,"Full entropy (raw_reconstructed, mask)",-0.004405718781171686
1154,"Full entropy (raw_reconstructed, mask)",-0.0221239196174432
1155,"Full entropy (raw_reconstructed, mask)",-0.0049982480474159985
1156,"Full entropy (raw_reconstructed, mask)",-0.03799097745596214
1157,"Full entropy (raw_reconstructed, mask)",0.000825550363905414
1158,"Full entropy (raw_reconstructed, mask)",-0.02119943680524905
1159,"Full entropy (raw_reconstructed, mask)",-0.08716990273008918
1160,"Full entropy (raw_reconstructed, mask)",-0.06497719601358742
1161,"Full entropy (raw_reconstructed, mask)",-0.14084601817417663
1162,"Full entropy (raw_reconstructed, mask)",0.11964218713397567
1163,"Full entropy (raw_reconstructed, mask)",0.06898975449523093
1164,"Full entropy (raw_reconstructed, mask)",-0.20097723602254636
1165,"Full entropy (raw_reconstructed, mask)",-0.19324014148901014
1166,"Full entropy (raw_reconstructed, mask)",-0.021510293256519653
1167,"Full entropy (raw_reconstructed, mask)",-0.24219563416130807
1168,"Full entropy (raw_reconstructed, mask)",-0.2602619230221146
1169,"Full entropy (raw_reconstructed, mask)",-0.26624256863098594
1170,"Full entropy (raw_reconstructed, mask)",0.1657614240533345
1171,"Full entropy (raw_reconstructed, mask)",0.11715939217168003
1172,"Full entropy (raw_reconstructed, mask)",-0.03616458046121629
1173,"Full entropy (raw_reconstructed, mask)",-0.2594265745363211
1174,"Full entropy (raw_reconstructed, mask)",-0.09269025796632668
1175,"Full entropy (raw_reconstructed, mask)",-0.042896734788210544
1176,"Full entropy (raw_reconstructed, mask)",-0.07148195693337289
1177,"Full entropy (raw_reconstructed, mask)",-0.03954382411179047
1178,"Full entropy (raw_reconstructed, mask)",-0.023051047584105255
1179,"Full entropy (raw_reconstructed, mask)",-0.00025730105876853315
1180,"Full entropy (raw_reconstructed, mask)",-0.02011018858726299
1181,"Full entropy (raw_reconstructed, mask)",0.14069170811186282
1182,"Full entropy (raw_reconstructed, mask)",0.02904317172462445
1183,"Full entropy (raw_reconstructed, mask)",-0.05720635314688938
1184,"Full entropy (raw_reconstructed, mask)",-0.051822208370439604
1185,"Full entropy (raw_reconstructed, mask)",-0.05015610425005512
1186,"Full entropy (raw_reconstructed, mask)",0.07961330664704125
1187,"Full entropy (raw_reconstructed, mask)",0.01138008711212457
1188,"Full entropy (raw_reconstructed, mask)",-0.05519925487827315
1189,"Full entropy (raw_reconstructed, mask)",-0.06843740426588774
1190,"Full entropy (raw_reconstructed, mask)",-0.010082783360968683
1191,"Full entropy (raw_reconstructed, mask)",-0.1104944897653457
1192,"Full entropy (raw_reconstructed, mask)",-0.0162425029116271
1193,"Full entropy (raw_reconstructed, mask)",-0.03388305249669621
1194,"Full entropy (raw_reconstructed, mask)",-0.16472225126660867
1195,"Full entropy (raw_reconstructed, mask)",-0.06762202441497323
1196,"Full entropy (raw_reconstructed, mask)",0.11652627819535955
1197,"Full entropy (raw_reconstructed, mask)",0.1911060481975868
1198,"Full entropy (raw_reconstructed, mask)",-0.09591155540995988
1199,"Full entropy (raw_reconstructed, mask)",0.14554991445732401
1200,"Full entropy (raw_reconstructed, mask)",0.14544208515600587
1201,"Full entropy (raw_reconstructed, mask)",0.11130314163374155
1202,"Full entropy (raw_reconstructed, mask)",-0.06109305573685031
1203,"Full entropy (raw_reconstructed, mask)",-0.06871939019427042
1204,"Full entropy (raw_reconstructed, mask)",0.14369446596013713
1205,"Full entropy (raw_reconstructed, mask)",0.09139892905687308
1206,"Full entropy (raw_reconstructed, mask)",-0.022345788437294622
1207,"Full entropy (raw_reconstructed, mask)",-0.00865353550343162
1208,"Full entropy (raw_reconstructed, mask)",0.006302375358493428
1209,"Full entropy (raw_reconstructed, mask)",-0.09027316717211686
1210,"Full entropy (raw_reconstructed, mask)",-0.17569311237651153
1211,"Full entropy (raw_reconstructed, mask)",-0.0021570290870203124
1212,"Full entropy (raw_reconstructed, mask)",0.07946333682186157
1213,"Full entropy (raw_reconstructed, mask)",0.03465102775426221
1214,"Full entropy (raw_reconstructed, mask)",0.026009496563185408
1215,"Full entropy (raw_reconstructed, mask)",0.009146025370173838
1216,"Full entropy (raw_reconstructed, mask)",0.007996499152379322
1217,"Full entropy (raw_reconstructed, mask)",0.031331226803181345
1218,"Full entropy (raw_reconstructed, mask)",0.037003565894473844
1219,"Full entropy (raw_reconstructed, mask)",0.01998311587300794
1220,"Full entropy (raw_reconstructed, mask)",-0.01660364240554113
1221,"Full entropy (raw_reconstructed, mask)",-0.03606966968425329
1222,"Full entropy (raw_reconstructed, mask)",-0.011040232463360056
1223,"Full entropy (raw_reconstructed, mask)",-0.055323419088550985
1224,"Full entropy (raw_reconstructed, mask)",-0.30297972715516597
1225,"Full entropy (raw_reconstructed, mask)",-0.2653967470227103
1226,"Full entropy (raw_reconstructed, mask)",-0.2322538643761387
1227,"Full entropy (raw_reconstructed, mask)",-0.41834979708861386
1228,"Full entropy (raw_reconstructed, mask)",-0.25338120925667607
1229,"Full entropy (raw_reconstructed, mask)",-0.2192520067558732
1230,"Full entropy (raw_reconstructed, mask)",-0.06891029181032415
1231,"Full entropy (raw_reconstructed, mask)",-0.2862436888998898
1232,"Full entropy (raw_reconstructed, mask)",-0.32523077373774356
1233,"Full entropy (raw_reconstructed, mask)",-0.23377999145466077
1234,"Full entropy (raw_reconstructed, mask)",-0.20933684292549426
1235,"Full entropy (raw_reconstructed, mask)",-0.22792433361217768
1236,"Full entropy (raw_reconstructed, mask)",-0.04837297404912366
1237,"Full entropy (raw_reconstructed, mask)",-0.02739481091824203
1238,"Full entropy (raw_reconstructed, mask)",-0.016926134699911444
1239,"Full entropy (raw_reconstructed, mask)",0.11233289355059739
1240,"Full entropy (raw_reconstructed, mask)",0.002915682441324563
1241,"Full entropy (raw_reconstructed, mask)",-0.066478952980078
1242,"Full entropy (raw_reconstructed, mask)",-0.10419104653583133
1243,"Full entropy (raw_reconstructed, mask)",-0.06074859406806077
1244,"Full entropy (raw_reconstructed, mask)",0.02521216627382561
1245,"Full entropy (raw_reconstructed, mask)",-0.1808775973861323
1246,"Full entropy (raw_reconstructed, mask)",-0.06942322691207803
1247,"Full entropy (raw_reconstructed, mask)",-0.016207067110733497
1248,"Full entropy (raw_reconstructed, mask)",0.20490351017823727
1249,"Full entropy (raw_reconstructed, mask)",-0.002312801087825278
1250,"Full entropy (raw_reconstructed, mask)",0.024716166711796106
1251,"Full entropy (raw_reconstructed, mask)",0.02222782066328932
1252,"Full entropy (raw_reconstructed, mask)",0.04635707851582804
1253,"Full entropy (raw_reconstructed, mask)",0.04865222378166045
1254,"Full entropy (raw_reconstructed, mask)",0.027783303554635097
1255,"Full entropy (raw_reconstructed, mask)",-0.03193500596873733
1256,"Full entropy (raw_reconstructed, mask)",-0.19030730724224743
1257,"Full entropy (raw_reconstructed, mask)",0.15566536336557668
1258,"Full entropy (raw_reconstructed, mask)",0.1544223392722781
1259,"Full entropy (raw_reconstructed, mask)",-0.16739208674035488
1260,"Full entropy (raw_reconstructed, mask)",0.06750950595478677
1261,"Full entropy (raw_reconstructed, mask)",0.08236583648090434
1262,"Full entropy (raw_reconstructed, mask)",0.04247318920453136
1263,"Full entropy (raw_reconstructed, mask)",-0.21816804004181112
1264,"Full entropy (raw_reconstructed, mask)",-0.21531950925803223
1265,"Full entropy (raw_reconstructed, mask)",0.05177331257313522
1266,"Full entropy (raw_reconstructed, mask)",0.01614690080590009
1267,"Full entropy (raw_reconstructed, mask)",0.001285172985505234
1268,"Full entropy (raw_reconstructed, mask)",-0.04376795549151158
1269,"Full entropy (raw_reconstructed, mask)",0.17596253717238763
1270,"Full entropy (raw_reconstructed, mask)",0.009826654564068171
1271,"Full entropy (raw_reconstructed, mask)",-0.12049252514165598
1272,"Full entropy (raw_reconstructed, mask)",0.04247686502046033
1273,"Full entropy (raw_reconstructed, mask)",0.04710559712246898
1274,"Full entropy (raw_reconstructed, mask)",0.11074749266804496
1275,"Full entropy (raw_reconstructed, mask)",0.13248336400744432
1276,"Full entropy (raw_reconstructed, mask)",0.052210886008083435
1277,"Full entropy (raw_reconstructed, mask)",-0.12653424442967953
1278,"Full entropy (raw_reconstructed, mask)",0.12936941032379234
1279,"Full entropy (raw_reconstructed, mask)",0.35937882414850186
1280,"Full entropy (raw_reconstructed, mask)",0.2952071188334182
1281,"Full entropy (raw_reconstructed, mask)",0.37937222248119973
1282,"Full entropy (raw_reconstructed, mask)",0.2807775361786211
1283,"Full entropy (raw_reconstructed, mask)",0.2947271070343218
1284,"Full entropy (raw_reconstructed, mask)",0.23174729208090472
1285,"Full entropy (raw_reconstructed, mask)",0.18561507389639065
1286,"Full entropy (raw_reconstructed, mask)",0.15537443804500572
1287,"Full entropy (raw_reconstructed, mask)",0.18845352524114745
1288,"Full entropy (raw_reconstructed, mask)",0.2672542116675567
1289,"Full entropy (raw_reconstructed, mask)",0.2706926923040003
1290,"Full entropy (raw_reconstructed, mask)",0.496146257448995
1291,"Full entropy (raw_reconstructed, mask)",0.20160466673521427
1292,"Full entropy (raw_reconstructed, mask)",0.2006545883796429
1293,"Full entropy (raw_reconstructed, mask)",-0.00905471719367501
1294,"Full entropy (raw_reconstructed, mask)",-0.04481363397172
1295,"Full entropy (raw_reconstructed, mask)",0.16346192319462904
1296,"Full entropy (raw_reconstructed, mask)",0.05800097154897621
1297,"Full entropy (raw_reconstructed, mask)",0.02130535938795397
1298,"Full entropy (raw_reconstructed, mask)",-0.02894195976489833
1299,"Full entropy (raw_reconstructed, mask)",0.11184793228543377
1300,"Full entropy (raw_reconstructed, mask)",0.18999305148800705
1301,"Full entropy (raw_reconstructed, mask)",-0.13666915150940184
1302,"Full entropy (raw_reconstructed, mask)",-0.15936101886821596
1303,"Full entropy (raw_reconstructed, mask)",-0.19155707540087086
1304,"Full entropy (raw_reconstructed, mask)",-0.16450097875978908
1305,"Full entropy (raw_reconstructed, mask)",-0.19369709314858952
1306,"Full entropy (raw_reconstructed, mask)",-0.16277941064339263
1307,"Full entropy (raw_reconstructed, mask)",-0.15849393446564175
1308,"Full entropy (raw_reconstructed, mask)",0.009397258094491434
1309,"Full entropy (raw_reconstructed, mask)",0.1293509444436287
1310,"Full entropy (raw_reconstructed, mask)",0.132223523307899
1311,"Full entropy (raw_reconstructed, mask)",-0.21582462969783123
1312,"Full entropy (raw_reconstructed, mask)",-0.030039954515804546
1313,"Full entropy (raw_reconstructed, mask)",0.14847677359559786
1314,"Full entropy (raw_reconstructed, mask)",0.08122107276898483
1315,"Full entropy (raw_reconstructed, mask)",0.017458814074260864
1316,"Full entropy (raw_reconstructed, mask)",-0.1421913841605713
1317,"Full entropy (raw_reconstructed, mask)",0.04319000271645379
1318,"Full entropy (raw_reconstructed, mask)",0.2196889469851513
1319,"Full entropy (raw_reconstructed, mask)",0.042245099580342504
1320,"Full entropy (raw_reconstructed, mask)",-0.042483263752788325
1321,"Full entropy (raw_reconstructed, mask)",-0.007287719680873828
1322,"Full entropy (raw_reconstructed, mask)",0.003375066289443396
1323,"Full entropy (raw_reconstructed, mask)",0.15092253941810796
1324,"Full entropy (raw_reconstructed, mask)",0.10907943634124173
1325,"Full entropy (raw_reconstructed, mask)",-0.007643396976429351
1326,"Full entropy (raw_reconstructed, mask)",-0.01610160157391949
1327,"Full entropy (raw_reconstructed, mask)",-0.03331332945557275
1328,"Full entropy (raw_reconstructed, mask)",0.13260615273449172
1329,"Full entropy (raw_reconstructed, mask)",-0.0038721287594034592
1330,"Full entropy (raw_reconstructed, mask)",-0.010565534429500367
1331,"Full entropy (raw_reconstructed, mask)",0.06191416730065313
1332,"Full entropy (raw_reconstructed, mask)",0.17366510600871088
1333,"Full entropy (raw_reconstructed, mask)",0.010595417270301333
1334,"Full entropy (raw_reconstructed, mask)",-0.14033855763065262
1335,"Full entropy (raw_reconstructed, mask)",-0.21012179563121514
1336,"Full entropy (raw_reconstructed, mask)",0.19205191710699943
1337,"Full entropy (raw_reconstructed, mask)",0.03013540607696985
1338,"Full entropy (raw_reconstructed, mask)",0.025843467930131148
1339,"Full entropy (raw_reconstructed, mask)",0.002353575436380595
1340,"Full entropy (raw_reconstructed, mask)",0.010004751729036698
1341,"Full entropy (raw_reconstructed, mask)",0.14285360325930263
1342,"Full entropy (raw_reconstructed, mask)",-0.08314299441465245
1343,"Full entropy (raw_reconstructed, mask)",-0.0587040708850477
1344,"Full entropy (raw_reconstructed, mask)",0.06568956751624988
1345,"Full entropy (raw_reconstructed, mask)",0.10608115112299021
1346,"Full entropy (raw_reconstructed, mask)",0.06257416518289016
1347,"Full entropy (raw_reconstructed, mask)",-0.015522612942148406
1348,"Full entropy (raw_reconstructed, mask)",0.06197993004892144
1349,"Full entropy (raw_reconstructed, mask)",0.08134903507026792
1350,"Full entropy (raw_reconstructed, mask)",0.04336108550555462
1351,"Full entropy (raw_reconstructed, mask)",0.07531953197917929
1352,"Full entropy (raw_reconstructed, mask)",0.023388509339975272
1353,"Full entropy (raw_reconstructed, mask)",0.1209766033788382
1354,"Full entropy (raw_reconstructed, mask)",0.011940270657940566
1355,"Full entropy (raw_reconstructed, mask)",0.01709155639204063
1356,"Full entropy (raw_reconstructed, mask)",-0.07333021900282599
1357,"Full entropy (raw_reconstructed, mask)",0.008420523175259653
1358,"Full entropy (raw_reconstructed, mask)",0.3260915115444094
1359,"Full entropy (raw_reconstructed, mask)",0.25271792579353836
1360,"Full entropy (raw_reconstructed, mask)",-0.1338167160100241
1361,"Full entropy (raw_reconstructed, mask)",0.0715750273841369
1362,"Full entropy (raw_reconstructed, mask)",0.06138182485364041
1363,"Full entropy (raw_reconstructed, mask)",0.09103449629342109
1364,"Full entropy (raw_reconstructed, mask)",0.053728056781168654
1365,"Full entropy (raw_reconstructed, mask)",0.03741668029639733
1366,"Full entropy (raw_reconstructed, mask)",0.05159249507496977
1367,"Full entropy (raw_reconstructed, mask)",0.023723249246370592
1368,"Full entropy (raw_reconstructed, mask)",0.15957388375640402
1369,"Full entropy (raw_reconstructed, mask)",0.01537166032881565
1370,"Full entropy (raw_reconstructed, mask)",0.2202048766561795
1371,"Full entropy (raw_reconstructed, mask)",0.21088675291361625
1372,"Full entropy (raw_reconstructed, mask)",0.24868739747942836
1373,"Full entropy (raw_reconstructed, mask)",-0.1009001523885118
1374,"Full entropy (raw_reconstructed, mask)",-0.07803607393606171
1375,"Full entropy (raw_reconstructed, mask)",0.008318968638762136
1376,"Full entropy (raw_reconstructed, mask)",0.12411663840128018
1377,"Full entropy (raw_reconstructed, mask)",0.21769682234719134
1378,"Full entropy (raw_reconstructed, mask)",0.18315282381668752
1379,"Full entropy (raw_reconstructed, mask)",0.09576036942892596
1380,"Full entropy (raw_reconstructed, mask)",0.07067986555844552
1381,"Full entropy (raw_reconstructed, mask)",0.08251169622173027
1382,"Full entropy (raw_reconstructed, mask)",0.04849957843053598
1383,"Full entropy (raw_reconstructed, mask)",0.151646627367926
1384,"Full entropy (raw_reconstructed, mask)",0.000893214764015049
1385,"Full entropy (raw_reconstructed, mask)",-0.05948435885260661
1386,"Full entropy (raw_reconstructed, mask)",-0.023827495985073277
1387,"Full entropy (raw_reconstructed, mask)",0.030638355891356106
1388,"Full entropy (raw_reconstructed, mask)",0.13294226373254592
1389,"Full entropy (raw_reconstructed, mask)",0.0016190118584944457
1390,"Full entropy (raw_reconstructed, mask)",-0.01948169689035506
1391,"Full entropy (raw_reconstructed, mask)",-0.13977593767836982
1392,"Full entropy (raw_reconstructed, mask)",0.02182281039837619
1393,"Full entropy (raw_reconstructed, mask)",0.09050999970147533
1394,"Full entropy (raw_reconstructed, mask)",-0.011649305028505808
1395,"Full entropy (raw_reconstructed, mask)",-0.02214380471281263
1396,"Full entropy (raw_reconstructed, mask)",-0.19108702757219032
1397,"Full entropy (raw_reconstructed, mask)",0.07296562839969489
1398,"Full entropy (raw_reconstructed, mask)",0.07118607468691174
1399,"Full entropy (raw_reconstructed, mask)",-0.08164214758501132
1400,"Full entropy (raw_reconstructed, mask)",-0.06150913574897743
1401,"Full entropy (raw_reconstructed, mask)",-0.031083149928877063
1402,"Full entropy (raw_reconstructed, mask)",0.19446159131971985
1403,"Full entropy (raw_reconstructed, mask)",-0.003937345287496008
1404,"Full entropy (raw_reconstructed, mask)",0.01819365087706082
1405,"Full entropy (raw_reconstructed, mask)",0.040326743437542945
1406,"Full entropy (raw_reconstructed, mask)",-0.0029576836021751873
1407,"Full entropy (raw_reconstructed, mask)",0.0017088940222897975
1408,"Full entropy (raw_reconstructed, mask)",-0.21283403421156244
1409,"Full entropy (raw_reconstructed, mask)",0.11140755933582636
1410,"Full entropy (raw_reconstructed, mask)",-0.066178093531434
1411,"Full entropy (raw_reconstructed, mask)",-0.08615668990582304
1412,"Full entropy (raw_reconstructed, mask)",-0.005036052034029126
1413,"Full entropy (raw_reconstructed, mask)",-0.042252290175443186
1414,"Full entropy (raw_reconstructed, mask)",0.24370948050411378
1415,"Full entropy (raw_reconstructed, mask)",0.029681334762514666
1416,"Full entropy (raw_reconstructed, mask)",-0.03183168775634648
1417,"Full entropy (raw_reconstructed, mask)",-0.005106604069205822
1418,"Full entropy (raw_reconstructed, mask)",0.22603346776409872
1419,"Full entropy (raw_reconstructed, mask)",0.19774950446561856
1420,"Full entropy (raw_reconstructed, mask)",-0.3496685443397709
1421,"Full entropy (raw_reconstructed, mask)",-0.3034123305982508
1422,"Full entropy (raw_reconstructed, mask)",-0.22155226885482104
1423,"Full entropy (raw_reconstructed, mask)",-0.26628877168380427
1424,"Full entropy (raw_reconstructed, mask)",0.00908468166164944
1425,"Full entropy (raw_reconstructed, mask)",-0.00999993197560567
1426,"Full entropy (raw_reconstructed, mask)",0.015216721254991405
1427,"Full entropy (raw_reconstructed, mask)",0.008307658654159056
1428,"Full entropy (raw_reconstructed, mask)",0.043766580692539137
1429,"Full entropy (raw_reconstructed, mask)",0.028051858301510357
1430,"Full entropy (raw_reconstructed, mask)",0.008800696906604344
1431,"Full entropy (raw_reconstructed, mask)",0.03160942699101188
1432,"Full entropy (raw_reconstructed, mask)",-0.14503564807990088
1433,"Full entropy (raw_reconstructed, mask)",-0.03841843326487293
1434,"Full entropy (raw_reconstructed, mask)",-0.03872900717051042
1435,"Full entropy (raw_reconstructed, mask)",0.015134476648397843
1436,"Full entropy (raw_reconstructed, mask)",-0.12000284812830309
1437,"Full entropy (raw_reconstructed, mask)",-0.062832784728168
1438,"Full entropy (raw_reconstructed, mask)",0.1724219103425435
1439,"Full entropy (raw_reconstructed, mask)",0.05039739401232435
1440,"Full entropy (raw_reconstructed, mask)",-0.09444364268545069
1441,"Full entropy (raw_reconstructed, mask)",0.06366232438418873
1442,"Full entropy (raw_reconstructed, mask)",0.13666596680277543
1443,"Full entropy (raw_reconstructed, mask)",0.1526068101615028
1444,"Full entropy (raw_reconstructed, mask)",0.0030343003123487478
1445,"Full entropy (raw_reconstructed, mask)",0.1254422472394916
1446,"Full entropy (raw_reconstructed, mask)",0.08038551543319272
1447,"Full entropy (raw_reconstructed, mask)",-0.20721139952380963
1448,"Full entropy (raw_reconstructed, mask)",-0.18186495594206153
1449,"Full entropy (raw_reconstructed, mask)",0.31820020543078087
1450,"Full entropy (raw_reconstructed, mask)",0.25630978629441437
1451,"Full entropy (raw_reconstructed, mask)",0.2418401910841359
1452,"Full entropy (raw_reconstructed, mask)",0.0894222332676522
1453,"Full entropy (raw_reconstructed, mask)",0.2836971548612528
1454,"Full entropy (raw_reconstructed, mask)",0.23511261010843487
1455,"Full entropy (raw_reconstructed, mask)",0.23745183450826435
1456,"Full entropy (raw_reconstructed, mask)",0.24356783352122857
1457,"Full entropy (raw_reconstructed, mask)",0.10955392103817374
1458,"Full entropy (raw_reconstructed, mask)",0.12602522888125112
1459,"Full entropy (raw_reconstructed, mask)",0.0992598424490625
1460,"Full entropy (raw_reconstructed, mask)",0.08991729423599804
1461,"Full entropy (raw_reconstructed, mask)",-0.04921008317360709
1462,"Full entropy (raw_reconstructed, mask)",-0.24014452257390495
1463,"Full entropy (raw_reconstructed, mask)",-0.2880855251178813
1464,"Full entropy (raw_reconstructed, mask)",-0.2076427225107178
1465,"Full entropy (raw_reconstructed, mask)",-0.07818357800939157
1466,"Full entropy (raw_reconstructed, mask)",0.003016409648164853
1467,"Full entropy (raw_reconstructed, mask)",0.03539913325414634
1468,"Full entropy (raw_reconstructed, mask)",0.011717189764395286
1469,"Full entropy (raw_reconstructed, mask)",0.043765071915571774
1470,"Full entropy (raw_reconstructed, mask)",-0.06607511562643698
1471,"Full entropy (raw_reconstructed, mask)",0.11724822214206387
1472,"Full entropy (raw_reconstructed, mask)",-0.15505795986986382
1473,"Full entropy (raw_reconstructed, mask)",-0.04588792140621312
1474,"Full entropy (raw_reconstructed, mask)",-0.008272983636651077
1475,"Full entropy (raw_reconstructed, mask)",-0.005553132242518188
1476,"Full entropy (raw_reconstructed, mask)",0.0144529915673699
1477,"Full entropy (raw_reconstructed, mask)",0.019147719492493387
1478,"Full entropy (raw_reconstructed, mask)",0.1860877225088231
1479,"Full entropy (raw_reconstructed, mask)",0.004765298063728274
1480,"Full entropy (raw_reconstructed, mask)",0.041743901598012556
1481,"Full entropy (raw_reconstructed, mask)",-0.16261915958637108
1482,"Full entropy (raw_reconstructed, mask)",-0.05174529288285612
1483,"Full entropy (raw_reconstructed, mask)",-0.03920753529638521
1484,"Full entropy (raw_reconstructed, mask)",-0.12887944420703423
1485,"Full entropy (raw_reconstructed, mask)",-0.19571807426912446
1486,"Full entropy (raw_reconstructed, mask)",-0.0608353317783461
1487,"Full entropy (raw_reconstructed, mask)",-0.024084909961945122
1488,"Full entropy (raw_reconstructed, mask)",-0.011127040831792279
1489,"Full entropy (raw_reconstructed, mask)",0.007038076574046315
1490,"Full entropy (raw_reconstructed, mask)",0.14635880289556003
1491,"Full entropy (raw_reconstructed, mask)",0.15645069953176893
1492,"Full entropy (raw_reconstructed, mask)",0.05985589269806191
1493,"Full entropy (raw_reconstructed, mask)",0.015101725425251011
1494,"Full entropy (raw_reconstructed, mask)",-0.016945024035101675
1495,"Full entropy (raw_reconstructed, mask)",-0.011464369452088619
1496,"Full entropy (raw_reconstructed, mask)",-0.04779295926916216
1497,"Full entropy (raw_reconstructed, mask)",-0.18829022786443517
1498,"Full entropy (raw_reconstructed, mask)",0.23478494524932358
1499,"Full entropy (raw_reconstructed, mask)",0.05110380069560172
1500,"Full entropy (raw_reconstructed, mask)",-0.2191962189214518
1501,"Full entropy (raw_reconstructed, mask)",-0.20247232002023186
1502,"Full entropy (raw_reconstructed, mask)",0.10005871333340988
1503,"Full entropy (raw_reconstructed, mask)",-0.02648648903034978
1504,"Full entropy (raw_reconstructed, mask)",0.02300031474935338
1505,"Full entropy (raw_reconstructed, mask)",-0.019945434432413478
1506,"Full entropy (raw_reconstructed, mask)",0.17939861893384546
1507,"Full entropy (raw_reconstructed, mask)",-0.15057099728975043
1508,"Full entropy (raw_reconstructed, mask)",-0.10614956144478516
1509,"Full entropy (raw_reconstructed, mask)",0.27115427152670524
1510,"Full entropy (raw_reconstructed, mask)",0.012658660795126231
1511,"Full entropy (raw_reconstructed, mask)",0.07023405263116089
1512,"Full entropy (raw_reconstructed, mask)",-0.1184430235710181
1513,"Full entropy (raw_reconstructed, mask)",0.2899596436356253
1514,"Full entropy (raw_reconstructed, mask)",0.3073905177814096
1515,"Full entropy (raw_reconstructed, mask)",0.2559093050248151
1516,"Full entropy (raw_reconstructed, mask)",0.21045263196816233
1517,"Full entropy (raw_reconstructed, mask)",0.07987289345127202
1518,"Full entropy (raw_reconstructed, mask)",0.0675301952579268
1519,"Full entropy (raw_reconstructed, mask)",-0.222952791790183
1520,"Full entropy (raw_reconstructed, mask)",-0.24102701253741543
1521,"Full entropy (raw_reconstructed, mask)",-0.22894307923899504
1522,"Full entropy (raw_reconstructed, mask)",-0.25807425618967805
1523,"Full entropy (raw_reconstructed, mask)",-0.12716679633058892
1524,"Full entropy (raw_reconstructed, mask)",-0.10847271200357955
1525,"Full entropy (raw_reconstructed, mask)",-0.019013518402590357
1526,"Full entropy (raw_reconstructed, mask)",-0.0683315806111704
1527,"Full entropy (raw_reconstructed, mask)",-0.20730326079266437
1528,"Full entropy (raw_reconstructed, mask)",-0.1504033728660925
1529,"Full entropy (raw_reconstructed, mask)",-0.27821854332464646
1530,"Full entropy (raw_reconstructed, mask)",0.06147287684884084
1531,"Full entropy (raw_reconstructed, mask)",0.10492047108967473
1532,"Full entropy (raw_reconstructed, mask)",-0.03468707015056882
1533,"Full entropy (raw_reconstructed, mask)",-0.13609631560281343
1534,"Full entropy (raw_reconstructed, mask)",-0.042305010710125046
1535,"Full entropy (raw_reconstructed, mask)",-0.0334887108748827
1536,"Full entropy (raw_reconstructed, mask)",-0.011114541378728582
1537,"Full entropy (raw_reconstructed, mask)",0.1363107555388634
1538,"Full entropy (raw_reconstructed, mask)",-0.0024351609452271106
1539,"Full entropy (raw_reconstructed, mask)",-0.032168493274091325
1540,"Full entropy (raw_reconstructed, mask)",0.12056227105124862
1541,"Full entropy (raw_reconstructed, mask)",0.05757796608840593
1542,"Full entropy (raw_reconstructed, mask)",0.04605026273020929
1543,"Full entropy (raw_reconstructed, mask)",0.028260659832655577
1544,"Full entropy (raw_reconstructed, mask)",0.061800830589821665
0,Inner entropy (norm01),-0.21979532568693383
1,Inner entropy (norm01),-0.09197851087542458
2,Inner entropy (norm01),-0.08020255104871438
3,Inner entropy (norm01),-0.22030826321315358
4,Inner entropy (norm01),-0.024307533121343372
5,Inner entropy (norm01),0.014803822467067795
7,Inner entropy (norm01),-0.0942230063934219
8,Inner entropy (norm01),-0.15863700853437018
9,Inner entropy (norm01),-0.36687086286057263
10,Inner entropy (norm01),-0.21053833112524656
11,Inner entropy (norm01),-0.22927118599503332
12,Inner entropy (norm01),-0.052766876283196706
13,Inner entropy (norm01),-0.2636565822596207
14,Inner entropy (norm01),-0.24385704328117697
15,Inner entropy (norm01),-0.0967476138727015
16,Inner entropy (norm01),0.2159388205919282
17,Inner entropy (norm01),-0.1351507537948206
18,Inner entropy (norm01),-0.16442988828783572
19,Inner entropy (norm01),-0.16772184239043197
20,Inner entropy (norm01),-0.05025936496284422
21,Inner entropy (norm01),-0.3102214213985752
22,Inner entropy (norm01),-0.3571687912436428
23,Inner entropy (norm01),-0.21303220874208856
24,Inner entropy (norm01),-0.23533617196007078
25,Inner entropy (norm01),-0.1563589616645024
26,Inner entropy (norm01),-0.0907353811200948
27,Inner entropy (norm01),-0.2700359723692659
28,Inner entropy (norm01),-0.2862769411104229
29,Inner entropy (norm01),-0.3087940489047745
30,Inner entropy (norm01),-0.36553329585631505
31,Inner entropy (norm01),-0.36847898036436555
32,Inner entropy (norm01),-0.11860195208745072
33,Inner entropy (norm01),-0.20392251543062984
34,Inner entropy (norm01),-0.19743087117668967
