group,sample_id,pair_id,json_path,heatmap_path,heatmap_norm01_path,heatmap_min_before,heatmap_max_before,n_grains_used,entropy_inner_raw,entropy_inner_norm01,entropy_middle_raw,entropy_middle_norm01,entropy_outer_raw,entropy_outer_norm01,full_entropy_raw_reconstructed_mask
FAPI-TEMPO,FAPI_TEMPO_309,309,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_309.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_309_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_309_heatmap_norm01.png,18.0,221.0,332,0.8038646594148363,0.2319463115367359,1.8387357186087077,0.5305469805484373,1.871852457464172,0.5401024515318761,5.662695931177163
FAPI-TEMPO,FAPI_TEMPO_31,31,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_31.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_31_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_31_heatmap_norm01.png,18.0,204.0,300,0.6916423768291178,0.1995658054240048,1.841237249727245,0.5312687698563061,2.193355962016375,0.6328687538610531,5.551180155032751
FAPI-TEMPO,FAPI_TEMPO_310,310,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_310.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_310_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_310_heatmap_norm01.png,16.0,221.0,327,0.6975256810231072,0.2012633681809467,1.7095025799781522,0.4932581789042737,2.098595097886064,0.6055265481108225,5.704379018535908
FAPI-TEMPO,FAPI_TEMPO_311,311,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_311.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_311_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_311_heatmap_norm01.png,17.0,213.0,293,1.4673426918841177,0.4233856049731757,2.2002463742985947,0.634856906586901,2.0342717570504814,0.5869667551434415,5.673663540845836
FAPI-TEMPO,FAPI_TEMPO_312,312,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_312.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_312_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_312_heatmap_norm01.png,18.0,204.0,401,1.174503482358792,0.3388900699011695,1.8968704167337624,0.5473211086861561,1.878967493188813,0.5421554168830135,5.433535861269548
FAPI-TEMPO,FAPI_TEMPO_313,313,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_313.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_313_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_313_heatmap_norm01.png,17.0,214.0,315,0.6928184134311288,0.1999051378587298,1.3653770153885396,0.393964529808964,1.9269365836026893,0.5559963706542242,5.661586593804993
FAPI-TEMPO,FAPI_TEMPO_314,314,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_314.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_314_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_314_heatmap_norm01.png,18.0,221.0,361,1.2068420522745913,0.3482210087905624,2.0958706798087148,0.6047404472209227,2.095127309114252,0.604525955778034,5.66619319525297
FAPI-TEMPO,FAPI_TEMPO_315,315,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_315.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_315_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_315_heatmap_norm01.png,18.0,200.0,306,0.8522891583321005,0.24591866842583,1.6487361659478896,0.4757246980694606,1.9402456017215912,0.5598365415420725,5.44827704194296
FAPI-TEMPO,FAPI_TEMPO_316,316,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_316.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_316_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_316_heatmap_norm01.png,18.0,220.0,387,0.6901856760188042,0.1991454904169851,1.7907043006109975,0.5166880428380052,1.6617002684746045,0.4794653473544341,5.612736130284787
FAPI-TEMPO,FAPI_TEMPO_317,317,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_317.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_317_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_317_heatmap_norm01.png,18.0,216.0,391,1.0627375681569962,0.306641243869299,1.872186727615364,0.5401989015097645,1.767819279749998,0.5100848216166443,5.681302117472587
FAPI-TEMPO,FAPI_TEMPO_318,318,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_318.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_318_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_318_heatmap_norm01.png,18.0,221.0,277,1.390258612602418,0.4011438411909357,2.1144664688198684,0.6101060577384845,2.025802863107905,0.5845231488848877,5.677399816097789
FAPI-TEMPO,FAPI_TEMPO_319,319,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_319.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_319_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_319_heatmap_norm01.png,18.0,219.0,338,1.1621571605597,0.3353276744546156,1.9848640563245588,0.5727107061796386,2.0357246359059986,0.5873859673674149,5.673729106459206
FAPI-TEMPO,FAPI_TEMPO_32,32,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_32.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_32_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_32_heatmap_norm01.png,18.0,221.0,188,1.523936551265786,0.4397151410281157,2.001768257011023,0.5775882274797494,2.0672615212560146,0.5964855889873253,5.669381719253494
FAPI-TEMPO,FAPI_TEMPO_320,320,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_320.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_320_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_320_heatmap_norm01.png,18.0,210.0,403,0.6923469670899615,0.1997691071990403,1.8179884771706485,0.5245605920814747,1.6920198079084638,0.4882137171910874,5.610125578758554
FAPI-TEMPO,FAPI_TEMPO_321,321,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_321.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_321_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_321_heatmap_norm01.png,18.0,221.0,427,0.9671595357068556,0.2790632531825506,1.73096256963186,0.4994502230344603,2.011718702061953,0.5804593190256724,5.527994178205672
FAPI-TEMPO,FAPI_TEMPO_322,322,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_322.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_322_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_322_heatmap_norm01.png,18.0,209.0,324,1.5160039358807111,0.4374262720526504,2.1755339541052017,0.6277264093746264,2.2052397260278296,0.6362976833423373,5.677338965973897
FAPI-TEMPO,FAPI_TEMPO_323,323,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_323.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_323_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_323_heatmap_norm01.png,17.0,221.0,337,0.7314855204853723,0.2110621065772657,1.9373522123918183,0.5590016858545876,2.106170916206464,0.607712467215126,5.694963136237276
FAPI-TEMPO,FAPI_TEMPO_324,324,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_324.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_324_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_324_heatmap_norm01.png,17.0,218.0,370,0.6950132019100173,0.2005384199495883,1.608896408574913,0.464229373991018,1.8790718386939629,0.5421855246315773,5.68549205693213
FAPI-TEMPO,FAPI_TEMPO_325,325,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_325.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_325_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_325_heatmap_norm01.png,18.0,215.0,340,1.3051396852119108,0.3765837103045213,2.124129268510876,0.6128941523775484,1.939109350029369,0.5595086886057583,5.6846622685315715
FAPI-TEMPO,FAPI_TEMPO_326,326,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_326.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_326_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_326_heatmap_norm01.png,18.0,221.0,395,1.2337524551607222,0.3559857097489914,2.1442527145781494,0.6187005515469188,2.126107019046841,0.613464810555619,5.681325858565392
FAPI-TEMPO,FAPI_TEMPO_327,327,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_327.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_327_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_327_heatmap_norm01.png,18.0,220.0,399,0.7994273015558662,0.2306659607011788,1.871293950731606,0.5399413005532009,1.8748436152935135,0.5409655172452575,5.574548264192219
FAPI-TEMPO,FAPI_TEMPO_328,328,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_328.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_328_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_328_heatmap_norm01.png,18.0,221.0,345,1.3215358632890133,0.3813146472647949,2.0515655481559256,0.5919566884766404,2.257927227291814,0.6515000827004134,5.694726979798899
FAPI-TEMPO,FAPI_TEMPO_329,329,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_329.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_329_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_329_heatmap_norm01.png,18.0,216.0,396,1.1732896581212424,0.3385398342595647,2.085034651589817,0.6016138303860554,2.0716940128907257,0.5977645357273611,5.685807505902015
FAPI-TEMPO,FAPI_TEMPO_33,33,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_33.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_33_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_33_heatmap_norm01.png,18.0,215.0,265,1.398920393759419,0.40364310293503,2.1853145851498805,0.630548502955611,2.031759218569271,0.5862417897820646,5.698125021414479
FAPI-TEMPO,FAPI_TEMPO_330,330,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_330.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_330_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_330_heatmap_norm01.png,18.0,221.0,386,0.9075218689815578,0.2618554599755954,1.871831473767151,0.5400963969167498,1.9183348564562108,0.5535144368347633,5.6893588296838695
FAPI-TEMPO,FAPI_TEMPO_331,331,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_331.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_331_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_331_heatmap_norm01.png,18.0,219.0,419,1.2672893772823874,0.3656624199953125,2.110628267302074,0.6089985868793535,2.114240731697427,0.6100409237730663,5.68859385617444
FAPI-TEMPO,FAPI_TEMPO_332,332,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_332.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_332_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_332_heatmap_norm01.png,18.0,219.0,415,0.9736489231972634,0.2809356946127142,2.137269184853411,0.6166855308065626,2.13650705762401,0.616465627371686,5.691327670591538
FAPI-TEMPO,FAPI_TEMPO_333,333,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_333.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_333_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_333_heatmap_norm01.png,18.0,221.0,310,0.8587245362887522,0.2477755259986915,1.6939578137580986,0.4887729074767838,2.150797825219101,0.6205890712796728,5.69030264568931
FAPI-TEMPO,FAPI_TEMPO_334,334,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_334.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_334_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_334_heatmap_norm01.png,17.0,215.0,374,0.9025170310089208,0.2604113689908802,1.9276000990986435,0.5561878207573374,2.034580211160584,0.5870557561864389,5.679831791144846
FAPI-TEMPO,FAPI_TEMPO_335,335,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_335.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_335_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_335_heatmap_norm01.png,18.0,198.0,391,1.064195480999044,0.3070619085947531,1.6247374368727,0.4688001285845778,1.6831089572088491,0.4856425891682002,5.475606660229148
FAPI-TEMPO,FAPI_TEMPO_336,336,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_336.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_336_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_336_heatmap_norm01.png,17.0,207.0,307,0.9774416522144912,0.2820300448816322,1.939965954618961,0.5597558524444397,2.0009089473510446,0.5773402831227417,5.682749187079341
FAPI-TEMPO,FAPI_TEMPO_337,337,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_337.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_337_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_337_heatmap_norm01.png,18.0,221.0,285,0.75861460162139,0.2188899047410272,2.0533849925047383,0.5924816691444814,2.025326220770068,0.5843856189774725,5.677831386490365
FAPI-TEMPO,FAPI_TEMPO_338,338,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_338.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_338_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_338_heatmap_norm01.png,19.0,221.0,416,0.8288356855414087,0.2391514266484789,1.8497238774929217,0.5337174930145885,1.9858968572223663,0.5730087095263372,5.458763014027805
FAPI-TEMPO,FAPI_TEMPO_339,339,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_339.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_339_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_339_heatmap_norm01.png,19.0,219.0,335,0.6931471805599453,0.1999999999999999,1.4731280170778829,0.4250548969665707,1.8832379888766255,0.5433876214732025,5.423288951286567
FAPI-TEMPO,FAPI_TEMPO_34,34,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_34.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_34_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_34_heatmap_norm01.png,18.0,220.0,299,0.6862107122427636,0.1979985583115037,1.9816259676842112,0.5717763912949609,2.0377341947851506,0.5879658034932803,5.712662835573337
FAPI-TEMPO,FAPI_TEMPO_340,340,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_340.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_340_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_340_heatmap_norm01.png,18.0,215.0,370,0.7795689618837152,0.2249360550681186,1.781650287110474,0.5140756067625358,1.794023785252624,0.5176458436441614,5.673992624316842
FAPI-TEMPO,FAPI_TEMPO_341,341,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_341.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_341_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_341_heatmap_norm01.png,18.0,210.0,365,1.2504215514052608,0.3607953942466108,2.158356672771138,0.6227700936553048,2.293118601486813,0.661654166907052,5.687981967527701
FAPI-TEMPO,FAPI_TEMPO_342,342,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_342.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_342_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_342_heatmap_norm01.png,18.0,201.0,448,1.2456070620218025,0.3594062262550251,1.8617462361552644,0.5371864124589785,2.0649328858100637,0.5958136868253429,5.51588035639415
FAPI-TEMPO,FAPI_TEMPO_343,343,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_343.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_343_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_343_heatmap_norm01.png,18.0,215.0,394,1.2308787784306767,0.3551565419154805,2.038178947622062,0.5880941320357269,2.103159763438578,0.6068436321820084,5.69259328852462
FAPI-TEMPO,FAPI_TEMPO_344,344,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_344.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_344_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_344_heatmap_norm01.png,18.0,221.0,379,0.8003733838584931,0.2309389423504333,1.9862574124108447,0.5731127437628141,1.6487912124845483,0.4757405811425518,5.698904903266539
FAPI-TEMPO,FAPI_TEMPO_345,345,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_345.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_345_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_345_heatmap_norm01.png,18.0,221.0,432,0.9786669570728628,0.2823835931301822,1.9455439344749523,0.5613653172197233,2.072866677339249,0.5981028951642635,5.690460581068368
FAPI-TEMPO,FAPI_TEMPO_346,346,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_346.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_346_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_346_heatmap_norm01.png,16.0,221.0,421,1.159888573358015,0.3346730985534766,2.065088441491145,0.5958585707072787,2.287313879677962,0.6599792782335783,5.699825695851338
FAPI-TEMPO,FAPI_TEMPO_347,347,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_347.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_347_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_347_heatmap_norm01.png,17.0,221.0,431,0.7569826972423221,0.2184190366700499,1.6575178742506218,0.4782585634732377,2.1826469991619697,0.6297788003404302,5.71148129007245
FAPI-TEMPO,FAPI_TEMPO_348,348,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_348.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_348_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_348_heatmap_norm01.png,18.0,209.0,435,1.4903109024456358,0.4300128296682149,2.194099350830071,0.6330832505320474,2.088501619335465,0.602614185820769,5.688487650437432
FAPI-TEMPO,FAPI_TEMPO_349,349,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_349.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_349_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_349_heatmap_norm01.png,19.0,221.0,386,0.9641931940594612,0.2782073479056949,1.6257586679143785,0.4690947935764641,1.796318065399635,0.5183078329622619,5.378746981648273
FAPI-TEMPO,FAPI_TEMPO_35,35,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_35.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_35_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_35_heatmap_norm01.png,18.0,221.0,312,0.6995326933235209,0.2018424695195087,1.81419792125806,0.523466868838014,1.8454561314618911,0.5324860818076402,5.704962266907103
FAPI-TEMPO,FAPI_TEMPO_350,350,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_350.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_350_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_350_heatmap_norm01.png,18.0,221.0,421,1.070126740498485,0.308773308327967,2.083460424306226,0.6011596044070014,2.191433910542996,0.6323141670352577,5.682211421574968
FAPI-TEMPO,FAPI_TEMPO_351,351,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_351.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_351_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_351_heatmap_norm01.png,18.0,221.0,452,1.316898058001115,0.379976459526903,2.026420704470301,0.5847014202188046,2.0412117222919326,0.5889692058309983,5.676442611966021
FAPI-TEMPO,FAPI_TEMPO_352,352,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_352.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_352_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_352_heatmap_norm01.png,17.0,207.0,394,1.034120877455991,0.2983842123171002,1.991125090187699,0.5745172586806766,2.214529268023134,0.6389780785760882,5.717838527193403
FAPI-TEMPO,FAPI_TEMPO_353,353,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_353.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_353_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_353_heatmap_norm01.png,17.0,214.0,385,0.7023149314359951,0.2026452537449965,1.5796962120280338,0.4558039782407849,1.9682412723367535,0.5679143845746436,5.7256509148405845
