group,sample_id,pair_id,json_path,heatmap_path,heatmap_norm01_path,heatmap_min_before,heatmap_max_before,n_grains_used,entropy_inner_raw,entropy_inner_norm01,entropy_middle_raw,entropy_middle_norm01,entropy_outer_raw,entropy_outer_norm01
FAPI-TEMPO,FAPI_TEMPO_1293,1293,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1293.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1293_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1293_heatmap_norm01.png,18.0,221.0,227,1.2055910911770096,0.34786005771619716,2.206152166227878,0.6365609579326807,2.187032906771011,0.6310443057719024
FAPI-TEMPO,FAPI_TEMPO_1294,1294,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1294.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1294_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1294_heatmap_norm01.png,18.0,206.0,304,1.0455979859360869,0.3016958058146961,2.0932587226980326,0.6039867957068036,2.115062849419857,0.6102781368053016
FAPI-TEMPO,FAPI_TEMPO_1295,1295,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1295.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1295_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1295_heatmap_norm01.png,18.0,220.0,373,0.8100430099131749,0.23372900666170138,1.8945342319710787,0.5466470282518112,1.8990359023973435,0.547945935771749
FAPI-TEMPO,FAPI_TEMPO_1296,1296,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1296.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1296_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1296_heatmap_norm01.png,18.0,217.0,392,1.7474022970407947,0.5041937256757476,2.260237071586437,0.6521665628822291,2.156404377972436,0.6222067804504166
FAPI-TEMPO,FAPI_TEMPO_1297,1297,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1297.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1297_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1297_heatmap_norm01.png,18.0,215.0,309,0.7416717775966425,0.21400123910119567,1.779930067327377,0.5135792562524731,1.855372725481037,0.5353474060104264
FAPI-TEMPO,FAPI_TEMPO_1298,1298,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1298.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1298_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1298_heatmap_norm01.png,19.0,221.0,318,0.7506586489642473,0.21659430205222574,1.9119237475500093,0.5516645818296482,1.8178283239239708,0.5245143816225218
FAPI-TEMPO,FAPI_TEMPO_1299,1299,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1299.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1299_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1299_heatmap_norm01.png,17.0,221.0,219,0.6935574957225618,0.20011839193006167,1.72193643170133,0.4968458301483092,2.018813738586944,0.5825065138275783
FAPI-TEMPO,FAPI_TEMPO_13,13,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_13.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_13_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_13_heatmap_norm01.png,18.0,209.0,347,0.6895146668576666,0.19895187809915227,1.4365624295163109,0.41450429859811655,2.062571431425289,0.595132315119303
FAPI-TEMPO,FAPI_TEMPO_130,130,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_130.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_130_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_130_heatmap_norm01.png,18.0,221.0,292,0.6802294978273649,0.19627274463638583,1.8051219279326327,0.5208480907256667,1.929309106334016,0.5566809360100005
FAPI-TEMPO,FAPI_TEMPO_1300,1300,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1300.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1300_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1300_heatmap_norm01.png,16.0,221.0,225,0.6856925884481759,0.19784905938570008,1.4777033955552576,0.4263750721344705,1.9408430327407735,0.560008923695802
FAPI-TEMPO,FAPI_TEMPO_1301,1301,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1301.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1301_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1301_heatmap_norm01.png,20.0,219.0,363,0.6917614988524178,0.1996001767744599,1.5136928168472188,0.4367594240589457,2.0196919529232233,0.582759912921136
FAPI-TEMPO,FAPI_TEMPO_1302,1302,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1302.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1302_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1302_heatmap_norm01.png,18.0,200.0,420,0.717053930059148,0.20689802978925487,1.6552415874659658,0.4776017659420648,1.9475358084656746,0.5619400505654214
FAPI-TEMPO,FAPI_TEMPO_1303,1303,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1303.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1303_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1303_heatmap_norm01.png,19.0,213.0,385,0.9559955552074526,0.27584200932193664,1.5956478359124624,0.4604066439752232,1.9172508668231827,0.5532016635411744
FAPI-TEMPO,FAPI_TEMPO_1304,1304,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1304.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1304_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1304_heatmap_norm01.png,19.0,203.0,386,0.8833660828045568,0.2548855733903287,1.8836116971741779,0.5434954508947261,1.732839627366269,0.4999918274114391
FAPI-TEMPO,FAPI_TEMPO_1305,1305,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1305.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1305_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1305_heatmap_norm01.png,18.0,204.0,410,0.6300887373849121,0.18180517934904022,1.7166475526334954,0.4953197822277039,1.8573381485447085,0.535914507231868
FAPI-TEMPO,FAPI_TEMPO_1306,1306,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1306.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1306_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1306_heatmap_norm01.png,19.0,205.0,386,0.692682880334458,0.19986603127344116,1.8262937313446748,0.5269569818835126,1.9982148464768084,0.5765629299285586
FAPI-TEMPO,FAPI_TEMPO_1307,1307,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1307.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1307_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1307_heatmap_norm01.png,18.0,205.0,441,0.9113595525512982,0.2629627813865085,1.9070958441417352,0.5502715433686466,2.019814992492946,0.5827954146365504
FAPI-TEMPO,FAPI_TEMPO_1308,1308,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1308.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1308_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1308_heatmap_norm01.png,18.0,210.0,384,0.7901121223935719,0.22797816814469196,1.7772086908379463,0.5127940329793343,2.114909379338353,0.6102338547001995
FAPI-TEMPO,FAPI_TEMPO_1309,1309,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1309.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1309_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1309_heatmap_norm01.png,18.0,221.0,345,0.8701305483522215,0.25106660540674886,1.6931127584958499,0.48852907606955914,2.278733179173762,0.6575034114206256
FAPI-TEMPO,FAPI_TEMPO_131,131,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_131.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_131_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_131_heatmap_norm01.png,18.0,221.0,351,0.6925525323607232,0.19982842079838176,1.6970441892039272,0.4896634471867875,2.2451588719874653,0.6478159141248351
FAPI-TEMPO,FAPI_TEMPO_1310,1310,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1310.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1310_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1310_heatmap_norm01.png,18.0,218.0,390,0.775891189212678,0.22387487418931418,2.05169453263904,0.5919939055314685,2.013284199270509,0.5809110260375341
FAPI-TEMPO,FAPI_TEMPO_1311,1311,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1311.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1311_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1311_heatmap_norm01.png,19.0,203.0,426,0.7664175517479255,0.22114136023139852,1.5658449142742756,0.45180733852494026,2.203544925612554,0.6358086673114544
FAPI-TEMPO,FAPI_TEMPO_1312,1312,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1312.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1312_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1312_heatmap_norm01.png,18.0,209.0,285,1.3180051278500942,0.380295892363111,2.0976553792244945,0.6052554026202472,2.076393720659894,0.5991205847458025
FAPI-TEMPO,FAPI_TEMPO_1313,1313,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1313.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1313_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1313_heatmap_norm01.png,18.0,205.0,298,0.7023499382892688,0.20265535458771955,1.7323122735639882,0.4998396652683702,1.9796294743531992,0.5712003250893971
FAPI-TEMPO,FAPI_TEMPO_1314,1314,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1314.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1314_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1314_heatmap_norm01.png,18.0,204.0,374,0.871165840680945,0.2513653276284528,1.977735691234689,0.5706538947866784,2.109698412784105,0.6087302875789891
FAPI-TEMPO,FAPI_TEMPO_1315,1315,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1315.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1315_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1315_heatmap_norm01.png,18.0,217.0,339,0.7744461102391197,0.2234579125355451,1.914970333857424,0.5525436408211176,2.1589281939722893,0.6229349998158376
FAPI-TEMPO,FAPI_TEMPO_1316,1316,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1316.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1316_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1316_heatmap_norm01.png,19.0,221.0,393,0.6930211989529488,0.19996364939206857,1.8275090485600705,0.5273076483074642,2.11693084842678,0.6108171273860362
FAPI-TEMPO,FAPI_TEMPO_1317,1317,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1317.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1317_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1317_heatmap_norm01.png,18.0,219.0,388,0.8045827005996096,0.2321534944280213,1.9482293784501932,0.5621401725608562,2.0567865821308624,0.5934631604414312
FAPI-TEMPO,FAPI_TEMPO_1318,1318,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1318.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1318_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1318_heatmap_norm01.png,17.0,207.0,358,1.168444205145375,0.3371417320637358,1.9596795929505566,0.565444006096214,2.1306487741324975,0.6147752840634206
FAPI-TEMPO,FAPI_TEMPO_1319,1319,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1319.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1319_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1319_heatmap_norm01.png,17.0,211.0,254,1.1770200804021345,0.3396162066045777,1.9914161879470909,0.5746012517394544,2.063273690661208,0.5953349443027187
FAPI-TEMPO,FAPI_TEMPO_132,132,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_132.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_132_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_132_heatmap_norm01.png,18.0,216.0,349,0.7842125337144522,0.22627590667856184,1.8263821970790233,0.5269825076987593,2.12343225891592,0.6126930379203295
FAPI-TEMPO,FAPI_TEMPO_1320,1320,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1320.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1320_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1320_heatmap_norm01.png,18.0,208.0,382,0.7132065507113725,0.20578791076816405,1.9052837081113936,0.5497486714357686,2.0931939372531922,0.6039681025788048
FAPI-TEMPO,FAPI_TEMPO_1321,1321,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1321.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1321_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1321_heatmap_norm01.png,17.0,210.0,332,0.8186094475688193,0.2362007580864779,1.7386690069823092,0.5016738308241432,2.254750380393973,0.6505834384473778
FAPI-TEMPO,FAPI_TEMPO_1322,1322,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1322.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1322_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1322_heatmap_norm01.png,18.0,213.0,400,1.0556896960485656,0.30460765784136856,2.0373046418079737,0.5878418607032858,2.1134593411961324,0.6098154621328231
FAPI-TEMPO,FAPI_TEMPO_1323,1323,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1323.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1323_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1323_heatmap_norm01.png,18.0,213.0,380,1.0094752755887035,0.29127299479836843,1.8632344837734203,0.5376158299506442,2.228784113596279,0.6430911575794911
FAPI-TEMPO,FAPI_TEMPO_1324,1324,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1324.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1324_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1324_heatmap_norm01.png,18.0,220.0,404,0.6929149482993447,0.19993299193385944,1.715899221500659,0.4951038595048467,2.0103482360702847,0.580063886127695
FAPI-TEMPO,FAPI_TEMPO_1325,1325,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1325.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1325_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1325_heatmap_norm01.png,18.0,219.0,385,0.9289980056650718,0.26805216315374725,1.9151315378313243,0.5525901544558611,2.286643725938222,0.659785912738187
FAPI-TEMPO,FAPI_TEMPO_1326,1326,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1326.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1326_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1326_heatmap_norm01.png,18.0,218.0,443,0.9526492022303769,0.2748764559529184,2.01337523830768,0.580937294351025,2.1660849392498287,0.6249999999999999
FAPI-TEMPO,FAPI_TEMPO_1327,1327,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1327.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1327_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1327_heatmap_norm01.png,17.0,200.0,292,1.199990528946715,0.3462440770450299,2.0931813386498366,0.6039644673902882,2.0077555635607407,0.5793157989732614
FAPI-TEMPO,FAPI_TEMPO_1328,1328,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1328.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1328_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1328_heatmap_norm01.png,17.0,210.0,317,1.1695967957618882,0.3374742994170596,1.980364350990855,0.5714123656655594,2.2591081801598123,0.6518408336696504
FAPI-TEMPO,FAPI_TEMPO_1329,1329,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1329.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1329_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1329_heatmap_norm01.png,18.0,216.0,366,1.2661092526374464,0.36532190800073516,1.990050326361637,0.5742071473922794,1.9950607648111722,0.5756528543330441
FAPI-TEMPO,FAPI_TEMPO_133,133,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_133.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_133_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_133_heatmap_norm01.png,19.0,212.0,399,0.8972560332662721,0.2588933659201907,1.9445546291504514,0.5610798640426067,1.9059182466391809,0.5499317605532269
FAPI-TEMPO,FAPI_TEMPO_1330,1330,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1330.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1330_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1330_heatmap_norm01.png,18.0,218.0,329,0.8482136431339885,0.24474272331275324,1.939821353418824,0.5597141293575709,2.2718685126965625,0.6555226873638231
FAPI-TEMPO,FAPI_TEMPO_1331,1331,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1331.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1331_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1331_heatmap_norm01.png,18.0,216.0,310,0.6908008768179612,0.19932299984540408,1.5862203102520158,0.45768643507158724,1.5413741818278588,0.44474657765546705
FAPI-TEMPO,FAPI_TEMPO_1332,1332,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1332.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1332_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1332_heatmap_norm01.png,18.0,218.0,360,0.7964298103892993,0.22980106757295593,1.8845632534040364,0.5437700119855149,2.085870437710136,0.6018549872842609
FAPI-TEMPO,FAPI_TEMPO_1333,1333,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1333.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1333_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1333_heatmap_norm01.png,18.0,212.0,226,1.929483354025288,0.5567312132660174,2.263748133832302,0.6531796413003015,2.1210685266286804,0.6120110089505715
FAPI-TEMPO,FAPI_TEMPO_1334,1334,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1334.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1334_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1334_heatmap_norm01.png,17.0,208.0,305,1.6256319221075388,0.46905822246706796,2.1591381940348806,0.6229955930256149,2.080982906981852,0.6004447440154834
FAPI-TEMPO,FAPI_TEMPO_1335,1335,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1335.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1335_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1335_heatmap_norm01.png,18.0,214.0,358,0.858054232112649,0.24758211709654124,1.795951169940657,0.5182019693104236,2.0084368503798657,0.5795123767963363
FAPI-TEMPO,FAPI_TEMPO_1336,1336,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1336.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1336_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1336_heatmap_norm01.png,18.0,217.0,370,1.2123099223264282,0.3497987025921645,2.0250347353528704,0.5843015140642961,2.02972862086839,0.5856558831354441
FAPI-TEMPO,FAPI_TEMPO_1337,1337,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1337.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1337_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1337_heatmap_norm01.png,18.0,208.0,366,0.7191348871088729,0.20749846707244307,1.9289375676984486,0.5565737326205942,2.161401129585529,0.6236485382049693
FAPI-TEMPO,FAPI_TEMPO_1338,1338,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1338.json,F:\Sandy_data\AI segemetation work\Sts_grain morphology_ML\comparative datasets\FAPI-TEMPO\FAPI_TEMPO_1338_heatmap.png,heatmaps_norm01\FAPI-TEMPO\FAPI_TEMPO_1338_heatmap_norm01.png,18.0,219.0,418,1.1833156465338366,0.3414327230121367,2.0533338902488936,0.5924669241502644,2.055714123617024,0.5931537143255365
