label,json_file,grain_index,area_px,perimeter_px,circularity,nuc_x,nuc_y,centroid_x,centroid_y,R_mean_px,R_mean_um,A_polar,A_std,file_name,area_(µm²),area_error_(µm²),perimeter_(µm),perimeter_error_(µm),circularity_distortion,circularity_distortion_error,defects_count,defects_area_(µm²),defects_area_error_(µm²),entropy_hm_(bits),entropy_hm_error_(bits),nucleus_circularity,nucleus_circularity_error
FAPI-TEMPO,FAPI_TEMPO_38.json,54,7179.0,435.0,0.4767550516077923,888.8719877420253,550.9183730324557,888.8719877420253,550.9183730324557,47.72960015389314,21.693892276806537,0.5472251403518957,0.1152434280273837,FAPI_TEMPO_38_54,1483.2645,17.506,157.9756,8.4739,0.253124,0.080609,0,0.0,0.0,5.606491,0.016791,0.568725,0.071091
FAPI-TEMPO,FAPI_TEMPO_38.json,55,6098.0,385.0,0.5169824793817658,1426.9798294522795,672.1261069203017,1426.9798294522795,672.1261069203017,43.19685277534907,19.633683663470997,0.8151696007564077,0.2252471179061961,FAPI_TEMPO_38_55,1259.9174,16.1342,144.8339,8.1138,0.245235,0.085116,0,0.0,0.0,5.736726,0.018257,0.782126,0.097766
FAPI-TEMPO,FAPI_TEMPO_38.json,56,4229.0,312.0,0.5459317608494098,1682.0967131709624,175.21730905651455,1682.0967131709624,175.21730905651455,36.20037193705048,16.453667465275153,0.71713685844588,0.1870745164027507,FAPI_TEMPO_38_56,873.7603,13.4361,123.7121,7.4989,0.282572,0.087671,0,0.0,0.0,5.474367,0.021848,0.702074,0.087759
FAPI-TEMPO,FAPI_TEMPO_38.json,57,2711.0,250.0,0.5450788917684435,1489.8900774621911,356.65400221320544,1489.8900774621911,356.65400221320544,28.86572248052351,13.119948039908143,0.6880562170993922,0.1754289431718478,FAPI_TEMPO_38_57,560.124,10.7577,94.9977,6.5712,0.220048,0.108937,0,0.0,0.0,5.547586,0.027291,0.181611,0.022701
FAPI-TEMPO,FAPI_TEMPO_38.json,58,11621.0,619.0,0.3811290630034579,546.9849410549866,471.4801652181396,546.9849410549866,471.4801652181396,57.93477951874824,26.332314997567533,1.1163780641766892,0.3876010040414594,FAPI_TEMPO_38_58,2401.0331,22.2729,230.4287,10.2343,0.431756,0.050751,0,0.0,0.0,5.497732,0.013177,0.460752,0.057594
FAPI-TEMPO,FAPI_TEMPO_38.json,59,5314.0,380.0,0.4624494005865972,321.1932630786601,899.1093338351525,321.1932630786601,899.1093338351525,40.23823034660138,18.28894086130945,1.062313927935386,0.2430576051775468,FAPI_TEMPO_38_59,1097.9339,15.0614,145.0355,8.1194,0.344101,0.073987,0,0.0,0.0,6.038273,0.019616,0.841992,0.105249
FAPI-TEMPO,FAPI_TEMPO_38.json,60,18435.0,632.0,0.5799877881041483,1698.7627339300243,326.2349335503119,1698.7627339300243,326.2349335503119,76.44948038450778,34.747552603246966,0.5946394850798354,0.1621938423221751,FAPI_TEMPO_38_60,3808.8843,28.0528,253.4569,10.7335,0.254926,0.063343,0,0.0,0.0,5.540385,0.010471,0.444927,0.055616
FAPI-TEMPO,FAPI_TEMPO_38.json,61,6497.0,370.0,0.5963747982577906,1210.1462213329228,907.4974603663228,1210.1462213329228,907.4974603663228,44.96592718010189,20.43775722458657,0.7274606876690234,0.184188681886322,FAPI_TEMPO_38_61,1342.3554,16.6537,148.2118,8.2079,0.232088,0.085585,0,0.0,0.0,5.775047,0.017679,0.60277,0.075346
FAPI-TEMPO,FAPI_TEMPO_38.json,62,4920.0,381.0,0.4259170398567599,381.3772357723577,757.3983739837398,381.3772357723577,757.3983739837398,38.40203765883052,17.45436093104553,1.0327991309659514,0.2816274024170286,FAPI_TEMPO_38_62,1016.5289,14.4923,137.4241,7.9035,0.3236,0.078397,0,0.0,0.0,5.586483,0.02027,0.534658,0.066832
FAPI-TEMPO,FAPI_TEMPO_38.json,63,6630.0,418.0,0.4768379682997259,1179.0108597285068,374.5502262443439,1179.0108597285068,374.5502262443439,45.146941037701545,20.52003101516337,0.9464298782151666,0.2424393954963739,FAPI_TEMPO_38_63,1369.8347,16.8233,158.5805,8.4901,0.315492,0.073775,0,0.0,0.0,5.595912,0.017461,0.361907,0.045238
FAPI-TEMPO,FAPI_TEMPO_38.json,64,6856.0,475.0,0.381850579200206,136.0720536756126,296.3497666277713,136.0720536756126,296.3497666277713,45.4698235802859,20.66678646826379,1.2154673563024498,0.3059126289913593,FAPI_TEMPO_38_64,1416.5289,17.1076,180.1514,9.0491,0.451521,0.055498,0,0.0,0.0,5.697732,0.017193,0.864942,0.108118
FAPI-TEMPO,FAPI_TEMPO_38.json,65,2900.0,278.0,0.4715397078520987,1427.2906896551724,437.9958620689655,1427.2906896551724,437.9958620689655,29.375322723253092,13.351569774311224,1.0655083071459606,0.2758245455283277,FAPI_TEMPO_38_65,599.1736,11.1264,107.1924,6.9802,0.344709,0.086207,0,0.0,0.0,5.47905,0.026388,0.554304,0.069288
FAPI-TEMPO,FAPI_TEMPO_38.json,66,4211.0,316.0,0.5299329700475331,760.9838518166706,906.688672524341,760.9838518166706,906.688672524341,35.959342817947444,16.344115746246803,0.6566737110994112,0.1952563949779388,FAPI_TEMPO_38_66,870.0413,13.4075,116.7434,7.2846,0.197796,0.100873,0,0.0,0.0,5.692274,0.021928,0.565411,0.070676
FAPI-TEMPO,FAPI_TEMPO_38.json,67,3439.0,339.0,0.3760474460088338,502.9002617039837,511.5077057284094,502.9002617039837,511.5077057284094,30.914331247978176,14.05107458978891,1.4940217220961425,0.4232186767489017,FAPI_TEMPO_38_67,710.5372,12.1163,123.3923,7.4892,0.413564,0.071885,0,0.0,0.0,5.776981,0.024296,0.589142,0.073643
FAPI-TEMPO,FAPI_TEMPO_39.json,0,11425.0,516.0,0.5392208411042514,721.533216630197,700.5670897155361,721.533216630197,700.5670897155361,60.146077200435606,27.337386348339468,0.3910668497052323,0.1070197873656462,FAPI_TEMPO_39_0,2360.5372,22.0843,188.7476,9.2625,0.167359,0.082092,0,0.0,0.0,5.749341,0.013331,0.107744,0.013468
