t_ms,X_area_frac,X_JMAK,k_fit,n_fit
305.0,0.226105164162223,0.21876743264195286,0.0018736833917701427,2.5
306.0,0.227198365823347,0.22035063855067538,0.0018736833917701427,2.5
307.0,0.22829568200936112,0.22193839220742806,0.0018736833917701427,2.5
308.0,0.22936834190127095,0.22353066536510524,0.0018736833917701427,2.5
309.0,0.23049437163388573,0.2251274296009501,0.0018736833917701427,2.5
310.0,0.23166489240918262,0.2267286563178792,0.0018736833917701427,2.5
311.0,0.23285975679699644,0.2283343167458156,0.0018736833917701427,2.5
312.0,0.23393477508254548,0.22994438194303246,0.0018736833917701427,2.5
313.0,0.2351727077256579,0.2315588227975074,0.0018736833917701427,2.5
314.0,0.23616983457950821,0.23317761002828497,0.0018736833917701427,2.5
315.0,0.23731403947805857,0.23480071418684956,0.0018736833917701427,2.5
316.0,0.23850689648714626,0.23642810565850925,0.0018736833917701427,2.5
317.0,0.23965151593183776,0.23805975466378637,0.0018736833917701427,2.5
318.0,0.24076168025207575,0.23969563125982063,0.0018736833917701427,2.5
319.0,0.2419651047738553,0.2413357053417794,0.0018736833917701427,2.5
320.0,0.24305399653693072,0.24297994664427836,0.0018736833917701427,2.5
321.0,0.24425682638820648,0.24462832474281193,0.0018736833917701427,2.5
322.0,0.24540207659330113,0.24628080905519123,0.0018736833917701427,2.5
323.0,0.24662370505539546,0.2479373688429931,0.0018736833917701427,2.5
324.0,0.2477760030651058,0.24959797321301713,0.0018736833917701427,2.5
325.0,0.24892215564773792,0.25126259111875127,0.0018736833917701427,2.5
326.0,0.25015578904094793,0.2529311913618477,0.0018736833917701427,2.5
327.0,0.2512870931010162,0.2546037425936063,0.0018736833917701427,2.5
328.0,0.25238991117593024,0.25628021331646733,0.0018736833917701427,2.5
329.0,0.25367901799578974,0.2579605718855128,0.0018736833917701427,2.5
330.0,0.25487099519165535,0.25964478650997636,0.0018736833917701427,2.5
331.0,0.25605334467531626,0.26133282525476154,0.0018736833917701427,2.5
332.0,0.2573036189260378,0.2630246560419688,0.0018736833917701427,2.5
333.0,0.2585081563822812,0.26472024665243044,0.0018736833917701427,2.5
334.0,0.25966841283255415,0.2664195647272537,0.0018736833917701427,2.5
335.0,0.2608691169562445,0.2681225777693724,0.0018736833917701427,2.5
336.0,0.2620951122961606,0.269829253145107,0.0018736833917701427,2.5
337.0,0.2633136145926488,0.2715395580857307,0.0018736833917701427,2.5
338.0,0.2645864996855305,0.2732534596890466,0.0018736833917701427,2.5
339.0,0.2657612052309678,0.2749709249209691,0.0018736833917701427,2.5
340.0,0.2669836075125257,0.27669192061711567,0.0018736833917701427,2.5
341.0,0.2682306136765505,0.27841641348440516,0.0018736833917701427,2.5
342.0,0.2694691009986566,0.28014437010266335,0.0018736833917701427,2.5
343.0,0.2707314076543363,0.28187575692623656,0.0018736833917701427,2.5
344.0,0.272047469239701,0.28361054028561183,0.0018736833917701427,2.5
345.0,0.2731899501140052,0.2853486863890451,0.0018736833917701427,2.5
346.0,0.27443500384698843,0.28709016132419585,0.0018736833917701427,2.5
347.0,0.27571181864220845,0.2888349310597691,0.0018736833917701427,2.5
348.0,0.2769414502833351,0.2905829614471641,0.0018736833917701427,2.5
349.0,0.2782391874661537,0.2923342182221298,0.0018736833917701427,2.5
350.0,0.2794626233494239,0.2940886670064272,0.0018736833917701427,2.5
351.0,0.2807292915182105,0.29584627330949864,0.0018736833917701427,2.5
352.0,0.2820700897058343,0.29760700253014216,0.0018736833917701427,2.5
353.0,0.2833296697208478,0.2993708199581945,0.0018736833917701427,2.5
354.0,0.28455379521381624,0.3011376907762179,0.0018736833917701427,2.5
355.0,0.2858367287100808,0.30290758006119467,0.0018736833917701427,2.5
356.0,0.28712507276504057,0.30468045278622813,0.0018736833917701427,2.5
357.0,0.2884524592632825,0.3064562738222477,0.0018736833917701427,2.5
358.0,0.2897761758089212,0.3082350079397219,0.0018736833917701427,2.5
359.0,0.29102007856673573,0.3100166198103752,0.0018736833917701427,2.5
360.0,0.2923743164377984,0.3118010740089121,0.0018736833917701427,2.5
361.0,0.2935909520573976,0.3135883350147457,0.0018736833917701427,2.5
362.0,0.2948466354849939,0.315378367213732,0.0018736833917701427,2.5
363.0,0.2962698884607524,0.3171711348999099,0.0018736833917701427,2.5
364.0,0.29760360499728733,0.31896660227724527,0.0018736833917701427,2.5
365.0,0.29894846063248776,0.3207647334613811,0.0018736833917701427,2.5
366.0,0.30031180063627483,0.32256549248139255,0.0018736833917701427,2.5
367.0,0.3016073563309879,0.3243688432815457,0.0018736833917701427,2.5
368.0,0.30294128778124774,0.32617474972306304,0.0018736833917701427,2.5
369.0,0.30433202765929906,0.3279831755858913,0.0018736833917701427,2.5
370.0,0.3056426899030998,0.3297940845704749,0.0018736833917701427,2.5
371.0,0.3069700715243283,0.3316074402995347,0.0018736833917701427,2.5
372.0,0.3083445309561601,0.3334232063198487,0.0018736833917701427,2.5
373.0,0.3096862402674322,0.33524134610403855,0.0018736833917701427,2.5
374.0,0.3110280747553822,0.3370618230523602,0.0018736833917701427,2.5
375.0,0.3123235008841051,0.33888460049449676,0.0018736833917701427,2.5
376.0,0.3138496198270494,0.3407096416913574,0.0018736833917701427,2.5
377.0,0.3151864053055664,0.3425369098368779,0.0018736833917701427,2.5
378.0,0.31660592297674184,0.34436636805982523,0.0018736833917701427,2.5
379.0,0.3179459677633314,0.34619797942560715,0.0018736833917701427,2.5
380.0,0.31933546595376444,0.3480317069380823,0.0018736833917701427,2.5
381.0,0.3207153954438551,0.3498675135413757,0.0018736833917701427,2.5
382.0,0.3221160337083561,0.351705362121696,0.0018736833917701427,2.5
383.0,0.3235211827225752,0.3535452155091564,0.0018736833917701427,2.5
384.0,0.3249952205268423,0.3553870364795979,0.0018736833917701427,2.5
385.0,0.32634656047652716,0.3572307877564149,0.0018736833917701427,2.5
386.0,0.32776849422015397,0.3590764320123847,0.0018736833917701427,2.5
387.0,0.3294317534801068,0.3609239318714971,0.0018736833917701427,2.5
388.0,0.3306895165475116,0.36277324991078863,0.0018736833917701427,2.5
389.0,0.3320569155270063,0.3646243486621774,0.0018736833917701427,2.5
390.0,0.33350326311214334,0.3664771906143005,0.0018736833917701427,2.5
391.0,0.3350154203849018,0.3683317382143534,0.0018736833917701427,2.5
392.0,0.336385420031806,0.3701879538699304,0.0018736833917701427,2.5
393.0,0.3378447759122878,0.37204579995086784,0.0018736833917701427,2.5
394.0,0.33929864840400725,0.37390523879108784,0.0018736833917701427,2.5
395.0,0.3407651141572287,0.37576623269044385,0.0018736833917701427,2.5
396.0,0.3421905115557907,0.3776287439165674,0.0018736833917701427,2.5
397.0,0.3437164256641712,0.37949273470671585,0.0018736833917701427,2.5
398.0,0.34520034673614663,0.3813581672696208,0.0018736833917701427,2.5
399.0,0.34668944768408183,0.3832250037873388,0.0018736833917701427,2.5
400.0,0.34826704106523343,0.38509320641710054,0.0018736833917701427,2.5
401.0,0.34972989701568413,0.38696273729316266,0.0018736833917701427,2.5
402.0,0.3511902858476096,0.38883355852865853,0.0018736833917701427,2.5
403.0,0.3527001609219353,0.39070563221745025,0.0018736833917701427,2.5
404.0,0.35416511285018926,0.39257892043598086,0.0018736833917701427,2.5
405.0,0.35573402173353286,0.39445338524512574,0.0018736833917701427,2.5
406.0,0.35733437564864307,0.39632898869204547,0.0018736833917701427,2.5
407.0,0.3588234101066287,0.39820569281203644,0.0018736833917701427,2.5
408.0,0.3603695296816341,0.40008345963038294,0.0018736833917701427,2.5
409.0,0.36181379348150117,0.40196225116420825,0.0018736833917701427,2.5
410.0,0.36318815959980943,0.40384202942432446,0.0018736833917701427,2.5
411.0,0.36494023463896846,0.40572275641708266,0.0018736833917701427,2.5
412.0,0.36656490826923,0.4076043941462214,0.0018736833917701427,2.5
413.0,0.36808799777400114,0.40948690461471415,0.0018736833917701427,2.5
414.0,0.36961853366543873,0.41137024982661696,0.0018736833917701427,2.5
415.0,0.37122594104250023,0.41325439178891277,0.0018736833917701427,2.5
416.0,0.3727756400202261,0.41513929251335635,0.0018736833917701427,2.5
417.0,0.37424648435610164,0.4170249140183162,0.0018736833917701427,2.5
418.0,0.3759364465651,0.4189112183306156,0.0018736833917701427,2.5
419.0,0.377561881009456,0.4207981674873723,0.0018736833917701427,2.5
420.0,0.379166120441163,0.4226857235378342,0.0018736833917701427,2.5
421.0,0.38084947819857956,0.4245738485452163,0.0018736833917701427,2.5
422.0,0.38239232724838124,0.4264625045885324,0.0018736833917701427,2.5
423.0,0.3840159489068466,0.4283516537644263,0.0018736833917701427,2.5
424.0,0.3856461145419273,0.43024125818899994,0.0018736833917701427,2.5
