file_name,area_(µm²),area_error_(µm²),perimeter_(µm),perimeter_error_(µm),circularity_distortion,circularity_distortion_error,defects_count,defects_area_(µm²),defects_area_error_(µm²),entropy_hm_(bits),entropy_hm_error_(bits),nucleus_circularity,nucleus_circularity_error
FAPI_5_7,2445.6612,22.4789,195.3664,9.4235,0.194795,0.07803,0,0.0,0.0,5.144086,0.012974,0.398267,0.049783
FAPI_5_8,2303.719,21.8169,197.3595,9.4715,0.25677,0.071683,0,0.0,0.0,5.44412,0.013471,0.194385,0.024298
FAPI_5_9,9970.4545,45.3873,400.8999,13.4992,0.220434,0.052619,1,45.8678,0.0,5.346834,0.006466,0.108974,0.013622
FAPI_5_10,467.9752,9.8331,87.8353,6.3186,0.237755,0.110831,0,0.0,0.0,4.980719,0.029592,0.487404,0.060925
FAPI_5_11,3427.8926,26.6128,239.2077,10.4274,0.247188,0.065892,1,23.9669,0.0,5.377034,0.011014,0.417005,0.052126
FAPI_5_12,1467.3554,17.4119,149.4518,8.2421,0.174451,0.091582,1,17.3554,0.0,5.30271,0.016844,0.313798,0.039225
FAPI_5_13,1841.7355,19.507,170.353,8.7996,0.202488,0.082823,0,0.0,0.0,5.330433,0.015028,0.133572,0.016697
FAPI_5_14,2816.1157,24.1214,223.8178,10.0864,0.293566,0.063958,0,0.0,0.0,5.125201,0.012098,0.212111,0.026514
FAPI_5_15,1372.9339,16.8423,164.0351,8.6349,0.358811,0.067962,1,29.9587,0.0,5.340938,0.017404,0.351965,0.043996
FAPI_5_16,4041.3223,28.8961,251.4103,10.6901,0.196534,0.068568,0,0.0,0.0,5.330151,0.010139,0.30393,0.037991
FAPI_5_17,1291.5289,16.3354,148.0212,8.2026,0.25926,0.082629,0,0.0,0.0,5.33521,0.01794,0.354204,0.044276
FAPI_5_18,3546.281,27.0685,251.916,10.7008,0.297783,0.059897,0,0.0,0.0,4.956134,0.010728,0.279449,0.034931
FAPI_5_19,2872.7273,24.3626,223.0457,10.069,0.274368,0.065803,0,0.0,0.0,5.305888,0.012023,0.372031,0.046504
FAPI_5_20,1107.2314,15.125,130.1592,7.6918,0.178707,0.097715,0,0.0,0.0,5.411889,0.019423,0.236005,0.029501
FAPI_5_21,5164.876,32.6669,292.9087,11.5386,0.243506,0.059793,3,58.8843,4.885,5.28082,0.008983,0.239073,0.029884
FAPI_5_22,1501.6529,17.6142,161.1062,8.5575,0.272965,0.077705,0,0.0,0.0,5.371932,0.016629,0.144704,0.018088
FAPI_5_23,995.2479,14.3398,130.9502,7.7151,0.270662,0.08658,0,0.0,0.0,5.494533,0.020517,0.436729,0.054591
FAPI_5_24,2778.9256,23.9616,211.5284,9.8056,0.219542,0.07267,0,0.0,0.0,5.276652,0.012211,0.302278,0.037785
FAPI_5_25,1717.3554,18.8368,161.5284,8.5687,0.172873,0.088222,0,0.0,0.0,5.355152,0.015588,0.175188,0.021899
FAPI_5_26,315.0826,8.0684,70.1214,5.6456,0.194745,0.131296,0,0.0,0.0,5.268178,0.03621,0.349402,0.043675
FAPI_5_27,1316.7355,16.494,147.5422,8.1893,0.239891,0.084915,0,0.0,0.0,5.130123,0.017728,0.194892,0.024362
FAPI_5_28,429.1322,9.4161,79.2312,6.0012,0.14097,0.131488,0,0.0,0.0,5.092067,0.030936,0.426329,0.053291
FAPI_5_29,1088.4298,14.9961,128.341,7.6379,0.169616,0.099496,0,0.0,0.0,5.133202,0.019487,0.340752,0.042594
FAPI_5_30,328.719,8.2412,69.7448,5.6305,0.150798,0.138754,0,0.0,0.0,4.858985,0.035305,0.363457,0.045432
FAPI_5_31,1679.1322,18.626,166.3669,8.6961,0.237638,0.080145,0,0.0,0.0,5.319445,0.015726,0.217156,0.027145
FAPI_5_32,3367.562,26.3776,246.994,10.5958,0.306331,0.059763,0,0.0,0.0,5.102718,0.011054,0.1777,0.022213
FAPI_5_33,964.2562,14.1148,144.1265,8.0939,0.416669,0.066072,0,0.0,0.0,5.150857,0.020665,0.433038,0.05413
FAPI_5_34,2729.1322,23.746,231.6687,10.2618,0.361002,0.056881,0,0.0,0.0,5.344103,0.012339,0.419812,0.052476
FAPI_5_35,954.9587,14.0465,121.6922,7.4374,0.189657,0.099765,0,0.0,0.0,5.079727,0.020762,0.148588,0.018573
FAPI_5_36,644.8347,11.5425,98.9839,6.7077,0.172954,0.113063,0,0.0,0.0,5.196618,0.025335,0.166146,0.020768
FAPI_5_37,3598.7603,27.268,238.9036,10.4208,0.207649,0.069384,3,72.1074,2.6886,5.370187,0.010764,0.494933,0.061867
FAPI_5_38,392.9752,9.0107,77.6604,5.9414,0.181203,0.126683,0,0.0,0.0,5.218747,0.032451,0.126027,0.015753
FAPI_5_39,767.562,12.5931,111.4906,7.1188,0.224026,0.099908,0,0.0,0.0,5.391102,0.023326,0.230428,0.028804
FAPI_5_40,1453.0992,17.3271,159.2234,8.5073,0.279736,0.077445,0,0.0,0.0,5.157021,0.016905,0.22794,0.028493
FAPI_5_41,1206.8182,15.7906,140.9123,8.0032,0.236246,0.087329,0,0.0,0.0,5.122714,0.018474,0.177127,0.022141
FAPI_5_42,2219.2149,21.413,195.6895,9.4313,0.27176,0.070546,0,0.0,0.0,5.315879,0.013666,0.13862,0.017327
FAPI_5_43,1199.1736,15.7405,138.8468,7.9443,0.218336,0.090035,0,0.0,0.0,5.194122,0.018541,0.22342,0.027928
FAPI_5_44,793.595,12.8049,114.6479,7.2189,0.241289,0.096327,0,0.0,0.0,5.158461,0.022805,0.231465,0.028933
FAPI_5_45,1608.4711,18.2299,162.9511,8.6063,0.238783,0.080869,1,21.281,0.0,5.215511,0.016032,0.197824,0.024728
FAPI_5_46,518.8017,10.3533,89.0752,6.3631,0.17833,0.118531,0,0.0,0.0,4.99481,0.028128,0.260019,0.032502
FAPI_5_47,1741.9421,18.9712,170.0032,8.7906,0.242593,0.078762,2,39.0496,2.1914,5.43139,0.015501,0.468312,0.058539
FAPI_5_48,1169.8347,15.5467,133.7767,7.7979,0.178564,0.096384,0,0.0,0.0,5.153654,0.018775,0.113254,0.014157
FAPI_5_49,660.9504,11.6859,100.0757,6.7445,0.170681,0.112741,0,0.0,0.0,5.304801,0.025021,0.211087,0.026386
FAPI_5_50,1427.8926,17.1761,158.2307,8.4807,0.283323,0.077306,0,0.0,0.0,5.44452,0.017084,0.339438,0.04243
FAPI_5_51,399.7934,9.0886,78.5505,5.9753,0.18577,0.125252,0,0.0,0.0,4.883128,0.031988,0.250822,0.031353
FAPI_5_52,708.4711,12.0987,103.7767,6.8681,0.173329,0.110328,0,0.0,0.0,5.021951,0.024083,0.349251,0.043656
FAPI_5_53,1220.4545,15.8795,135.6784,7.8532,0.166875,0.097051,1,19.2149,0.0,5.480619,0.018529,0.235031,0.029379
FAPI_5_54,965.2893,14.1223,129.7102,7.6785,0.279027,0.086008,0,0.0,0.0,5.252959,0.020757,0.34598,0.043248
FAPI_5_55,1895.6612,19.7905,169.5542,8.779,0.171384,0.086241,0,0.0,0.0,5.092859,0.014707,0.108441,0.013555
FAPI_5_56,516.9421,10.3347,91.5173,6.4497,0.224387,0.110417,0,0.0,0.0,4.938203,0.028143,0.300194,0.037524
FAPI_5_57,899.5868,13.6332,122.2894,7.4556,0.24408,0.092881,0,0.0,0.0,4.997569,0.021324,0.222199,0.027775
FAPI_5_58,2882.6446,24.4047,238.6184,10.4146,0.363801,0.055795,1,17.562,0.0,5.390582,0.01204,0.426611,0.053326
FAPI_5_59,1232.438,15.9573,147.7171,8.1942,0.290237,0.079278,0,0.0,0.0,5.349483,0.018346,0.319806,0.039976
FAPI_5_60,1004.5455,14.4066,125.7887,7.5615,0.202196,0.096597,0,0.0,0.0,5.004979,0.020227,0.245386,0.030673
FAPI_5_61,1309.0909,16.4461,149.3604,8.2396,0.262591,0.081885,0,0.0,0.0,5.287586,0.017791,0.430947,0.053868
FAPI_5_62,559.9174,10.7557,89.6345,6.383,0.124244,0.125857,0,0.0,0.0,5.47091,0.027313,0.222463,0.027808
FAPI_5_63,603.3058,11.1647,99.1398,6.7129,0.228651,0.10543,0,0.0,0.0,5.004779,0.026041,0.215594,0.026949
FAPI_5_64,1148.9669,15.4075,135.108,7.8366,0.209039,0.092367,0,0.0,0.0,5.400241,0.019077,0.397558,0.049695
FAPI_5_65,670.8678,11.7732,104.5487,6.8936,0.228725,0.102608,0,0.0,0.0,4.994301,0.024756,0.452662,0.056583
FAPI_5_66,548.9669,10.65,88.7254,6.3506,0.123686,0.126592,0,0.0,0.0,5.283807,0.027577,0.221467,0.027683
FAPI_5_67,738.843,12.3553,105.6862,6.931,0.168762,0.10991,0,0.0,0.0,5.193361,0.023681,0.376915,0.047114
FAPI_5_68,481.8182,9.9774,88.6798,6.3489,0.230083,0.11139,2,36.9835,15.9245,4.966188,0.029113,0.474767,0.059346
FAPI_5_69,459.7107,9.7458,82.7384,6.1326,0.15612,0.12637,0,0.0,0.0,5.416351,0.030151,0.158301,0.019788
FAPI_5_70,604.1322,11.1723,95.245,6.5798,0.163132,0.116657,0,0.0,0.0,5.291121,0.026276,0.144748,0.018093
FAPI_5_71,828.3058,13.082,114.3927,7.2109,0.204567,0.101066,0,0.0,0.0,5.365792,0.022417,0.305778,0.038222
FAPI_5_72,772.314,12.6321,112.354,7.1463,0.231176,0.098608,0,0.0,0.0,4.922436,0.023091,0.246651,0.030831
FAPI_5_73,359.7107,8.6209,77.1924,5.9235,0.241398,0.117836,0,0.0,0.0,5.082788,0.033687,0.225391,0.028174
FAPI_5_74,670.8678,11.7732,103.3812,6.855,0.211206,0.105519,0,0.0,0.0,5.1425,0.024837,0.248336,0.031042
FAPI_5_75,738.6364,12.3536,108.4135,7.0199,0.210279,0.10312,0,0.0,0.0,5.212459,0.023681,0.128892,0.016111
FAPI_5_76,880.1653,13.4853,123.7956,7.5014,0.278288,0.08816,0,0.0,0.0,5.318847,0.021742,0.241731,0.030216
FAPI_5_77,561.157,10.7676,91.5819,6.452,0.159235,0.119558,0,0.0,0.0,5.112692,0.027021,0.178415,0.022302
FAPI_5_78,767.1488,12.5898,110.9202,7.1006,0.216447,0.101139,0,0.0,0.0,5.201385,0.023254,0.707011,0.088376
FAPI_5_79,902.4793,13.6551,119.2044,7.361,0.201891,0.099305,0,0.0,0.0,5.269786,0.021477,0.27735,0.034669
FAPI_5_80,385.9504,8.9298,76.934,5.9135,0.180584,0.127388,0,0.0,0.0,4.838879,0.032472,0.275852,0.034482
FAPI_5_81,1181.1983,15.6221,141.2164,8.0118,0.255676,0.085029,0,0.0,0.0,4.919151,0.018588,0.252243,0.03153
FAPI_5_82,327.4793,8.2256,68.9728,5.5992,0.134956,0.14212,0,0.0,0.0,5.077862,0.035499,0.271565,0.033946
FAPI_5_83,541.3223,10.5756,90.6996,6.4208,0.173096,0.118186,0,0.0,0.0,4.82977,0.027455,0.334615,0.041827
FAPI_5_84,853.719,13.2811,115.0812,7.2325,0.189943,0.102597,0,0.0,0.0,5.441179,0.022084,0.552521,0.069065
FAPI_5_85,721.6942,12.2111,103.9972,6.8754,0.161468,0.111777,0,0.0,0.0,5.031172,0.023869,0.195178,0.024397
FAPI_5_86,729.5455,12.2773,110.0946,7.0741,0.243637,0.09803,0,0.0,0.0,5.240677,0.023841,0.308777,0.038597
FAPI_5_87,609.0909,11.2181,103.1795,6.8483,0.28104,0.096353,0,0.0,0.0,5.339359,0.026176,0.343106,0.042888
FAPI_5_88,350.2066,8.5063,74.4273,5.8164,0.205545,0.125662,0,0.0,0.0,5.029198,0.034164,0.228973,0.028622
FAPI_5_89,666.3223,11.7333,104.3092,6.8857,0.230428,0.102503,0,0.0,0.0,5.385683,0.025042,0.34364,0.042955
FAPI_5_90,624.3802,11.358,107.8999,7.0032,0.326066,0.088338,0,0.0,0.0,5.105304,0.025622,0.369058,0.046132
FAPI_5_91,587.8099,11.0204,95.1002,6.5748,0.183259,0.113964,0,0.0,0.0,5.387868,0.026651,0.510517,0.063815
FAPI_5_92,525.8264,10.4231,102.2972,6.819,0.368571,0.085106,0,0.0,0.0,5.049214,0.027952,0.385264,0.048158
FAPI_5_93,2043.8017,20.5493,187.5612,9.2334,0.269933,0.072254,1,19.0083,0.0,4.991722,0.014161,0.384199,0.048025
FAPI_5_94,603.0992,11.1628,105.8611,6.9368,0.323721,0.089509,0,0.0,0.0,5.257425,0.026195,0.35118,0.043898
FAPI_5_95,933.6777,13.8892,130.9391,7.7148,0.315666,0.08128,0,0.0,0.0,4.898909,0.020856,0.187677,0.02346
FAPI_5_96,696.0744,11.9924,105.2183,6.9157,0.209898,0.10475,0,0.0,0.0,5.524997,0.024518,0.34764,0.043455
FAPI_5_97,550.6198,10.666,91.9585,6.4652,0.181765,0.11614,0,0.0,0.0,5.252099,0.027469,0.111274,0.013909
FAPI_5_98,423.1405,9.3502,87.7517,6.3156,0.309469,0.100562,0,0.0,0.0,5.130884,0.031231,0.365766,0.045721
FAPI_5_99,1026.8595,14.5657,129.5621,7.6741,0.231286,0.091714,0,0.0,0.0,5.000557,0.019973,0.174513,0.021814
FAPI_5_100,569.0083,10.8427,99.1398,6.7129,0.272502,0.099491,0,0.0,0.0,4.981151,0.026796,0.286546,0.035818
FAPI_5_101,951.4463,14.0207,134.9063,7.8308,0.343054,0.076878,0,0.0,0.0,4.993771,0.020731,0.257324,0.032165
FAPI_5_102,567.3554,10.8269,105.1726,6.9142,0.355445,0.085636,0,0.0,0.0,5.248547,0.026999,0.659878,0.082485
FAPI_5_103,628.9256,11.3993,114.5755,7.2166,0.397959,0.076621,0,0.0,0.0,4.767264,0.025349,0.356103,0.044513
FAPI_5_104,636.5702,11.4683,106.6788,6.9635,0.29709,0.092635,0,0.0,0.0,5.381069,0.025618,0.358188,0.044774
FAPI_5_105,633.6777,11.4423,109.0752,7.0413,0.330692,0.087255,0,0.0,0.0,5.123074,0.025535,0.21774,0.027217
FAPI_5_106,489.4628,10.0563,89.4061,6.3749,0.230524,0.110864,0,0.0,0.0,5.30018,0.029199,0.394997,0.049375
FAPI_7_0,2048.9669,20.5752,184.0729,9.1471,0.240085,0.075909,0,0.0,0.0,5.233591,0.014212,0.128914,0.016114
FAPI_7_1,2359.2975,22.0785,188.6184,9.2594,0.166656,0.082189,0,0.0,0.0,5.429952,0.013308,0.271435,0.033929
FAPI_7_2,2308.8843,21.8413,195.4232,9.4249,0.240269,0.073632,0,0.0,0.0,5.310704,0.013403,0.14072,0.01759
FAPI_7_3,1589.2562,18.1207,157.3327,8.4566,0.193201,0.087218,0,0.0,0.0,5.486725,0.01623,0.326491,0.040811
FAPI_7_4,2097.7273,20.8186,174.6779,8.9106,0.136061,0.088558,0,0.0,0.0,5.182009,0.014032,0.141198,0.01765
FAPI_7_5,4023.5537,28.8325,255.5524,10.7778,0.225788,0.065539,1,39.2562,0.0,4.860583,0.010064,0.137913,0.017239
FAPI_7_6,2238.843,21.5075,194.5141,9.403,0.256414,0.072245,1,17.1488,0.0,5.494371,0.013683,0.427302,0.053413
FAPI_7_7,3489.2562,26.85,237.9488,10.3999,0.225582,0.067956,0,0.0,0.0,5.325634,0.010933,0.615853,0.076982
FAPI_7_8,2090.2893,20.7817,187.4241,9.23,0.252235,0.074024,0,0.0,0.0,5.163661,0.014039,0.197243,0.024655
FAPI_7_9,5112.1901,32.4998,290.4098,11.4893,0.238282,0.060465,0,0.0,0.0,5.112128,0.008972,0.215281,0.02691
FAPI_7_10,3113.6364,25.3636,237.4163,10.3883,0.305844,0.061009,0,0.0,0.0,5.348801,0.011529,0.189196,0.02365
FAPI_7_11,7180.1653,38.5163,337.1989,12.3803,0.206454,0.058426,0,0.0,0.0,5.552143,0.007644,0.270255,0.033782
FAPI_7_12,980.7851,14.2352,131.5284,7.7321,0.287566,0.084399,1,30.1653,0.0,5.421892,0.020592,0.233812,0.029226
FAPI_7_13,2590.7025,23.1359,214.5787,9.876,0.292943,0.06539,0,0.0,0.0,5.04953,0.012589,0.131172,0.016396
FAPI_7_14,5582.438,33.9617,301.2575,11.7019,0.227038,0.060233,0,0.0,0.0,5.493449,0.008655,0.475944,0.059493
FAPI_7_15,1664.4628,18.5445,159.8394,8.5237,0.181316,0.087791,0,0.0,0.0,5.354446,0.015821,0.21256,0.02657
FAPI_7_16,1487.6033,17.5316,165.6059,8.6761,0.318375,0.071871,0,0.0,0.0,5.585192,0.016789,0.305818,0.038227
FAPI_7_17,1309.7107,16.45,139.5542,7.9645,0.154917,0.097042,0,0.0,0.0,5.548839,0.017896,0.177579,0.022197
FAPI_7_18,854.5455,13.2875,112.8408,7.1618,0.156641,0.107853,0,0.0,0.0,5.33079,0.022029,0.366829,0.045854
FAPI_7_19,2514.876,22.7948,210.9691,9.7926,0.28995,0.066231,0,0.0,0.0,5.471627,0.012887,0.172053,0.021507
FAPI_7_20,1770.6612,19.1269,167.0554,8.714,0.202695,0.083624,0,0.0,0.0,5.356469,0.015317,0.122049,0.015256
FAPI_7_21,3571.9008,27.1661,248.4813,10.6276,0.273021,0.062431,1,28.9256,0.0,5.414763,0.010815,0.176172,0.022021
FAPI_7_22,1597.7273,18.1689,161.1062,8.5575,0.22645,0.082647,0,0.0,0.0,5.278478,0.016103,0.158999,0.019875
FAPI_7_23,3262.1901,25.9616,236.1841,10.3613,0.265118,0.064743,1,21.0744,0.0,5.418761,0.011286,0.633081,0.079135
FAPI_7_24,1309.0909,16.4461,149.9654,8.2563,0.268528,0.081064,0,0.0,0.0,5.024733,0.0177,0.414374,0.051797
FAPI_7_25,2085.7438,20.7591,191.1329,9.3209,0.282536,0.07034,0,0.0,0.0,5.273623,0.014094,0.205957,0.025745
FAPI_7_26,1000.6198,14.3784,131.1597,7.7213,0.269066,0.086698,0,0.0,0.0,5.425966,0.020448,0.248742,0.031093
FAPI_7_27,1296.0744,16.3641,141.5095,8.0201,0.186666,0.092762,2,72.314,7.3048,5.507802,0.017936,0.311144,0.038893
FAPI_7_28,465.0826,9.8026,89.0563,6.3624,0.263097,0.106432,0,0.0,0.0,5.470557,0.029902,0.489464,0.061183
FAPI_7_29,597.314,11.1091,93.6474,6.5243,0.144105,0.120317,0,0.0,0.0,5.232851,0.026367,0.112998,0.014125
FAPI_7_30,909.0909,13.7051,118.3221,7.3337,0.184009,0.101896,0,0.0,0.0,5.196307,0.021339,0.514749,0.064344
FAPI_7_31,986.157,14.2742,124.6779,7.5281,0.202782,0.096961,1,227.8926,0.0,5.155315,0.020464,0.57985,0.072481
FAPI_7_32,317.562,8.1001,72.5367,5.7421,0.241557,0.121626,0,0.0,0.0,4.93336,0.035902,0.297214,0.037152
FAPI_7_33,2097.5207,20.8176,192.521,9.3547,0.288852,0.069469,0,0.0,0.0,5.360992,0.014108,0.234905,0.029363
FAPI_7_34,1105.5785,15.1137,146.036,8.1474,0.348552,0.073232,0,0.0,0.0,5.505607,0.019452,0.368436,0.046054
FAPI_7_35,955.1653,14.0481,120.2049,7.3918,0.1693,0.102893,0,0.0,0.0,5.01399,0.020694,0.260707,0.032588
FAPI_7_36,2583.2645,23.1026,211.144,9.7967,0.271849,0.067883,1,16.3223,0.0,5.157209,0.01263,0.257618,0.032202
FAPI_7_37,1320.4545,16.5173,154.1721,8.3713,0.301894,0.076313,0,0.0,0.0,5.405644,0.017756,0.352231,0.044029
FAPI_7_38,2427.4793,22.3952,204.2021,9.6343,0.268449,0.069358,0,0.0,0.0,5.339455,0.013105,0.254619,0.031827
FAPI_7_39,1425.0,17.1587,153.1717,8.3441,0.236748,0.083663,0,0.0,0.0,5.349608,0.017081,0.371698,0.046462
FAPI_7_40,1354.3388,16.7279,146.964,8.1732,0.21202,0.088184,1,29.3388,0.0,5.386633,0.017544,0.277424,0.034678
FAPI_7_41,1645.8678,18.4406,162.5289,8.5952,0.217032,0.083276,0,0.0,0.0,5.141339,0.015861,0.276158,0.03452
FAPI_7_42,704.9587,12.0687,103.2441,6.8505,0.16892,0.111202,0,0.0,0.0,5.410374,0.024356,0.232055,0.029007
FAPI_7_43,521.0744,10.3759,89.1666,6.3663,0.176421,0.118742,0,0.0,0.0,5.336343,0.028193,0.41211,0.051514
FAPI_7_44,791.3223,12.7866,114.8796,7.2262,0.24651,0.095571,0,0.0,0.0,5.073598,0.02282,0.186705,0.023338
FAPI_7_45,1215.2893,15.8459,163.8524,8.6301,0.431168,0.060378,0,0.0,0.0,5.465431,0.018493,0.604445,0.075556
FAPI_7_46,714.0496,12.1462,108.3221,7.0169,0.235277,0.099925,0,0.0,0.0,5.338151,0.024129,0.340954,0.042619
FAPI_7_47,1149.7934,15.413,147.276,8.1819,0.333859,0.074552,1,19.6281,0.0,5.528689,0.019067,0.390512,0.048814
FAPI_7_48,2016.5289,20.4117,187.8007,9.2393,0.281511,0.071068,3,115.7025,21.4223,5.540124,0.014419,0.442627,0.055328
FAPI_7_49,1651.2397,18.4707,175.5413,8.9326,0.326618,0.068944,0,0.0,0.0,5.452719,0.015898,0.459741,0.057468
FAPI_7_50,291.9421,7.7665,72.4721,5.7395,0.301502,0.112186,0,0.0,0.0,5.367711,0.037712,0.41734,0.052167
FAPI_7_51,698.1405,12.0102,104.9899,6.9082,0.204101,0.105629,0,0.0,0.0,5.219548,0.024337,0.322859,0.040357
FAPI_7_52,982.6446,14.2487,125.5035,7.5529,0.216038,0.095042,0,0.0,0.0,5.038514,0.020482,0.422737,0.052842
FAPI_7_53,1060.5372,14.8027,132.7116,7.7668,0.24331,0.089197,0,0.0,0.0,5.392582,0.019849,0.448911,0.056114
FAPI_7_54,429.9587,9.4252,77.5958,5.9389,0.102653,0.138761,0,0.0,0.0,5.50228,0.031233,0.271852,0.033982
FAPI_7_55,1016.5289,14.4923,135.9903,7.8622,0.309262,0.080474,1,34.0909,0.0,5.159235,0.020157,0.552287,0.069036
FAPI_7_56,489.0496,10.052,86.1274,6.2569,0.171523,0.121571,0,0.0,0.0,5.209006,0.029158,0.485944,0.060743
FAPI_7_57,1646.6942,18.4452,170.9769,8.8157,0.292139,0.073425,0,0.0,0.0,5.113552,0.01579,0.483316,0.060414
FAPI_7_58,749.3802,12.4431,108.9649,7.0377,0.206881,0.103293,0,0.0,0.0,5.188252,0.023442,0.385486,0.048186
FAPI_7_59,1581.6116,18.077,180.665,9.062,0.391078,0.061481,0,0.0,0.0,5.269829,0.016169,0.275325,0.034416
FAPI_7_60,1629.1322,18.3466,196.9562,9.4618,0.472252,0.051053,2,64.0496,18.116,5.276523,0.015949,0.301626,0.037703
FAPI_7_61,703.719,12.058,105.5948,6.928,0.206908,0.104952,0,0.0,0.0,4.983201,0.024117,0.426751,0.053344
FAPI_7_62,766.7355,12.5864,108.4781,7.022,0.181212,0.106852,0,0.0,0.0,4.80139,0.023046,0.302566,0.037821
FAPI_7_63,2138.2231,21.0186,195.5224,9.4273,0.297138,0.068129,0,0.0,0.0,5.29451,0.01391,0.203085,0.025386
FAPI_7_64,469.8347,9.8526,84.952,6.2141,0.181898,0.120908,0,0.0,0.0,5.412834,0.02973,0.163138,0.020392
FAPI_7_65,664.2562,11.7151,103.575,6.8615,0.2219,0.104002,0,0.0,0.0,5.414614,0.025056,0.292909,0.036614
FAPI_7_66,512.6033,10.2912,97.5422,6.6586,0.322973,0.093427,0,0.0,0.0,5.432574,0.028468,0.213806,0.026726
FAPI_7_67,922.1074,13.8028,130.1781,7.6923,0.316222,0.081456,0,0.0,0.0,5.257537,0.021178,0.519115,0.064889
FAPI_7_68,775.2066,12.6557,116.7245,7.284,0.285005,0.089996,1,25.2066,0.0,5.423025,0.023182,0.25163,0.031454
FAPI_7_69,365.2893,8.6875,76.5953,5.9005,0.217575,0.121976,0,0.0,0.0,5.306118,0.033793,0.297666,0.037208
FAPI_7_70,461.7769,9.7677,83.6285,6.1655,0.170277,0.123594,0,0.0,0.0,5.488019,0.030068,0.61547,0.076934
FAPI_7_71,689.6694,11.9371,110.7831,7.0962,0.293839,0.091288,0,0.0,0.0,5.419473,0.02463,0.62402,0.078002
FAPI_7_72,719.8347,12.1953,109.8283,7.0655,0.250082,0.097321,0,0.0,0.0,5.40047,0.02405,0.315493,0.039437
FAPI_7_73,711.5702,12.1251,114.1343,7.2027,0.313571,0.087424,1,14.876,0.0,5.554774,0.024269,0.372924,0.046615
FAPI_7_74,636.5702,11.4683,101.3346,6.7868,0.220994,0.105287,0,0.0,0.0,4.998269,0.02537,0.345644,0.043205
FAPI_7_75,684.9174,11.8959,102.9589,6.841,0.188068,0.108814,0,0.0,0.0,5.250927,0.024598,0.528746,0.066093
FAPI_7_76,453.3058,9.6777,81.8293,6.0988,0.149286,0.128102,0,0.0,0.0,5.633634,0.03044,0.60938,0.076173
FAPI_7_77,1091.3223,15.016,133.282,7.7835,0.227995,0.090792,0,0.0,0.0,5.353981,0.019523,0.15609,0.019511
FAPI_7_78,982.8512,14.2502,135.899,7.8595,0.331248,0.077958,1,11.9835,0.0,5.567767,0.02063,0.510741,0.063843
FAPI_7_79,836.5702,13.1471,116.4583,7.2757,0.224875,0.097614,0,0.0,0.0,5.009064,0.022159,0.479105,0.059888
FAPI_7_80,484.0909,10.0009,87.1468,6.2938,0.198997,0.116876,0,0.0,0.0,5.278835,0.029319,0.370889,0.046361
FAPI_7_81,2297.314,21.7865,226.4693,10.146,0.437126,0.050716,0,0.0,0.0,5.419303,0.013458,0.285713,0.035714
FAPI_7_82,1004.1322,14.4037,132.2058,7.752,0.278063,0.085294,0,0.0,0.0,4.721528,0.020116,0.454605,0.056826
FAPI_7_83,452.686,9.6711,85.4656,6.2328,0.221204,0.114804,0,0.0,0.0,5.275499,0.030352,0.330473,0.041309
FAPI_7_84,681.1983,11.8635,110.8288,7.0977,0.303088,0.090084,0,0.0,0.0,5.544555,0.02481,0.386514,0.048314
FAPI_7_85,426.8595,9.3912,87.3941,6.3027,0.297687,0.102471,0,0.0,0.0,5.25044,0.031142,0.298427,0.037303
FAPI_7_86,789.0496,12.7682,120.9769,7.4155,0.322501,0.083777,1,23.5537,0.0,5.394661,0.022984,0.127599,0.01595
FAPI_7_87,1722.314,18.864,177.9912,8.9947,0.316836,0.069451,0,0.0,0.0,5.533908,0.015593,0.354359,0.044295
FAPI_7_88,518.8017,10.3533,96.1541,6.6111,0.29486,0.09798,0,0.0,0.0,5.044692,0.028103,0.403224,0.050403
FAPI_7_89,717.9752,12.1796,111.1975,7.1095,0.270326,0.094121,0,0.0,0.0,5.186273,0.023979,0.364948,0.045618
FAPI_7_90,1037.3967,14.6403,144.796,8.1127,0.378213,0.070226,3,67.7686,9.3555,5.369868,0.020058,0.346299,0.043287
FAPI_7_91,873.9669,13.4377,152.6013,8.3285,0.528384,0.051987,0,0.0,0.0,5.605156,0.021885,0.850638,0.10633
FAPI_7_92,1026.8595,14.5657,134.503,7.8191,0.286725,0.083544,0,0.0,0.0,5.489204,0.020191,0.555813,0.069477
FAPI_7_93,705.9917,12.0775,109.7448,7.0629,0.263384,0.095647,0,0.0,0.0,5.551388,0.024346,0.209521,0.02619
FAPI_7_94,921.0744,13.7951,130.1325,7.691,0.316508,0.081436,0,0.0,0.0,5.620893,0.021358,0.421977,0.052747
FAPI_7_95,900.6198,13.6411,123.4647,7.4913,0.257553,0.090797,0,0.0,0.0,5.009271,0.021361,0.220815,0.027602
FAPI_7_96,553.0992,10.69,100.342,6.7535,0.309684,0.093876,0,0.0,0.0,5.281208,0.0274,0.248915,0.031114
FAPI_7_97,1146.0744,15.3881,164.6779,8.6518,0.46893,0.056256,0,0.0,0.0,5.060182,0.018931,0.419516,0.05244
FAPI_7_98,828.9256,13.0868,123.8413,7.5028,0.320805,0.082992,0,0.0,0.0,4.965401,0.022248,0.368148,0.046019
FAPI_7_99,951.8595,14.0237,124.347,7.5181,0.226408,0.094235,0,0.0,0.0,4.86978,0.020659,0.421754,0.052719
