file_name,area_(µm²),area_error_(µm²),perimeter_(µm),perimeter_error_(µm),circularity_distortion,circularity_distortion_error,defects_count,defects_area_(µm²),defects_area_error_(µm²),entropy_hm_(bits),entropy_hm_error_(bits),nucleus_circularity,nucleus_circularity_error
FAPI_0_0,782.8512,12.7179,107.0822,6.9767,0.142064,0.112659,0,0.0,0.0,5.046598,0.022927,0.214585,0.026823
FAPI_0_1,2831.6116,24.1877,221.2432,10.0282,0.273052,0.066192,1,20.6612,0.0,5.548226,0.012153,0.274883,0.03436
FAPI_0_2,9850.4132,45.1133,383.4634,13.2023,0.158185,0.058094,1,23.3471,0.0,5.471442,0.006518,0.410089,0.051261
FAPI_0_3,2252.4793,21.5729,202.4029,9.5917,0.309065,0.065819,0,0.0,0.0,5.450258,0.013596,0.445897,0.055737
FAPI_0_4,6325.8264,36.1523,305.2972,11.7801,0.147133,0.065997,0,0.0,0.0,5.137914,0.008087,0.555876,0.069484
FAPI_0_5,755.9917,12.4979,109.8283,7.0655,0.212414,0.102168,0,0.0,0.0,5.185438,0.023315,0.190938,0.023867
FAPI_0_6,2923.3471,24.5764,228.6452,10.1946,0.297306,0.06294,0,0.0,0.0,5.205938,0.011899,0.51245,0.064056
FAPI_0_7,9924.1736,45.2819,392.3069,13.3537,0.189688,0.055288,2,41.1157,5.6978,5.547065,0.00649,0.404977,0.050622
FAPI_0_8,2782.6446,23.9776,210.6461,9.7851,0.211937,0.07353,0,0.0,0.0,5.264831,0.012212,0.317695,0.039712
FAPI_0_9,4215.9091,29.5137,254.9285,10.7646,0.1848,0.069081,0,0.0,0.0,5.556021,0.009975,0.224387,0.028048
FAPI_0_10,2416.9421,22.3465,196.0739,9.4406,0.209982,0.076425,0,0.0,0.0,5.164667,0.01309,0.510295,0.063787
FAPI_0_11,4640.9091,30.9656,281.6419,11.3146,0.264778,0.059276,0,0.0,0.0,5.479043,0.009485,0.358292,0.044787
FAPI_0_12,9756.6116,44.898,388.0813,13.2816,0.185927,0.055847,0,0.0,0.0,5.539915,0.006556,0.475171,0.059396
FAPI_0_13,656.8182,11.6493,102.8219,6.8365,0.219301,0.104734,0,0.0,0.0,5.145412,0.025082,0.544912,0.068114
FAPI_0_14,4455.5785,30.341,270.9802,11.0983,0.237502,0.062674,0,0.0,0.0,5.267342,0.009653,0.398533,0.049817
FAPI_0_15,5408.4711,33.4283,294.5519,11.571,0.216641,0.061736,0,0.0,0.0,5.351023,0.00877,0.326933,0.040867
FAPI_0_16,2197.1074,21.3061,186.9908,9.2193,0.210375,0.078238,0,0.0,0.0,5.410099,0.013774,0.229504,0.028688
FAPI_0_17,4874.5868,31.7356,281.8514,11.3188,0.228906,0.062135,0,0.0,0.0,5.221588,0.00921,0.274872,0.034359
FAPI_0_18,3885.7438,28.3344,251.9617,10.7018,0.230843,0.065578,0,0.0,0.0,5.575276,0.010383,0.326371,0.040796
FAPI_0_19,984.5041,14.2622,134.0162,7.8049,0.311168,0.080851,0,0.0,0.0,5.290121,0.020508,0.305801,0.038225
FAPI_0_20,6232.6446,35.885,333.2852,12.3083,0.294901,0.052237,2,54.3388,9.7885,5.572825,0.008205,0.325773,0.040722
FAPI_0_21,6582.438,36.8783,347.922,12.5756,0.316666,0.049546,0,0.0,0.0,5.194955,0.007925,0.308406,0.038551
FAPI_0_22,3441.7355,26.6665,239.2044,10.4273,0.244127,0.066159,0,0.0,0.0,5.467389,0.011006,0.214767,0.026846
FAPI_0_23,9707.0248,44.7837,410.2382,13.6555,0.27519,0.048369,0,0.0,0.0,5.264738,0.006537,0.388584,0.048573
FAPI_0_24,4506.8182,30.5149,292.3304,11.5272,0.337277,0.052458,3,95.6612,11.792,5.570786,0.009648,0.332454,0.041557
FAPI_0_25,1617.562,18.2813,164.9253,8.6583,0.252697,0.078917,0,0.0,0.0,4.385143,0.015732,0.268785,0.033598
FAPI_0_26,9055.7851,43.2554,390.8621,13.3291,0.255115,0.050928,1,56.405,0.0,5.171275,0.006752,0.472315,0.059039
FAPI_0_27,1378.0992,16.874,152.7873,8.3336,0.25815,0.081435,0,0.0,0.0,5.648409,0.017456,0.363616,0.045452
FAPI_0_28,1503.719,17.6263,150.7107,8.2768,0.168067,0.091896,0,0.0,0.0,4.927033,0.016515,0.537704,0.067213
FAPI_0_29,2080.1653,20.7313,190.4066,9.3031,0.278986,0.070822,1,43.595,0.0,5.646352,0.014212,0.290393,0.036299
FAPI_0_30,5546.9008,33.8534,315.324,11.972,0.298954,0.053405,2,70.4545,13.587,5.537692,0.008696,0.231716,0.028964
FAPI_0_31,7791.9421,40.1236,364.0573,12.8639,0.261218,0.052348,0,0.0,0.0,5.150979,0.007283,0.235078,0.029385
FAPI_0_32,2690.4959,23.5773,216.1306,9.9117,0.276215,0.066687,0,0.0,0.0,5.166896,0.012378,0.230991,0.028874
FAPI_0_33,3059.9174,25.1439,243.2741,10.5157,0.350278,0.056422,1,21.281,0.0,5.574362,0.011704,0.315617,0.039452
FAPI_0_34,2948.3471,24.6812,214.7693,9.8804,0.196762,0.074211,2,81.8182,20.7457,5.564991,0.011924,0.591762,0.07397
FAPI_0_35,5933.2645,35.0126,327.2146,12.1957,0.303633,0.052071,0,0.0,0.0,5.194606,0.008354,0.323347,0.040418
FAPI_0_36,5201.0331,32.781,295.5713,11.591,0.251874,0.058865,0,0.0,0.0,5.315335,0.008932,0.504216,0.063027
FAPI_0_37,4502.4793,30.5002,273.6885,11.1536,0.24465,0.061778,1,67.7686,0.0,5.182455,0.009582,0.63351,0.079189
FAPI_0_38,1041.5289,14.6694,123.0046,7.4774,0.134956,0.105874,0,0.0,0.0,5.320958,0.019962,0.651952,0.081494
FAPI_0_39,3949.5868,28.5662,274.7915,11.1761,0.342713,0.053676,0,0.0,0.0,5.488055,0.010298,0.51679,0.064599
FAPI_0_40,5736.3636,34.4267,346.3623,12.5474,0.399123,0.043684,5,138.0165,14.8391,5.589027,0.008548,0.240889,0.030111
FAPI_0_41,6826.8595,37.5567,365.6359,12.8918,0.358298,0.045388,2,122.5207,1.6071,5.507308,0.007819,0.398843,0.049855
FAPI_0_42,6341.5289,36.1971,350.2571,12.6178,0.350424,0.046948,0,0.0,0.0,5.420238,0.008108,0.785877,0.098235
FAPI_0_43,1107.8512,15.1293,151.2621,8.2919,0.391542,0.067225,0,0.0,0.0,5.572559,0.019461,0.579168,0.072396
FAPI_0_44,4732.6446,31.2701,352.9008,12.6653,0.522461,0.034422,1,62.6033,0.0,5.462112,0.009393,0.51422,0.064277
FAPI_0_45,1078.9256,14.9305,128.7176,7.6491,0.181676,0.097915,0,0.0,0.0,5.528497,0.019721,0.641064,0.080133
FAPI_0_46,821.4876,13.028,118.7176,7.3459,0.267545,0.091386,2,45.8678,1.461,5.734105,0.022623,0.506859,0.063357
FAPI_0_47,667.7686,11.746,104.1721,6.8812,0.226727,0.10306,0,0.0,0.0,5.392613,0.025,0.638173,0.079772
FAPI_0_48,1266.9421,16.1792,143.5215,8.0769,0.227083,0.087553,1,36.5702,0.0,5.635729,0.018205,0.415308,0.051914
FAPI_0_49,1019.6281,14.5144,142.8597,8.0583,0.372185,0.071388,0,0.0,0.0,5.459997,0.020228,0.721758,0.09022
FAPI_0_50,3457.8512,26.7289,243.9626,10.5305,0.269922,0.063279,0,0.0,0.0,4.896472,0.01086,0.720263,0.090033
FAPI_0_51,2113.843,20.8984,188.839,9.2648,0.255098,0.073462,0,0.0,0.0,5.375439,0.014045,0.886045,0.110756
FAPI_0_52,1065.4959,14.8372,129.1398,7.6616,0.197138,0.095918,3,59.5041,5.5593,5.803823,0.019883,0.452898,0.056612
FAPI_0_53,2808.6777,24.0895,235.4232,10.3446,0.363185,0.05623,0,0.0,0.0,5.699865,0.012237,0.942543,0.117818
FAPI_0_54,1358.0579,16.7508,186.7813,9.2142,0.510828,0.048639,0,0.0,0.0,5.305283,0.017504,0.624106,0.078013
FAPI_1_0,1723.9669,18.873,163.6318,8.6243,0.190898,0.085747,0,0.0,0.0,4.942884,0.015425,0.231281,0.02891
FAPI_1_1,2092.1488,20.7909,180.353,9.0542,0.191732,0.081551,0,0.0,0.0,5.111446,0.014029,0.315966,0.039496
FAPI_1_2,2508.4711,22.7657,197.7928,9.4819,0.194255,0.077598,0,0.0,0.0,5.395174,0.012896,0.221389,0.027674
FAPI_1_3,2178.5124,21.2157,186.2298,9.2005,0.210647,0.078373,0,0.0,0.0,4.859181,0.013671,0.342374,0.042797
FAPI_1_4,10185.124,45.8734,401.0716,13.502,0.204331,0.053692,1,54.3388,0.0,5.28035,0.00638,0.232682,0.029085
FAPI_1_5,2189.6694,21.27,188.8468,9.265,0.228441,0.076077,0,0.0,0.0,5.609576,0.013845,0.317251,0.039656
FAPI_1_6,3054.3388,25.1209,230.1703,10.2285,0.275517,0.064666,0,0.0,0.0,5.328892,0.011667,0.302477,0.03781
FAPI_1_7,5324.5868,33.1681,284.6812,11.3754,0.174384,0.066181,0,0.0,0.0,5.459488,0.008858,0.12132,0.015165
FAPI_1_8,4201.8595,29.4644,272.9889,11.1394,0.291465,0.058037,0,0.0,0.0,5.503945,0.009971,0.409625,0.051203
FAPI_1_9,1046.6942,14.7058,128.8925,7.6542,0.208275,0.094688,0,0.0,0.0,5.123747,0.019864,0.380646,0.047581
FAPI_1_10,3507.0248,26.9182,248.4011,10.6259,0.285764,0.061351,0,0.0,0.0,5.363844,0.01088,0.2658,0.033225
FAPI_1_11,4766.1157,31.3805,291.623,11.5133,0.295744,0.055801,0,0.0,0.0,5.482574,0.009346,0.275486,0.034436
FAPI_1_12,1577.0661,18.051,163.5861,8.6231,0.259428,0.078534,0,0.0,0.0,5.29741,0.016257,0.413117,0.05164
FAPI_1_13,2275.6198,21.6834,196.1763,9.443,0.256953,0.071883,0,0.0,0.0,5.085319,0.013439,0.553383,0.069173
FAPI_1_14,3293.3884,26.0855,217.1768,9.9356,0.122542,0.080586,0,0.0,0.0,5.479324,0.011275,0.392297,0.049037
FAPI_1_15,3892.1488,28.3578,246.3134,10.5811,0.193836,0.069511,0,0.0,0.0,5.225246,0.010306,0.288736,0.036092
FAPI_1_16,8431.405,41.7376,380.1279,13.1448,0.266753,0.050841,0,0.0,0.0,5.413165,0.007027,0.217066,0.027133
FAPI_1_17,3300.8264,26.1149,257.2414,10.8133,0.373168,0.052931,0,0.0,0.0,5.588611,0.01127,0.252429,0.031554
FAPI_1_18,3249.3802,25.9106,241.0526,10.4675,0.297273,0.061288,2,75.4132,17.6777,5.457777,0.011328,0.39576,0.04947
FAPI_1_19,4550.6198,30.6629,279.9151,11.2798,0.27016,0.059026,0,0.0,0.0,5.415198,0.00957,0.29981,0.037476
FAPI_1_20,4568.1818,30.722,278.839,11.2581,0.261677,0.059826,0,0.0,0.0,5.349675,0.009537,0.195704,0.024463
FAPI_1_21,682.6446,11.8761,101.7568,6.801,0.171529,0.111677,0,0.0,0.0,5.134098,0.024521,0.335712,0.041964
FAPI_1_22,3739.2562,27.7952,274.875,11.1778,0.378094,0.05079,0,0.0,0.0,5.30125,0.010523,0.274233,0.034279
FAPI_1_23,4453.9256,30.3353,266.1306,10.9986,0.209753,0.06554,0,0.0,0.0,5.374687,0.00967,0.246993,0.030874
FAPI_1_24,1424.3802,17.155,165.0623,8.6619,0.343038,0.069403,0,0.0,0.0,4.907927,0.016938,0.488306,0.061038
FAPI_1_25,1690.9091,18.6912,166.036,8.6874,0.229229,0.081106,0,0.0,0.0,5.217703,0.015632,0.18473,0.023091
FAPI_1_26,4229.1322,29.5599,265.8676,10.9931,0.248152,0.062397,0,0.0,0.0,5.569998,0.009962,0.764945,0.095618
FAPI_1_27,6580.1653,36.8719,334.7915,12.336,0.262269,0.054523,1,17.9752,0.0,5.297945,0.00794,0.359651,0.044956
FAPI_1_28,3886.9835,28.3389,263.8256,10.9508,0.29824,0.058481,0,0.0,0.0,5.387797,0.010346,0.200482,0.02506
FAPI_1_29,2096.4876,20.8125,216.2598,9.9146,0.436686,0.051953,0,0.0,0.0,5.084806,0.014024,0.412752,0.051594
FAPI_1_30,5498.9669,33.7068,315.7573,11.9802,0.306919,0.052764,0,0.0,0.0,5.061264,0.008645,0.172087,0.021511
FAPI_1_31,8764.4628,42.554,386.438,13.2534,0.262477,0.050715,0,0.0,0.0,5.433906,0.006897,0.245109,0.030639
FAPI_1_32,4313.2231,29.8523,254.6244,10.7582,0.163989,0.070881,0,0.0,0.0,5.220139,0.009816,0.114965,0.014371
FAPI_1_33,4790.2893,31.46,310.09,11.8722,0.373969,0.048113,0,0.0,0.0,5.67831,0.009367,0.361212,0.045151
FAPI_1_34,766.9421,12.5881,112.1791,7.1408,0.234141,0.098309,0,0.0,0.0,4.841656,0.023043,0.27811,0.034764
FAPI_1_35,2088.2231,20.7714,200.2617,9.5409,0.345679,0.062685,0,0.0,0.0,5.504696,0.014129,0.365693,0.045712
FAPI_1_36,5194.8347,32.7615,303.6161,11.7477,0.291839,0.054983,0,0.0,0.0,5.308749,0.008938,0.471863,0.058983
FAPI_1_37,5957.0248,35.0826,332.9576,12.3022,0.324755,0.050056,2,77.4793,19.1386,5.292658,0.008344,0.307455,0.038432
FAPI_1_38,4158.0579,29.3105,256.8648,10.8054,0.208062,0.066862,0,0.0,0.0,5.480681,0.010029,0.301632,0.037704
FAPI_1_39,1462.8099,17.3849,154.7425,8.3867,0.232323,0.083712,0,0.0,0.0,5.424597,0.016883,0.428633,0.053579
FAPI_1_40,1028.3058,14.576,129.5353,7.6733,0.229885,0.09189,0,0.0,0.0,5.118107,0.020022,0.665228,0.083154
FAPI_1_41,664.876,11.7205,107.3863,6.9866,0.275476,0.095136,0,0.0,0.0,5.136335,0.02496,0.593149,0.074144
FAPI_1_42,5621.6942,34.0809,307.6212,11.8249,0.253475,0.057571,0,0.0,0.0,5.235747,0.008593,0.305027,0.038128
FAPI_1_43,2712.8099,23.6748,243.7075,10.525,0.426027,0.049829,0,0.0,0.0,5.494813,0.012423,0.622342,0.077793
FAPI_1_44,856.6116,13.3036,124.4195,7.5203,0.304628,0.084751,0,0.0,0.0,5.588297,0.02214,0.412907,0.051613
FAPI_1_45,842.9752,13.1973,129.1855,7.6629,0.365258,0.075955,0,0.0,0.0,4.821881,0.022,0.388662,0.048583
FAPI_1_46,6220.6612,35.8505,341.4214,12.4576,0.329398,0.049089,0,0.0,0.0,5.537574,0.008207,0.359199,0.0449
FAPI_1_47,5628.5124,34.1016,324.114,12.1377,0.326701,0.050593,0,0.0,0.0,5.566982,0.008625,0.307854,0.038482
FAPI_1_48,4397.314,30.1419,310.6872,11.8837,0.427533,0.043969,0,0.0,0.0,5.408903,0.009723,0.312526,0.039066
FAPI_1_49,2188.0165,21.2619,189.5086,9.2812,0.234398,0.075359,0,0.0,0.0,5.162452,0.013763,0.708215,0.088527
FAPI_1_50,6026.2397,35.2858,342.3794,12.4751,0.353987,0.047228,0,0.0,0.0,5.235321,0.00829,0.243422,0.030428
FAPI_1_51,3189.4628,25.6706,251.8325,10.699,0.368019,0.053939,0,0.0,0.0,5.151246,0.011375,0.423005,0.052876
FAPI_1_52,1988.6364,20.2701,195.0545,9.416,0.343169,0.063768,0,0.0,0.0,5.663444,0.014533,0.545578,0.068197
FAPI_1_53,1099.3802,15.0713,139.4329,7.9611,0.289396,0.081728,0,0.0,0.0,5.2054,0.019409,0.289764,0.036221
FAPI_1_54,705.9917,12.0775,108.7444,7.0306,0.249767,0.097854,0,0.0,0.0,5.424093,0.024274,0.559031,0.069879
FAPI_1_55,835.5372,13.1389,114.5109,7.2146,0.199277,0.10168,0,0.0,0.0,5.284179,0.022216,0.437946,0.054743
FAPI_1_56,1333.6777,16.5998,164.0886,8.6363,0.377551,0.065978,0,0.0,0.0,5.596562,0.017737,0.497203,0.06215
FAPI_1_57,395.4545,9.0391,81.1864,6.0748,0.246055,0.114136,0,0.0,0.0,4.991121,0.0322,0.358399,0.0448
FAPI_1_58,764.6694,12.5694,109.1666,7.0442,0.193686,0.104899,0,0.0,0.0,5.101163,0.023177,0.526472,0.065809
FAPI_1_59,1633.4711,18.371,166.0092,8.6867,0.255171,0.078398,0,0.0,0.0,5.272282,0.015946,0.628399,0.07855
FAPI_1_60,1295.2479,16.3589,154.0808,8.3688,0.314408,0.074977,0,0.0,0.0,5.544265,0.017962,0.274142,0.034268
FAPI_1_61,3028.719,25.0154,270.6793,11.0922,0.480532,0.04279,0,0.0,0.0,5.495963,0.011742,0.653067,0.081633
FAPI_1_62,499.5868,10.1597,94.0429,6.5381,0.290147,0.099752,0,0.0,0.0,4.768569,0.028577,0.452776,0.056597
FAPI_1_63,1805.1653,19.3124,185.7697,9.1892,0.34268,0.065408,0,0.0,0.0,5.458832,0.0152,0.604129,0.075516
FAPI_1_64,2047.1074,20.5659,194.9709,9.414,0.323277,0.065703,0,0.0,0.0,5.261697,0.014227,0.448603,0.056075
FAPI_1_65,639.4628,11.4944,104.5298,6.893,0.264564,0.09789,0,0.0,0.0,4.989286,0.025398,0.774177,0.096772
FAPI_1_66,565.9091,10.8131,92.8943,6.4981,0.175903,0.116363,0,0.0,0.0,5.221659,0.027117,0.559246,0.069906
FAPI_1_67,4332.2314,29.918,295.3207,11.5861,0.375786,0.049168,0,0.0,0.0,5.252322,0.009779,0.585937,0.073242
FAPI_1_68,5490.4959,33.6809,327.0319,12.1922,0.354879,0.048265,0,0.0,0.0,5.417533,0.008704,0.205797,0.025725
FAPI_1_69,1068.1818,14.8559,150.6918,8.2762,0.408879,0.065449,1,11.157,0.0,5.632993,0.019824,0.48266,0.060332
FAPI_1_70,724.1736,12.232,109.6345,7.0593,0.242892,0.098335,0,0.0,0.0,5.436103,0.024005,0.575326,0.071916
FAPI_1_71,533.2645,10.4966,98.3489,6.6861,0.307191,0.095181,0,0.0,0.0,5.276587,0.027898,0.671432,0.083929
FAPI_1_72,546.4876,10.6259,107.5044,6.9904,0.405793,0.078135,0,0.0,0.0,4.92889,0.027326,0.529115,0.066139
FAPI_1_73,1703.9256,18.763,171.3078,8.8242,0.270364,0.075597,0,0.0,0.0,5.219732,0.015592,0.540347,0.067543
FAPI_1_74,1785.9504,19.2093,188.5538,9.2578,0.368739,0.062359,0,0.0,0.0,5.523103,0.015308,0.597059,0.074632
FAPI_1_75,803.9256,12.888,124.9063,7.535,0.352475,0.07881,0,0.0,0.0,5.491561,0.022767,0.664263,0.083033
FAPI_1_76,744.8347,12.4053,118.36,7.3348,0.331871,0.083553,0,0.0,0.0,4.897224,0.02323,0.434025,0.054253
FAPI_1_77,2780.1653,23.9669,270.7674,11.094,0.523473,0.039264,0,0.0,0.0,5.323315,0.012205,0.696408,0.087051
FAPI_1_78,604.5455,11.1761,103.1338,6.8468,0.285773,0.095747,0,0.0,0.0,4.673942,0.025793,0.202761,0.025345
FAPI_1_79,4875.4132,31.7383,383.695,13.2063,0.583851,0.028775,0,0.0,0.0,5.406772,0.009243,0.574999,0.071875
FAPI_2_0,1567.1488,17.9942,158.9682,8.5005,0.220709,0.083821,0,0.0,0.0,5.059335,0.016198,0.235002,0.029375
FAPI_2_1,3699.7934,27.6481,252.8787,10.7212,0.272952,0.061888,0,0.0,0.0,5.515128,0.010608,0.485817,0.060727
FAPI_2_2,2963.2231,24.7434,216.5072,9.9203,0.205618,0.073098,0,0.0,0.0,5.268706,0.011822,0.398871,0.049859
FAPI_2_3,3267.3554,25.9822,220.0333,10.0008,0.151934,0.077385,0,0.0,0.0,5.227186,0.011294,0.13453,0.016816
FAPI_2_4,2635.9504,23.337,199.4818,9.5223,0.167584,0.079812,0,0.0,0.0,5.209517,0.012537,0.182129,0.022766
FAPI_2_5,1050.2066,14.7304,122.2894,7.4556,0.117515,0.108314,0,0.0,0.0,5.329066,0.01989,0.411232,0.051404
FAPI_2_6,1331.1983,16.5844,142.5021,8.0482,0.176222,0.093615,0,0.0,0.0,4.989369,0.017553,0.522808,0.065351
FAPI_2_7,1214.876,15.8432,132.5099,7.7609,0.130549,0.102474,0,0.0,0.0,5.132685,0.018422,0.29234,0.036543
FAPI_2_8,2147.9339,21.0663,185.6784,9.1869,0.217097,0.077852,1,20.4545,0.0,5.366768,0.013934,0.275589,0.034449
FAPI_2_9,3277.0661,26.0208,239.6299,10.4366,0.282845,0.062727,0,0.0,0.0,5.317271,0.011238,0.235852,0.029481
FAPI_2_10,5140.4959,32.5897,290.4633,11.4904,0.234347,0.060771,0,0.0,0.0,5.426448,0.009021,0.238458,0.029807
FAPI_2_11,1371.6942,16.8347,148.6987,8.2213,0.220434,0.086731,0,0.0,0.0,5.039601,0.017314,0.182562,0.02282
FAPI_2_12,1536.7769,17.819,164.1186,8.6371,0.283023,0.075921,0,0.0,0.0,5.338502,0.016435,0.29106,0.036382
FAPI_2_13,1727.8926,18.8945,171.3724,8.8259,0.260659,0.076582,0,0.0,0.0,5.095857,0.015455,0.40964,0.051205
FAPI_2_14,1032.2314,14.6038,128.1661,7.6326,0.21034,0.094714,0,0.0,0.0,5.080203,0.019959,0.259959,0.032495
FAPI_2_15,785.9504,12.7431,108.6341,7.027,0.163101,0.109117,0,0.0,0.0,5.0592,0.022849,0.366304,0.045788
FAPI_2_16,2734.0909,23.7675,215.8911,9.9062,0.262854,0.067951,0,0.0,0.0,5.29479,0.012322,0.327346,0.040918
FAPI_2_17,2705.5785,23.6433,221.6119,10.0366,0.307717,0.062997,0,0.0,0.0,5.43481,0.012416,0.410494,0.051312
FAPI_2_18,3438.0165,26.6521,247.1957,10.6001,0.292973,0.060884,0,0.0,0.0,5.394918,0.011022,0.270782,0.033848
FAPI_2_19,4352.686,29.9886,273.7721,11.1554,0.270225,0.059684,0,0.0,0.0,5.441285,0.009791,0.275268,0.034408
FAPI_2_20,2110.124,20.88,194.6968,9.4074,0.30048,0.067952,0,0.0,0.0,5.364166,0.014044,0.334433,0.041804
FAPI_2_21,1781.405,19.1849,171.4906,8.8289,0.238812,0.078805,0,0.0,0.0,5.224595,0.015262,0.395683,0.04946
FAPI_2_22,1075.2066,14.9047,138.3143,7.9291,0.293735,0.081565,1,30.5785,0.0,5.201815,0.019621,0.524761,0.065595
FAPI_2_23,1221.9008,15.889,143.4836,8.0759,0.254168,0.084516,1,16.1157,0.0,5.357349,0.01849,0.436375,0.054547
FAPI_2_24,2080.3719,20.7323,183.605,9.1355,0.2245,0.077558,0,0.0,0.0,5.32801,0.014144,0.347503,0.043438
FAPI_2_25,6014.2562,35.2507,330.1279,12.2498,0.30653,0.051624,0,0.0,0.0,5.464735,0.008342,0.323722,0.040465
FAPI_2_26,846.4876,13.2248,113.8413,7.1935,0.179212,0.104519,0,0.0,0.0,5.108451,0.022095,0.285243,0.035655
FAPI_2_27,901.6529,13.6489,114.8607,7.2256,0.141171,0.108833,0,0.0,0.0,5.432764,0.021509,0.552797,0.0691
FAPI_2_28,3446.0744,26.6833,232.9354,10.2898,0.201889,0.070782,1,23.1405,0.0,5.475824,0.010993,0.496262,0.062033
FAPI_2_29,4796.6942,31.481,282.3226,11.3282,0.243758,0.060891,0,0.0,0.0,5.275243,0.009293,0.695779,0.086972
FAPI_2_30,2207.0248,21.3541,198.2686,9.4933,0.29448,0.067906,0,0.0,0.0,5.064074,0.013629,0.434983,0.054373
FAPI_2_31,5518.3884,33.7663,328.1994,12.214,0.356207,0.048079,0,0.0,0.0,5.397274,0.008696,0.316091,0.039511
FAPI_2_32,935.7438,13.9045,120.6004,7.4039,0.19152,0.099993,0,0.0,0.0,5.155909,0.021003,0.194799,0.02435
FAPI_2_33,2742.1488,23.8025,223.9816,10.0901,0.313127,0.062172,0,0.0,0.0,5.297828,0.012311,0.302929,0.037866
FAPI_2_34,3447.5207,26.6889,244.6166,10.5446,0.275989,0.062671,0,0.0,0.0,5.099917,0.010922,0.211432,0.026429
FAPI_2_35,3065.7025,25.1676,234.0919,10.3153,0.296981,0.062226,0,0.0,0.0,5.307769,0.011657,0.26376,0.03297
FAPI_2_36,1172.7273,15.566,140.7296,7.998,0.255892,0.085154,0,0.0,0.0,5.227368,0.018795,0.236656,0.029582
FAPI_2_37,2503.0992,22.7414,203.2931,9.6128,0.238898,0.072309,0,0.0,0.0,5.514741,0.012906,0.60497,0.075621
FAPI_2_38,2298.1405,21.7904,191.6576,9.3337,0.213798,0.076938,0,0.0,0.0,5.259444,0.013429,0.633752,0.079219
FAPI_2_39,1702.8926,18.7573,171.593,8.8316,0.273228,0.075238,0,0.0,0.0,5.169109,0.015547,0.366982,0.045873
FAPI_2_40,3521.9008,26.9753,258.6673,10.8432,0.33854,0.055687,1,22.9339,0.0,5.179627,0.010826,0.244754,0.030594
FAPI_2_41,1229.5455,15.9386,160.0032,8.5281,0.396473,0.06481,0,0.0,0.0,5.076611,0.018305,0.338586,0.042323
FAPI_2_42,3113.6364,25.3636,240.2082,10.4492,0.321887,0.059255,0,0.0,0.0,5.629174,0.011613,0.328209,0.041026
FAPI_2_43,3810.9504,28.0604,256.6442,10.8008,0.272923,0.061431,0,0.0,0.0,5.386088,0.010442,0.351368,0.043921
FAPI_2_44,718.3884,12.1831,105.9068,6.9383,0.195138,0.106337,0,0.0,0.0,4.912582,0.023816,0.400449,0.050056
FAPI_2_45,328.3058,8.236,71.1864,5.6884,0.18587,0.131704,0,0.0,0.0,4.89386,0.035288,0.319675,0.039959
FAPI_2_46,1733.4711,18.925,162.2626,8.5881,0.172649,0.088043,0,0.0,0.0,5.301768,0.015494,0.513015,0.064127
FAPI_2_47,833.2645,13.1211,116.7513,7.2848,0.231809,0.096625,0,0.0,0.0,4.923223,0.022142,0.212115,0.026514
FAPI_2_48,3397.1074,26.4931,252.7227,10.7179,0.331609,0.056932,1,18.595,0.0,5.445299,0.01108,0.579192,0.072399
FAPI_2_49,2279.3388,21.7011,225.4689,10.1235,0.436563,0.05088,0,0.0,0.0,5.423505,0.013524,0.616535,0.077067
FAPI_2_50,848.1405,13.2377,131.7757,7.7394,0.386229,0.072729,0,0.0,0.0,5.196591,0.022056,0.45415,0.056769
FAPI_2_51,2991.7355,24.8622,243.5704,10.5221,0.3663,0.055003,0,0.0,0.0,5.346453,0.011768,0.354999,0.044375
FAPI_2_52,878.9256,13.4758,117.8999,7.3206,0.205424,0.099422,0,0.0,0.0,4.877603,0.021566,0.341052,0.042632
FAPI_2_53,1636.3636,18.3873,158.3143,8.483,0.179555,0.088406,0,0.0,0.0,5.538683,0.015985,0.535204,0.066901
FAPI_2_54,4105.1653,29.1234,291.4938,11.5107,0.39287,0.048143,0,0.0,0.0,5.188205,0.01002,0.440738,0.055092
FAPI_2_55,677.686,11.8329,102.3083,6.8194,0.186389,0.109389,0,0.0,0.0,5.147836,0.024668,0.59504,0.07438
FAPI_2_56,1160.9504,15.4876,154.1265,8.37,0.385858,0.067205,0,0.0,0.0,5.497804,0.018879,0.439996,0.055
FAPI_2_57,3134.5041,25.4485,264.2857,10.9604,0.436062,0.046998,0,0.0,0.0,5.537394,0.011563,0.333789,0.041724
FAPI_2_58,538.0165,10.5433,93.5561,6.5212,0.227566,0.108741,0,0.0,0.0,5.232218,0.027797,0.31519,0.039399
FAPI_2_59,3069.6281,25.1837,233.9737,10.3127,0.29537,0.062383,0,0.0,0.0,5.218246,0.011586,0.550674,0.068834
FAPI_2_60,2359.0909,22.0775,239.8962,10.4424,0.484881,0.045103,0,0.0,0.0,5.501475,0.013323,0.392188,0.049024
FAPI_2_61,2342.562,22.0,220.8699,10.0198,0.396569,0.055042,0,0.0,0.0,5.324638,0.013298,0.519564,0.064945
FAPI_2_62,2956.6116,24.7158,242.5321,10.4996,0.368366,0.054943,2,32.6446,4.0907,5.502957,0.011898,0.311366,0.038921
FAPI_2_63,1667.7686,18.5629,170.9502,8.815,0.282856,0.074388,0,0.0,0.0,5.455829,0.015798,0.478053,0.059757
