file_name,area_(µm²),area_error_(µm²),perimeter_(µm),perimeter_error_(µm),circularity_distortion,circularity_distortion_error,defects_count,defects_area_(µm²),defects_area_error_(µm²),entropy_hm_(bits),entropy_hm_error_(bits),nucleus_circularity,nucleus_circularity_error
FAPI_TEMPO_0_0,1314.4628,16.4798,145.108,8.1215,0.215532,0.08836,0,0.0,0.0,5.095001,0.017737,0.220811,0.027601
FAPI_TEMPO_0_1,772.9339,12.6371,116.1731,7.2668,0.280317,0.0908,0,0.0,0.0,5.338107,0.023211,0.361711,0.045214
FAPI_TEMPO_0_2,1458.4711,17.3591,155.7241,8.4133,0.244218,0.082159,0,0.0,0.0,5.134423,0.016853,0.298007,0.037251
FAPI_TEMPO_0_3,2937.1901,24.6345,224.9553,10.112,0.270627,0.065857,0,0.0,0.0,5.362406,0.011924,0.210279,0.026285
FAPI_TEMPO_0_4,1270.2479,16.2002,150.0679,8.2591,0.291201,0.078541,0,0.0,0.0,5.352176,0.01812,0.256586,0.032073
FAPI_TEMPO_0_5,1408.6777,17.0602,148.4246,8.2138,0.196456,0.089466,0,0.0,0.0,5.147569,0.017158,0.247244,0.030905
FAPI_TEMPO_0_6,1315.7025,16.4876,145.3018,8.1269,0.216885,0.088149,0,0.0,0.0,5.341765,0.017824,0.182012,0.022752
FAPI_TEMPO_0_7,1817.1488,19.3764,170.186,8.7953,0.211589,0.081923,0,0.0,0.0,5.077579,0.015049,0.222537,0.027817
FAPI_TEMPO_0_8,2000.6198,20.331,179.2612,9.0268,0.217649,0.079191,0,0.0,0.0,5.259239,0.014437,0.140648,0.017581
FAPI_TEMPO_0_9,301.4463,7.8919,66.1085,5.4817,0.133226,0.145526,0,0.0,0.0,5.073014,0.036954,0.241069,0.030134
FAPI_TEMPO_0_10,327.686,8.2282,72.2058,5.7289,0.210189,0.12689,0,0.0,0.0,4.911714,0.035444,0.380851,0.047606
FAPI_TEMPO_0_11,413.0165,9.2376,77.6793,5.9421,0.139865,0.132992,0,0.0,0.0,5.296329,0.031755,0.452378,0.056547
FAPI_TEMPO_0_12,963.843,14.1117,139.0863,7.9512,0.373895,0.07217,0,0.0,0.0,5.286533,0.020752,0.364611,0.045576
FAPI_TEMPO_0_13,1280.7851,16.2673,141.114,8.0089,0.19175,0.092317,0,0.0,0.0,5.198941,0.018023,0.300241,0.03753
FAPI_TEMPO_0_14,634.5041,11.4497,107.7171,6.9973,0.312813,0.090136,0,0.0,0.0,5.067598,0.025527,0.501442,0.06268
FAPI_TEMPO_0_15,1966.9421,20.1592,180.4633,9.057,0.241032,0.076577,0,0.0,0.0,5.196273,0.014531,0.342282,0.042785
FAPI_TEMPO_0_16,1556.405,17.9324,157.4052,8.4586,0.210605,0.085327,0,0.0,0.0,5.362943,0.016375,0.410483,0.05131
FAPI_TEMPO_0_17,435.9504,9.4906,80.4522,6.0472,0.15361,0.128566,0,0.0,0.0,5.1102,0.03079,0.329515,0.041189
FAPI_TEMPO_0_18,361.7769,8.6457,74.9788,5.8379,0.191325,0.127403,0,0.0,0.0,5.096977,0.033754,0.238652,0.029832
FAPI_TEMPO_0_19,924.7934,13.8229,120.3798,7.3972,0.19805,0.099284,0,0.0,0.0,5.19543,0.021135,0.403558,0.050445
FAPI_TEMPO_0_20,1196.281,15.7215,143.0046,8.0624,0.264906,0.083448,0,0.0,0.0,5.32311,0.018647,0.153318,0.019165
FAPI_TEMPO_0_21,432.0248,9.4478,80.0757,6.0331,0.153324,0.128917,0,0.0,0.0,4.704662,0.030572,0.293068,0.036633
FAPI_TEMPO_0_22,580.3719,10.9504,93.4725,6.5182,0.165266,0.11748,0,0.0,0.0,4.828753,0.026585,0.274244,0.03428
FAPI_TEMPO_0_23,421.0744,9.3273,82.803,6.135,0.22825,0.11563,0,0.0,0.0,5.210483,0.03119,0.49471,0.061839
FAPI_TEMPO_0_24,1416.9421,17.1101,146.9908,8.174,0.175896,0.092193,0,0.0,0.0,5.196385,0.017115,0.170841,0.021355
FAPI_TEMPO_0_25,356.405,8.5812,73.5372,5.7815,0.171791,0.131746,0,0.0,0.0,4.776919,0.033791,0.15914,0.019892
FAPI_TEMPO_0_26,359.2975,8.616,73.0046,5.7605,0.152844,0.135227,0,0.0,0.0,4.811213,0.033409,0.35328,0.04416
FAPI_TEMPO_0_27,3228.3058,25.8264,238.9682,10.4222,0.289598,0.062226,0,0.0,0.0,5.337718,0.011368,0.248124,0.031015
FAPI_TEMPO_0_28,615.7025,11.2788,103.6207,6.863,0.279411,0.09636,0,0.0,0.0,5.183683,0.025942,0.557387,0.069673
FAPI_TEMPO_0_29,1433.4711,17.2096,152.1066,8.315,0.221421,0.085635,0,0.0,0.0,5.331492,0.017078,0.153418,0.019177
FAPI_TEMPO_0_30,1416.3223,17.1064,147.4776,8.1875,0.181687,0.091397,0,0.0,0.0,5.268691,0.017144,0.345226,0.043153
FAPI_TEMPO_0_31,248.5537,7.1662,61.4984,5.2871,0.174147,0.143983,0,0.0,0.0,5.422992,0.040906,0.297198,0.03715
FAPI_TEMPO_0_32,1000.6198,14.3784,122.1791,7.4522,0.157664,0.103466,0,0.0,0.0,5.215509,0.020382,0.380129,0.047516
FAPI_TEMPO_0_33,876.2397,13.4552,122.7116,7.4685,0.268757,0.089715,0,0.0,0.0,5.158038,0.021744,0.475845,0.059481
FAPI_TEMPO_0_34,1634.9174,18.3791,166.2031,8.6918,0.256249,0.078239,0,0.0,0.0,5.3987,0.015992,0.175894,0.021987
FAPI_TEMPO_0_35,2867.1488,24.339,223.3387,10.0756,0.277676,0.065461,0,0.0,0.0,5.024771,0.011996,0.323542,0.040443
FAPI_TEMPO_0_36,1428.3058,17.1786,157.5612,8.4628,0.277009,0.078151,0,0.0,0.0,5.311744,0.017063,0.218042,0.027255
FAPI_TEMPO_0_37,363.4298,8.6654,72.6281,5.7457,0.134192,0.138536,0,0.0,0.0,5.181366,0.033793,0.377276,0.047159
FAPI_TEMPO_0_38,470.2479,9.8569,84.1611,6.1851,0.165715,0.123865,0,0.0,0.0,5.174681,0.029704,0.510262,0.063783
FAPI_TEMPO_0_39,4841.1157,31.6264,304.1486,11.7579,0.342367,0.051027,0,0.0,0.0,5.242408,0.009267,0.26357,0.032946
FAPI_TEMPO_0_40,510.124,10.2663,85.1348,6.2207,0.115553,0.130472,0,0.0,0.0,5.326368,0.028632,0.619593,0.077449
FAPI_TEMPO_0_41,1135.7438,15.3185,131.8482,7.7415,0.179002,0.097044,0,0.0,0.0,5.166901,0.019099,0.902195,0.112774
FAPI_TEMPO_0_42,697.7273,12.0066,100.8745,6.7714,0.138346,0.116627,0,0.0,0.0,5.395496,0.024468,0.604986,0.075623
FAPI_TEMPO_0_43,374.1736,8.7925,77.3941,5.9312,0.215004,0.121724,0,0.0,0.0,4.931042,0.033101,0.270269,0.033784
FAPI_TEMPO_0_44,1313.4298,16.4733,155.5035,8.4073,0.317447,0.0743,0,0.0,0.0,5.263318,0.017776,0.354287,0.044286
FAPI_TEMPO_0_45,860.9504,13.3373,116.7245,7.284,0.205921,0.099867,0,0.0,0.0,5.167847,0.021934,0.397513,0.049689
FAPI_TEMPO_0_46,360.3306,8.6284,75.4846,5.8576,0.205315,0.124794,0,0.0,0.0,4.905646,0.033524,0.264993,0.033124
FAPI_TEMPO_0_47,594.8347,11.086,95.9525,6.6041,0.188116,0.112779,0,0.0,0.0,4.97423,0.026223,0.213642,0.026705
FAPI_TEMPO_0_48,451.8595,9.6623,80.5625,6.0514,0.125123,0.132756,0,0.0,0.0,5.392912,0.030424,0.138876,0.01736
FAPI_TEMPO_0_49,1161.7769,15.4931,141.8671,8.0303,0.274614,0.082687,0,0.0,0.0,5.227248,0.018948,0.345388,0.043174
FAPI_TEMPO_0_50,2213.4298,21.385,200.5012,9.5466,0.308103,0.066226,0,0.0,0.0,5.102246,0.013656,0.184289,0.023036
FAPI_TEMPO_0_51,960.9504,14.0905,131.8025,7.7402,0.304874,0.082277,0,0.0,0.0,5.098702,0.020774,0.373313,0.046664
FAPI_TEMPO_0_52,1140.9091,15.3533,154.6968,8.3855,0.400902,0.065448,0,0.0,0.0,5.108158,0.019066,0.410557,0.05132
FAPI_TEMPO_0_53,604.9587,11.18,95.6673,6.5943,0.169368,0.115535,0,0.0,0.0,5.118169,0.026189,0.661737,0.082717
FAPI_TEMPO_0_54,981.1983,14.2382,137.0743,7.8934,0.343772,0.076175,0,0.0,0.0,5.427968,0.020658,0.285215,0.035652
FAPI_TEMPO_0_55,623.9669,11.3542,102.8943,6.8389,0.259392,0.099367,0,0.0,0.0,5.086197,0.025804,0.37224,0.04653
FAPI_TEMPO_0_56,569.0083,10.8427,105.2372,6.9163,0.354361,0.085751,0,0.0,0.0,5.142514,0.026952,0.208755,0.026094
FAPI_TEMPO_0_57,437.1901,9.5041,87.6414,6.3117,0.284745,0.104188,0,0.0,0.0,5.341139,0.030827,0.371135,0.046392
FAPI_TEMPO_0_58,370.8678,8.7536,73.2063,5.7685,0.130375,0.138578,0,0.0,0.0,5.109664,0.033399,0.566729,0.070841
FAPI_TEMPO_0_59,1619.2149,18.2907,163.0992,8.6102,0.23509,0.081222,0,0.0,0.0,5.046652,0.015969,0.317868,0.039734
FAPI_TEMPO_0_60,651.4463,11.6016,107.3941,6.9868,0.290214,0.093215,0,0.0,0.0,5.403854,0.025277,0.341626,0.042703
FAPI_TEMPO_0_61,1629.5455,18.3489,166.5229,8.7001,0.261537,0.07761,0,0.0,0.0,5.396721,0.016003,0.660445,0.082556
FAPI_TEMPO_0_62,849.1736,13.2457,124.0162,7.5081,0.306175,0.084704,0,0.0,0.0,4.938876,0.021967,0.374269,0.046784
FAPI_TEMPO_0_63,385.3306,8.9227,75.1537,5.8447,0.14268,0.134818,0,0.0,0.0,5.125966,0.032781,0.325067,0.040633
FAPI_TEMPO_0_64,457.2314,9.7195,85.6405,6.2392,0.216593,0.115356,0,0.0,0.0,5.272026,0.03005,0.481375,0.060172
FAPI_TEMPO_0_65,450.2066,9.6446,82.6737,6.1302,0.172274,0.124024,0,0.0,0.0,5.307778,0.03045,0.323889,0.040486
FAPI_TEMPO_0_66,1512.6033,17.6783,163.4758,8.6202,0.288741,0.075469,0,0.0,0.0,5.377609,0.016579,0.328768,0.041096
FAPI_TEMPO_0_67,954.5455,14.0435,128.0937,7.6305,0.268943,0.087759,0,0.0,0.0,5.197565,0.020875,0.361122,0.04514
FAPI_TEMPO_0_68,410.9504,9.2145,86.3023,6.2633,0.306646,0.101832,0,0.0,0.0,5.023424,0.031656,0.243511,0.030439
FAPI_TEMPO_0_69,698.1405,12.0102,104.0886,6.8784,0.190259,0.107922,0,0.0,0.0,5.26498,0.024396,0.307781,0.038473
FAPI_TEMPO_0_70,355.3719,8.5688,76.5764,5.8998,0.238441,0.118776,0,0.0,0.0,5.13217,0.033957,0.354164,0.04427
FAPI_TEMPO_0_71,1196.9008,15.7256,141.0872,8.0082,0.244399,0.086349,0,0.0,0.0,5.270967,0.018616,0.219665,0.027458
FAPI_TEMPO_0_72,385.3306,8.9227,81.563,6.0888,0.272125,0.109974,0,0.0,0.0,5.234158,0.032798,0.47144,0.05893
FAPI_TEMPO_0_73,1785.9504,19.2093,179.1131,9.023,0.30044,0.070883,0,0.0,0.0,5.324336,0.015277,0.199512,0.024939
FAPI_TEMPO_0_74,819.0083,13.0083,120.1135,7.389,0.286631,0.088496,0,0.0,0.0,5.204057,0.022466,0.417861,0.052233
FAPI_TEMPO_0_75,871.0744,13.4154,116.9908,7.2923,0.200236,0.10046,0,0.0,0.0,5.306363,0.021855,0.199967,0.024996
FAPI_TEMPO_0_76,373.3471,8.7828,77.5501,5.9372,0.219886,0.120851,0,0.0,0.0,5.05817,0.033276,0.253247,0.031656
FAPI_TEMPO_0_77,838.843,13.1649,130.1135,7.6904,0.377348,0.07425,0,0.0,0.0,5.197566,0.022225,0.411901,0.051488
FAPI_TEMPO_0_78,1199.3802,15.7418,151.9317,8.3102,0.347065,0.07194,0,0.0,0.0,5.330035,0.01865,0.269869,0.033734
FAPI_TEMPO_0_79,516.3223,10.3285,88.7254,6.3506,0.175796,0.119132,0,0.0,0.0,5.1117,0.028216,0.216271,0.027034
FAPI_TEMPO_0_80,651.8595,11.6052,104.7771,6.9012,0.253842,0.099185,0,0.0,0.0,5.107874,0.025085,0.314824,0.039353
FAPI_TEMPO_0_81,382.2314,8.8867,75.1804,5.8458,0.150181,0.133627,0,0.0,0.0,5.003359,0.032756,0.578957,0.07237
FAPI_TEMPO_0_82,4678.719,31.0914,318.7587,12.037,0.421354,0.043871,0,0.0,0.0,5.20904,0.009408,0.331924,0.041491
FAPI_TEMPO_0_83,595.6612,11.0937,103.419,6.8563,0.300145,0.093706,0,0.0,0.0,4.849923,0.026164,0.225154,0.028144
FAPI_TEMPO_0_84,306.1983,7.9539,69.4139,5.6171,0.201418,0.130899,0,0.0,0.0,4.871731,0.036544,0.496372,0.062046
FAPI_TEMPO_0_85,1154.3388,15.4434,157.6525,8.4652,0.416365,0.063162,0,0.0,0.0,5.163399,0.018965,0.398804,0.04985
FAPI_TEMPO_0_86,1198.5537,15.7364,139.2958,7.9572,0.223769,0.089267,0,0.0,0.0,5.255555,0.018654,0.272327,0.034041
FAPI_TEMPO_0_87,676.2397,11.8203,104.2635,6.8842,0.21829,0.104129,0,0.0,0.0,5.059648,0.024691,0.499612,0.062451
FAPI_TEMPO_0_88,738.2231,12.3501,108.1015,7.0098,0.206158,0.103805,0,0.0,0.0,5.127422,0.023697,0.306004,0.038251
FAPI_TEMPO_0_89,859.5041,13.326,115.8154,7.2556,0.194761,0.101662,0,0.0,0.0,5.303897,0.022042,0.159852,0.019982
FAPI_TEMPO_0_90,426.6529,9.3889,82.3807,6.1193,0.209989,0.118646,0,0.0,0.0,5.565876,0.031334,0.353394,0.044174
FAPI_TEMPO_0_91,976.0331,14.2007,123.8223,7.5022,0.200025,0.097635,0,0.0,0.0,5.08584,0.020549,0.438592,0.054824
FAPI_TEMPO_0_92,404.9587,9.1471,78.1929,5.9617,0.167688,0.128302,0,0.0,0.0,4.979075,0.031731,0.221935,0.027742
FAPI_TEMPO_0_93,557.438,10.7319,97.0365,6.6413,0.256062,0.102835,0,0.0,0.0,5.364243,0.027386,0.646799,0.08085
FAPI_TEMPO_0_94,422.1074,9.3388,89.874,6.3915,0.343304,0.094527,0,0.0,0.0,4.874817,0.031165,0.50647,0.063309
FAPI_TEMPO_0_95,985.9504,14.2727,135.6138,7.8513,0.326314,0.078613,0,0.0,0.0,5.420091,0.02058,0.48667,0.060834
FAPI_TEMPO_0_96,707.6446,12.0916,106.1006,6.9446,0.210069,0.104284,0,0.0,0.0,4.515748,0.023872,0.257906,0.032238
FAPI_TEMPO_0_97,514.0496,10.3058,98.5427,6.6927,0.334779,0.091338,0,0.0,0.0,5.036787,0.028345,0.312922,0.039115
FAPI_TEMPO_0_98,770.6612,12.6185,117.1657,7.2977,0.29454,0.088636,0,0.0,0.0,4.973643,0.023083,0.362122,0.045265
FAPI_TEMPO_0_99,337.6033,8.3518,70.342,5.6545,0.142592,0.13947,0,0.0,0.0,5.189074,0.035131,0.628911,0.078614
FAPI_TEMPO_0_100,1386.7769,16.927,179.425,9.0309,0.458685,0.05489,0,0.0,0.0,5.257258,0.017339,0.217892,0.027237
FAPI_TEMPO_0_101,457.2314,9.7195,90.1671,6.402,0.293276,0.101475,0,0.0,0.0,5.0824,0.030019,0.322683,0.040335
FAPI_TEMPO_0_102,333.2645,8.298,80.3876,6.0448,0.351932,0.098791,0,0.0,0.0,5.080988,0.035217,0.445233,0.055654
FAPI_TEMPO_0_103,604.1322,11.1723,110.0757,7.0735,0.373445,0.081355,0,0.0,0.0,5.149936,0.026119,0.418024,0.052253
FAPI_TEMPO_0_104,585.9504,11.0029,101.8482,6.804,0.290154,0.095775,0,0.0,0.0,5.317292,0.026636,0.300287,0.037536
FAPI_TEMPO_0_105,555.5785,10.714,101.9774,6.8083,0.328652,0.090573,0,0.0,0.0,5.299795,0.027415,0.39704,0.04963
FAPI_TEMPO_0_106,695.6612,11.9888,112.0231,7.1358,0.303385,0.089556,0,0.0,0.0,4.898403,0.024229,0.261456,0.032682
FAPI_TEMPO_0_107,282.8512,7.6446,70.4333,5.6582,0.283508,0.116735,0,0.0,0.0,5.053453,0.038107,0.393231,0.049154
FAPI_TEMPO_0_108,714.2562,12.148,113.0235,7.1676,0.297371,0.089915,0,0.0,0.0,5.404304,0.024165,0.282333,0.035292
FAPI_TEMPO_0_109,1027.0661,14.5672,134.1721,7.8094,0.283059,0.084076,0,0.0,0.0,5.481551,0.020202,0.222865,0.027858
FAPI_TEMPO_0_110,1099.7934,15.0742,143.7956,8.0847,0.33161,0.075714,0,0.0,0.0,5.414771,0.019477,0.41074,0.051343
FAPI_TEMPO_0_111,850.4132,13.2554,121.7379,7.4388,0.278912,0.088838,0,0.0,0.0,5.32135,0.022167,0.435873,0.054484
FAPI_TEMPO_0_112,565.4959,10.8092,95.8233,6.5997,0.226078,0.107627,0,0.0,0.0,5.270007,0.027158,0.283394,0.035424
FAPI_TEMPO_0_113,1532.2314,17.7926,173.3923,8.8778,0.359565,0.066001,0,0.0,0.0,5.157689,0.016429,0.449675,0.056209
FAPI_TEMPO_0_114,693.3884,11.9692,103.9516,6.8739,0.193648,0.107546,0,0.0,0.0,4.819817,0.024266,0.24706,0.030883
FAPI_TEMPO_0_115,843.595,13.2021,119.9119,7.3828,0.262742,0.091514,0,0.0,0.0,5.476222,0.022294,0.182048,0.022756
FAPI_TEMPO_0_116,892.7686,13.5815,129.0028,7.6575,0.325859,0.080688,0,0.0,0.0,5.031531,0.021519,0.315323,0.039415
FAPI_TEMPO_0_117,517.562,10.3409,100.5358,6.76,0.356526,0.087484,0,0.0,0.0,5.25309,0.028262,0.426405,0.053301
FAPI_TEMPO_0_118,508.8843,10.2538,88.5884,6.3457,0.185154,0.117885,0,0.0,0.0,5.086736,0.028524,0.244821,0.030603
FAPI_TEMPO_0_119,385.5372,8.925,76.8616,5.9108,0.179917,0.127552,0,0.0,0.0,5.231594,0.032744,0.160446,0.020056
FAPI_TEMPO_0_120,697.9339,12.0084,122.2894,7.4556,0.413529,0.072219,0,0.0,0.0,4.957217,0.024237,0.370933,0.046367
FAPI_TEMPO_0_121,818.3884,13.0034,129.8473,7.6825,0.390037,0.072826,1,16.9421,0.0,5.536954,0.022638,0.395675,0.049459
FAPI_TEMPO_0_122,1466.9421,17.4094,160.1514,8.5321,0.281277,0.077053,0,0.0,0.0,5.316474,0.016848,0.20239,0.025299
FAPI_TEMPO_0_123,1468.1818,17.4168,154.7882,8.388,0.229959,0.083956,0,0.0,0.0,4.922173,0.016717,0.37658,0.047072
FAPI_TEMPO_0_124,814.876,12.9755,121.4259,7.4292,0.30549,0.085701,0,0.0,0.0,4.978477,0.022445,0.265723,0.033215
FAPI_TEMPO_0_125,344.2149,8.4332,76.5307,5.898,0.26147,0.115262,0,0.0,0.0,5.284441,0.034756,0.335058,0.041882
FAPI_TEMPO_0_126,1005.1653,14.4111,141.3535,8.0157,0.36783,0.072267,0,0.0,0.0,5.310941,0.020364,0.485857,0.060732
FAPI_TEMPO_0_127,829.9587,13.095,121.5741,7.4338,0.294358,0.08701,0,0.0,0.0,5.242975,0.02233,0.266097,0.033262
FAPI_TEMPO_0_128,442.9752,9.5668,84.7125,6.2053,0.224299,0.11487,0,0.0,0.0,5.036413,0.03044,0.276887,0.034611
FAPI_TEMPO_0_129,573.5537,10.8859,104.2824,6.8848,0.337232,0.088413,0,0.0,0.0,4.725403,0.02659,0.622716,0.07784
FAPI_TEMPO_0_130,952.4793,14.0283,139.4061,7.9603,0.384112,0.070919,0,0.0,0.0,5.289835,0.020935,0.290777,0.036347
FAPI_TEMPO_0_131,748.5537,12.4362,109.3604,7.0505,0.213475,0.102253,0,0.0,0.0,5.15118,0.023494,0.22796,0.028495
FAPI_TEMPO_0_132,522.1074,10.3862,103.6664,6.8645,0.389488,0.08176,0,0.0,0.0,5.227112,0.028167,0.309249,0.038656
FAPI_TEMPO_0_133,798.3471,12.8432,122.8865,7.4738,0.335656,0.081513,0,0.0,0.0,5.281583,0.022854,0.432285,0.054036
FAPI_TEMPO_1_0,693.3884,11.9692,100.6918,6.7653,0.140593,0.116433,0,0.0,0.0,5.288936,0.024502,0.226011,0.028251
FAPI_TEMPO_1_1,2046.9008,20.5649,182.9511,9.1192,0.231513,0.076998,0,0.0,0.0,5.394498,0.014283,0.327861,0.040983
FAPI_TEMPO_1_2,1690.7025,18.6901,161.5473,8.5692,0.1859,0.086834,0,0.0,0.0,5.352842,0.015694,0.218506,0.027313
FAPI_TEMPO_1_3,3608.6777,27.3056,249.7324,10.6543,0.272876,0.062286,0,0.0,0.0,5.110582,0.010697,0.172079,0.02151
FAPI_TEMPO_1_4,849.5868,13.2489,114.1532,7.2033,0.180703,0.104185,1,67.9752,0.0,5.28957,0.022107,0.28813,0.036016
FAPI_TEMPO_1_5,1536.157,17.8154,156.2944,8.4287,0.209761,0.085724,0,0.0,0.0,5.140472,0.01642,0.296349,0.037044
FAPI_TEMPO_1_6,699.3802,12.0208,108.9382,7.0369,0.259435,0.096516,0,0.0,0.0,5.282696,0.02433,0.332694,0.041587
FAPI_TEMPO_1_7,636.3636,11.4665,107.2114,6.9809,0.304281,0.091464,0,0.0,0.0,5.181787,0.025512,0.221876,0.027735
FAPI_TEMPO_1_8,1033.2645,14.6111,130.8856,7.7132,0.242055,0.089973,0,0.0,0.0,5.290421,0.020097,0.1924,0.02405
FAPI_TEMPO_1_9,1627.0661,18.335,161.5284,8.5687,0.216359,0.083608,0,0.0,0.0,5.348764,0.016002,0.279957,0.034995
FAPI_TEMPO_1_10,1119.0083,15.2053,132.7305,7.7674,0.201819,0.094046,0,0.0,0.0,5.223032,0.019227,0.349303,0.043663
FAPI_TEMPO_1_11,419.2149,9.3067,76.9719,5.915,0.110835,0.138076,1,45.2479,0.0,4.947668,0.031259,0.196435,0.024554
FAPI_TEMPO_1_12,2917.7686,24.5529,224.6355,10.1048,0.273386,0.065656,1,21.281,0.0,5.444221,0.011956,0.15641,0.019551
FAPI_TEMPO_1_13,1631.6116,18.3606,165.3775,8.6702,0.250324,0.079057,0,0.0,0.0,5.169043,0.015919,0.301815,0.037727
FAPI_TEMPO_1_14,1761.9835,19.08,165.2294,8.6663,0.188969,0.085529,0,0.0,0.0,5.169819,0.015329,0.150091,0.018761
FAPI_TEMPO_1_15,3223.3471,25.8066,242.228,10.493,0.309652,0.060065,0,0.0,0.0,5.450493,0.011398,0.435013,0.054377
FAPI_TEMPO_1_16,1258.4711,16.125,138.4246,7.9322,0.174672,0.095178,0,0.0,0.0,5.390619,0.018213,0.197371,0.024671
FAPI_TEMPO_1_17,568.3884,10.8368,100.342,6.7535,0.290602,0.096445,0,0.0,0.0,5.277638,0.027016,0.285182,0.035648
FAPI_TEMPO_1_18,1575.2066,18.0404,158.0291,8.4753,0.207365,0.085504,0,0.0,0.0,5.402687,0.016296,0.385798,0.048225
FAPI_TEMPO_1_19,785.9504,12.7431,115.5224,7.2464,0.25993,0.093617,0,0.0,0.0,4.99389,0.022883,0.19718,0.024648
FAPI_TEMPO_1_20,1348.7603,16.6934,151.3992,8.2957,0.260569,0.081547,0,0.0,0.0,5.251098,0.017536,0.463244,0.057906
FAPI_TEMPO_1_21,1400.2066,17.0088,149.6645,8.248,0.214467,0.087105,0,0.0,0.0,5.149217,0.01718,0.23358,0.029198
FAPI_TEMPO_1_22,901.4463,13.6473,117.9188,7.3212,0.185326,0.10191,0,0.0,0.0,5.094114,0.021413,0.382046,0.047756
FAPI_TEMPO_1_23,563.2231,10.7874,96.3669,6.6184,0.23786,0.105699,0,0.0,0.0,5.175563,0.027076,0.390052,0.048757
FAPI_TEMPO_1_24,383.4711,8.9011,77.1089,5.9203,0.189537,0.125865,0,0.0,0.0,5.015773,0.032733,0.398284,0.049786
FAPI_TEMPO_1_25,5683.4711,34.2676,317.492,12.0131,0.29147,0.053788,4,94.0083,7.0921,5.24226,0.008563,0.139751,0.017469
FAPI_TEMPO_1_26,931.6116,13.8738,118.3867,7.3357,0.164707,0.10426,0,0.0,0.0,5.239811,0.021157,0.268659,0.033582
FAPI_TEMPO_1_27,881.1983,13.4932,124.659,7.5275,0.287416,0.086747,0,0.0,0.0,5.519596,0.021816,0.348147,0.043518
FAPI_TEMPO_1_28,1044.4215,14.6898,135.0088,7.8337,0.279952,0.084172,0,0.0,0.0,5.368668,0.019988,0.352469,0.044059
FAPI_TEMPO_1_29,730.7851,12.2877,106.4583,6.9563,0.189709,0.106767,0,0.0,0.0,5.278575,0.023885,0.303002,0.037875
FAPI_TEMPO_1_30,1249.1736,16.0653,146.0739,8.1484,0.264322,0.08262,0,0.0,0.0,5.209146,0.018213,0.283336,0.035417
FAPI_TEMPO_1_31,385.3306,8.9227,75.6862,5.8654,0.154702,0.132469,0,0.0,0.0,5.30665,0.032937,0.51119,0.063899
FAPI_TEMPO_1_32,4342.3554,29.953,278.1426,11.244,0.294657,0.057235,1,17.562,0.0,5.417478,0.009817,0.146232,0.018279
FAPI_TEMPO_1_33,728.9256,12.2721,106.8994,6.9707,0.198428,0.105405,0,0.0,0.0,5.325656,0.023904,0.470469,0.058809
FAPI_TEMPO_1_34,1248.1405,16.0587,146.0549,8.1479,0.26474,0.082579,0,0.0,0.0,5.365715,0.018269,0.186564,0.023321
FAPI_TEMPO_1_35,620.4545,11.3222,101.9317,6.8068,0.249586,0.101154,0,0.0,0.0,4.966125,0.025664,0.368119,0.046015
FAPI_TEMPO_1_36,1782.8512,19.1926,189.3526,9.2774,0.37514,0.061599,0,0.0,0.0,5.244727,0.015245,0.28859,0.036074
FAPI_TEMPO_1_37,554.9587,10.708,91.407,6.4458,0.165337,0.118814,0,0.0,0.0,5.30623,0.027329,0.435979,0.054497
FAPI_TEMPO_1_38,658.4711,11.664,98.9649,6.707,0.155142,0.115489,0,0.0,0.0,5.289452,0.025162,0.262434,0.032804
FAPI_TEMPO_1_39,2777.0661,23.9536,221.916,10.0435,0.291371,0.064433,0,0.0,0.0,5.195224,0.012226,0.309893,0.038737
FAPI_TEMPO_1_40,3351.2397,26.3136,236.2598,10.363,0.245541,0.06645,0,0.0,0.0,5.429457,0.011161,0.143753,0.017969
FAPI_TEMPO_1_41,1058.2645,14.7868,138.7365,7.9412,0.309088,0.079681,0,0.0,0.0,5.153732,0.019725,0.182825,0.022853
FAPI_TEMPO_1_42,339.6694,8.3773,72.8486,5.7544,0.19569,0.128606,0,0.0,0.0,5.017987,0.034794,0.385461,0.048183
FAPI_TEMPO_1_43,696.4876,11.9959,117.1011,7.2957,0.361734,0.080288,0,0.0,0.0,5.02013,0.024211,0.307502,0.038438
FAPI_TEMPO_1_44,623.3471,11.3486,103.868,6.8712,0.273934,0.096968,0,0.0,0.0,5.313696,0.025797,0.356897,0.044612
FAPI_TEMPO_1_45,1295.2479,16.3589,145.3397,8.1279,0.229461,0.086731,0,0.0,0.0,5.278617,0.017897,0.1674,0.020925
FAPI_TEMPO_1_46,1187.1901,15.6616,143.9248,8.0883,0.27979,0.081504,0,0.0,0.0,5.162484,0.018635,0.356819,0.044602
FAPI_TEMPO_1_47,3589.6694,27.2336,249.318,10.6455,0.2743,0.062217,0,0.0,0.0,5.097708,0.010722,0.402975,0.050372
FAPI_TEMPO_1_48,915.9091,13.7564,117.2571,7.3006,0.162887,0.104995,0,0.0,0.0,4.98611,0.021163,0.408913,0.051114
FAPI_TEMPO_1_49,1641.7355,18.4174,165.4956,8.6733,0.246749,0.079403,0,0.0,0.0,5.498465,0.015966,0.76396,0.095495
